中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
汤晶晶,Ginger,,,内地,10-3,四川省,170CM,50KG,B型,天秤座,上海戏剧学院2011级表演系,演员,拉风娱乐,汤晶晶的新浪微博,《你好外星人》《情谜睡美人之欲望的姐妹》,吴优,https://image.ijq.tv/201707/13/12-54-10-43-26.jpg,images/12-54-10-43-26.jpg,汤晶晶,https://www.ijq.tv/mingxing/14999160424442.html,https://image.ijq.tv/201707/13/12-54-10-43-26.jpg
陈雨锶,,,汉族,内地,1996-6-30,北京,166CM,40KG,AB型,巨蟹座,北京电影学院,演员,嘉映影业有限公司,陈雨锶的新浪微博,《闪光少女》《路过未来》,,https://image.ijq.tv/201707/13/10-50-45-23-26.jpg,images/10-50-45-23-26.jpg,陈雨锶,https://www.ijq.tv/mingxing/14999140034441.html,https://image.ijq.tv/201707/13/10-50-45-23-26.jpg
刘泳希,,,汉族,内地,1993-6-24,新疆,170CM,48KG,B型,巨蟹座,上海戏剧学院,演员,,刘泳希的新浪微博,《永宁往事》《闪光少女》《超能快递侠》《民族记忆》,,https://image.ijq.tv/201707/12/17-23-45-77-26.jpg,images/17-23-45-77-26.jpg,刘泳希,https://www.ijq.tv/mingxing/14998495164440.html,https://image.ijq.tv/201707/12/17-23-45-77-26.jpg
李诺,,,汉族,内地,2000-9-24,湖南省,162CM,45KG,A型,天秤座,,演员,北京亿奇娱乐影视文化有限公司,李诺的新浪微博,《器灵》《闪光少女》,彭昱畅,https://image.ijq.tv/201707/12/16-49-54-94-26.jpg,images/16-49-54-94-26.jpg,李诺,https://www.ijq.tv/mingxing/14998453134439.html,https://image.ijq.tv/201707/12/16-49-54-94-26.jpg
路宏,,,汉族,内地,1991-1-11,黑龙江省鹤岗市,185CM,70KG,O型,魔羯座,中央戏剧学院,演员,,路宏的新浪微博,《新还珠格格》《天才碰麻瓜》《白蛇传》,搭档孙骁骁,https://image.ijq.tv/201707/12/11-25-19-79-10.jpg,images/11-25-19-79-10.jpg,路宏,https://www.ijq.tv/mingxing/14998299124438.html,https://image.ijq.tv/201707/12/11-25-19-79-10.jpg
王一哲,,,,内地,1994-5-14,新疆,180CM,62KG,A型,金牛座,中国传媒大学播音主持班13级,演员,欢娱影视,王一哲的新浪微博,《流行之王》《美人为馅》,杨蓉,https://image.ijq.tv/201707/11/15-45-20-35-26.jpg,images/15-45-20-35-26.jpg,王一哲,https://www.ijq.tv/mingxing/14997578234437.html,https://image.ijq.tv/201707/11/15-45-20-35-26.jpg
廖彦龙,Adson,龙龙,汉族,内地,1993-1-24,台湾省,185CM,78KG,O型,水瓶座,,"演员,模特",企鹅影视,廖彦龙的新浪微博,《下一站大明星》《花落宫廷错流年》《闺蜜》《电竞纪元》,搭档赵滨,https://image.ijq.tv/201707/11/14-46-43-32-10.jpg,images/14-46-43-32-10.jpg,廖彦龙,https://www.ijq.tv/mingxing/14997555834435.html,https://image.ijq.tv/201707/11/14-46-43-32-10.jpg
张奕聪,,,汉族,内地,1992-8-24,吉林长春,186CM,65KG,A型,处女座,上海戏剧学院,演员,中国国家话剧院,张奕聪的新浪微博,《萌妻食神》,,https://image.ijq.tv/201707/11/14-34-07-19-19.jpg,images/14-34-07-19-19.jpg,张奕聪,https://www.ijq.tv/mingxing/14997548284434.html,https://image.ijq.tv/201707/11/14-34-07-19-19.jpg
方楚彤,,,汉族,内地,1993-10-13,潮汕,168CM,42KG,A型,天秤座,广东外语艺术职业学院音乐系大专,演员,,方楚彤的新浪微博,《镇魂街》,汪东城,https://image.ijq.tv/201707/11/14-32-50-25-26.jpg,images/14-32-50-25-26.jpg,方楚彤,https://www.ijq.tv/mingxing/14997535454433.html,https://image.ijq.tv/201707/11/14-32-50-25-26.jpg
赵滨,,,汉族,内地,1978-5-30-,河南,178CM,55KG,B型,双子座,北京舞蹈学院（音乐剧系）,演员,东仑传媒|中国儿童艺术剧院,赵滨的新浪微博,《女人不哭》《大清徽商》《生死十日》《鸽子哨》《潜伏在黎明之前》,搭档田海蓉,https://image.ijq.tv/201707/11/11-51-14-66-10.jpg,images/11-51-14-66-10.jpg,赵滨,https://www.ijq.tv/mingxing/14997449994432.html,https://image.ijq.tv/201707/11/11-51-14-66-10.jpg
