中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
徐晗,Xu Han,小乌龟,汉族,内地,1993-1-15,四川,162CM,41KG,O型,魔羯座,,"演员,歌手",上海丝芭文化传媒有限公司,徐晗的新浪微博,《悬铃木》,,https://image.ijq.tv/201907/02/17-14-25-23-46.jpg,images/17-14-25-23-46.jpg,徐晗,https://www.ijq.tv/mingxing/15620588505839.html,https://image.ijq.tv/201907/02/17-14-25-23-46.jpg
姜冠南,,,汉族,内地,1996-6-15,西安,188CM,70KG,,双子座,东华大学表演系本科,演员,卓尔文化,姜冠南的新浪微博,《少年派》《后海不是海》《妙探X》,林大为 郭俊辰 赵今麦,https://image.ijq.tv/201907/02/17-02-56-48-47.png,images/17-02-56-48-47.png,姜冠南,https://www.ijq.tv/mingxing/15620581655838.html,https://image.ijq.tv/201907/02/17-02-56-48-47.png
向涵之,,,汉族,内地,2002-5-4,北京,168CM,45KG,A型,金牛座,,演员,,向涵之的新浪微博,"《公子,我娶定你了》",徐静蕾 柏程俊,https://image.ijq.tv/201907/02/16-39-33-78-53.jpg,images/16-39-33-78-53.jpg,向涵之,https://www.ijq.tv/mingxing/15620561455837.html,https://image.ijq.tv/201907/02/16-39-33-78-53.jpg
张庭菲,Uran,,汉族,内地,,,167CM,45KG,,,中央戏剧学院,演员,中汇影视,张庭菲的新浪微博,《心灵法医》,,https://image.ijq.tv/201907/02/16-20-47-50-47.png,images/16-20-47-50-47.png,张庭菲,https://www.ijq.tv/mingxing/15620554465836.html,https://image.ijq.tv/201907/02/16-20-47-50-47.png
郑文森,Asen,"杰森,文森",汉族,内地,1984-5-6,福建省泉州市安溪县,178CM,65KG,O型,金牛座,北京体育大学武术系,"演员,歌手",纪中文化,郑文森的新浪微博,《冷枪手》《铁血荣耀》《包青天》《精舞门》,,https://image.ijq.tv/201907/02/16-13-49-36-46.jpg,images/16-13-49-36-46.jpg,郑文森,https://www.ijq.tv/mingxing/15620552215835.html,https://image.ijq.tv/201907/02/16-13-49-36-46.jpg
郭耘奇,,,汉族,内地,1995-2-15,,182CM,65KG,,水瓶座,中央戏剧学院,"演员,歌手",华谊兄弟,郭耘奇的新浪微博,《心灵法医》《也平凡》《双世宠妃2》《包青天》,聂远 郑恺 林峯,https://image.ijq.tv/201907/02/16-02-08-48-47.png,images/16-02-08-48-47.png,郭耘奇,https://www.ijq.tv/mingxing/15620544495834.html,https://image.ijq.tv/201907/02/16-02-08-48-47.png
盛蕙子,,,汉族,内地,1998-10-25,北京,167CM,43KG,,天蝎座,北京电影学院,演员,,盛蕙子的新浪微博,《天雷一部之春花秋月》,关晓彤,https://image.ijq.tv/201907/02/15-11-46-46-46.jpg,images/15-11-46-46-46.jpg,盛蕙子,https://www.ijq.tv/mingxing/15620514925832.html,https://image.ijq.tv/201907/02/15-11-46-46-46.jpg
纪李,,,汉族,内地,3-16,重庆,176CM,65KG,,双鱼座,上海视觉艺术学院,演员,,纪李的新浪微博,《陈情令》《奇葩主播升职记》,王一博 肖战,https://image.ijq.tv/201907/02/10-37-57-26-47.png,images/10-37-57-26-47.png,纪李,https://www.ijq.tv/mingxing/15620350435831.html,https://image.ijq.tv/201907/02/10-37-57-26-47.png
漆培鑫,,,汉族,内地,1997-5-25,,180CM,65KG,,双子座,,演员,天津银河酷娱文化传媒,漆培鑫的新浪微博,《长安少年行》《淑女飘飘拳》《陈情令》,王一博 肖战,https://image.ijq.tv/201907/02/10-15-17-97-47.png,images/10-15-17-97-47.png,漆培鑫,https://www.ijq.tv/mingxing/15620336495830.html,https://image.ijq.tv/201907/02/10-15-17-97-47.png
李泊文,,,汉族,内地,1992-12-24,,181CM,65KG,,魔羯座,,演员,乐宝影视,李泊文的新浪微博,《陈情令》《末代厨娘》,王一博 肖战,https://image.ijq.tv/201907/02/09-51-36-83-47.png,images/09-51-36-83-47.png,李泊文,https://www.ijq.tv/mingxing/15620319425829.html,https://image.ijq.tv/201907/02/09-51-36-83-47.png
