中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
姜艺声,,晓晓,汉族,内地,1983-6-3,济南,178CM,74KG,AB型,双子座,北京电影学院,演员,,《天怒1931之两个女匪王》《特种兵之火凤凰》《特警力量》,搭档张国强 搭档沈丹萍,https://image.ijq.tv/201503/31/10-12-13-17-8.jpg,images/10-12-13-17-8.jpg,姜艺声,https://www.ijq.tv/mingxing/1617.html,https://image.ijq.tv/201503/31/10-12-13-17-8.jpg,
王妍之,,,汉族,内地,1993-7-6,山西,170CM,52KG,AB型,巨蟹座,中央戏剧学院,演员,,《废柴兄弟》《特警力量》,安雅萍,https://image.ijq.tv/201503/31/09-53-21-73-8.jpg,images/09-53-21-73-8.jpg,王妍之,https://www.ijq.tv/mingxing/1616.html,https://image.ijq.tv/201503/31/09-53-21-73-8.jpg,王妍之的新浪微博
申世景,,,,内地,1990-7-29,韩国首尔特别市阳川区,167CM,43KG,B型,狮子座,韩国中央大学戏剧电影系,演员,Namooactors,《蓝盐》《时尚王》《看见味道的少女》,南柱赫,https://image.ijq.tv/201503/30/17-26-20-62-7.jpg,images/17-26-20-62-7.jpg,申世景,https://www.ijq.tv/mingxing/1615.html,https://image.ijq.tv/201503/30/17-26-20-62-7.jpg,申世景的新浪微博
郭金,Sophia,郭子非,汉族,内地,1977-7-1,哈尔滨,168CM,50KG,O型,巨蟹座,中国传媒大学,"演员,主持人",海润影视,《蛋炒饭》《爱你万缕千丝》,王聃薇,https://image.ijq.tv/201503/30/16-39-50-63-8.jpg,images/16-39-50-63-8.jpg,郭金,https://www.ijq.tv/mingxing/1614.html,https://image.ijq.tv/201503/30/16-39-50-63-8.jpg,郭金的新浪微博
朴有天,박유천,micky有天,,内地,1986-6-4,首尔,180CM,64KG,O型,双子座,庆熙大学后现代学院,"演员,歌手",,《ThreeDays》《看见味道的少女》,搭档尹恩惠 搭档金允石 搭档孙贤周 兄弟朴有焕,https://image.ijq.tv/201503/30/16-30-14-45-7.jpg,images/16-30-14-45-7.jpg,朴有天,https://www.ijq.tv/mingxing/1613.html,https://image.ijq.tv/201503/30/16-30-14-45-7.jpg,
郭家豪,Guojiahao,,汉族,内地,1987-11-19,山东青岛,181CM,76KG,,天蝎座,解放军艺术学院,演员,,《幸福归来》,张晓龙 贾青,https://image.ijq.tv/201503/30/16-11-48-21-16.jpg,images/16-11-48-21-16.jpg,郭家豪,https://www.ijq.tv/mingxing/1612.html,https://image.ijq.tv/201503/30/16-11-48-21-16.jpg,郭家豪的新浪微博
田征,,,汉族,内地,4-19,北京,182CM,,A型,白羊座,北京电影学院,演员,,《马兰谣》《火凤凰》《天使的城》,李小冉,https://image.ijq.tv/201503/30/15-40-39-93-12.jpg,images/15-40-39-93-12.jpg,田征,https://www.ijq.tv/mingxing/1611.html,https://image.ijq.tv/201503/30/15-40-39-93-12.jpg,
易易紫,Niki,"易秋兰,紫宝贝,婷儿",汉族,内地,1987-11-8,成都,165CM,44KG,A型,天蝎座,,"演员,歌手",天娱传媒,《相爱穿梭千年》《不一样的美男子》《爱情公寓4》,王聃薇,https://image.ijq.tv/201503/30/15-16-18-68-8.jpg,images/15-16-18-68-8.jpg,易易紫,https://www.ijq.tv/mingxing/1610.html,https://image.ijq.tv/201503/30/15-16-18-68-8.jpg,易易紫的新浪微博
柏安,Vivian,"V哥,VV,大胃王,小张柏芝,王聃葳",汉族,内地,1991-1-24,四川,168CM,45KG,B型,水瓶座,四川音乐学院,"演员,歌手",,《爱你万缕千丝》《不一样的美男子》《世界上另一个我》,黄圣依,https://image.ijq.tv/201706/19/17-22-53-85-26.jpg,images/17-22-53-85-26.jpg,柏安,https://www.ijq.tv/mingxing/1609.html,https://image.ijq.tv/201706/19/17-22-53-85-26.jpg,柏安的新浪微博
彭艺博,,,汉族,内地,3-8,北京市,150CM,34KG,B型,白羊座,,演员,,《酷爸俏妈》,,https://image.ijq.tv/201503/30/14-26-47-31-14.png,images/14-26-47-31-14.png,彭艺博,https://www.ijq.tv/mingxing/1606.html,https://image.ijq.tv/201503/30/14-26-47-31-14.png,彭艺博的新浪微博
张政勇,Arm,,汉族,内地,1976-11-13,广州,182CM,80KG,A型,天蝎座,中央戏剧学院导演系,演员,,《隋唐英雄传》《小小飞虎队》,搭档侯京健,https://image.ijq.tv/201503/30/14-31-15-12-10.jpg,images/14-31-15-12-10.jpg,张政勇,https://www.ijq.tv/mingxing/1608.html,https://image.ijq.tv/201503/30/14-31-15-12-10.jpg,张政勇的新浪微博
邓安奇,,,汉族,内地,1984-3-30,长沙,176CM,64KG,B型,白羊座,音乐学院音乐剧,演员,,《时尚女编辑》《爱你万缕千丝》《激情跳水梦》,高云翔,https://image.ijq.tv/201503/30/14-19-51-30-8.jpg,images/14-19-51-30-8.jpg,邓安奇,https://www.ijq.tv/mingxing/1605.html,https://image.ijq.tv/201503/30/14-19-51-30-8.jpg,
郭家铭,Guojiaming,,汉族,内地,1984-6-25,黑龙江省哈尔滨市,182CM,65KG,A型,巨蟹座,中央戏剧学院表演专业,"演员,歌手",华谊兄弟,《新永不瞑目》《我自己的德意志》,搭档董洁 搭档徐百卉,https://image.ijq.tv/201503/30/13-44-51-84-10.jpg,images/13-44-51-84-10.jpg,郭家铭,https://www.ijq.tv/mingxing/1604.html,https://image.ijq.tv/201503/30/13-44-51-84-10.jpg,郭家铭的新浪微博
王钧赫,Eric,王尹,汉族,内地,1985-5-2,重庆,183CM,75KG,B型,金牛座,北京电影学院,演员,北京天马途腾国际文化传播有限公司,《隋唐演义》《亲情保卫战》《擒爱记》《生存密码》,搭档张倬闻,https://image.ijq.tv/201503/30/11-26-02-96-10.jpg,images/11-26-02-96-10.jpg,王钧赫,https://www.ijq.tv/mingxing/1603.html,https://image.ijq.tv/201503/30/11-26-02-96-10.jpg,王钧赫的新浪微博
刘俊孝,Liu Junxiao,刘一,满族,内地,1986-7-7,宁夏,185CM,80KG,O型,巨蟹座,四川师范大学电影电视学院,演员,寰亚演艺经纪,《兄弟们上》《0号刺杀》《我的抗战2》《向着炮火前进》,搭档刘思彤,https://image.ijq.tv/201503/30/10-51-36-81-10.jpg,images/10-51-36-81-10.jpg,刘俊孝,https://www.ijq.tv/mingxing/1602.html,https://image.ijq.tv/201503/30/10-51-36-81-10.jpg,刘俊孝的新浪微博
李好,DAVIDLEE,,汉族,内地,1980-10-5,湖南省永州市,177CM,64KG,AB型,天秤座,中国传媒大学,"演员,主持人",,《一站到底》《新恋爱时代》,配偶郭晓敏 搭档张纯烨,https://image.ijq.tv/201503/28/15-18-11-90-10.jpg,images/15-18-11-90-10.jpg,李好,https://www.ijq.tv/mingxing/1601.html,https://image.ijq.tv/201503/28/15-18-11-90-10.jpg,李好的新浪微博
王海地,Wang Hai Di,,汉族,内地,1969-5-18,山东,,70KG,A型,金牛座,上海戏剧学院,演员,,《向日葵圣经里的秘密》《向着幸福前进》,,https://image.ijq.tv/201503/28/14-24-15-52-12.jpg,images/14-24-15-52-12.jpg,王海地,https://www.ijq.tv/mingxing/1599.html,https://image.ijq.tv/201503/28/14-24-15-52-12.jpg,
褚栓忠,,,汉族,内地,1971-1-18,,178CM,68KG,B型,魔羯座,中央戏剧学院,演员,,《我和妈妈走长征》《马向阳下乡记》《离婚律师》,范明,https://image.ijq.tv/201503/28/14-32-44-77-8.jpg,images/14-32-44-77-8.jpg,褚栓忠,https://www.ijq.tv/mingxing/1600.html,https://image.ijq.tv/201503/28/14-32-44-77-8.jpg,褚栓忠的新浪微博
许娣,,小娣,汉族,内地,1958-7,北京市,166CM,56KG,A型,处女座,北京市戏曲学校,演员,,《大丈夫》《神话》,韩童生,https://image.ijq.tv/201609/20/16-38-08-48-26.jpg,images/16-38-08-48-26.jpg,许娣,https://www.ijq.tv/mingxing/1596.html,https://image.ijq.tv/201609/20/16-38-08-48-26.jpg,许娣的新浪微博
高明,高明,,汉族,内地,1942-1-28,昆明,172CM,64KG,B型,水瓶座,,演员,,《绝对权力》《于无声处》《岁月如金》,儿子高亮,https://image.ijq.tv/201503/28/14-03-15-59-8.jpg,images/14-03-15-59-8.jpg,高明,https://www.ijq.tv/mingxing/1598.html,https://image.ijq.tv/201503/28/14-03-15-59-8.jpg,
刘金山,,,汉族,内地,1963-12-18,北京市,174CM,89KG,B型,魔羯座,,演员,,《地下交通站》《小兵张嘎》《土楼里的女人》,斯琴高娃,https://image.ijq.tv/201503/28/13-28-50-72-8.jpg,images/13-28-50-72-8.jpg,刘金山,https://www.ijq.tv/mingxing/1595.html,https://image.ijq.tv/201503/28/13-28-50-72-8.jpg,
胡洋,Ocean,,满族,内地,1985-5-10,哈尔滨,178CM,68KG,A型,金牛座,中国戏曲学院,"演员,歌手",海润影视传媒,《英雄联盟》《向着幸福前进》,,https://image.ijq.tv/201503/28/11-41-41-12-12.jpg,images/11-41-41-12-12.jpg,胡洋,https://www.ijq.tv/mingxing/1594.html,https://image.ijq.tv/201503/28/11-41-41-12-12.jpg,
刘梓妍,Candy Liu,小馒头,汉族,内地,3-27,中国北京,178CM,44KG,A型,白羊座,中央戏剧学院,"演员,歌手",寰宇艺人管理有限公司,《巴黎假期》《阳光天使》《巾帼大将军》,搭档吴尊 搭档严屹宽 搭档谢霆锋,https://image.ijq.tv/201503/28/11-37-12-83-10.jpg,images/11-37-12-83-10.jpg,刘梓妍,https://www.ijq.tv/mingxing/1593.html,https://image.ijq.tv/201503/28/11-37-12-83-10.jpg,刘梓妍的新浪微博
温玄煜,Mini bin,迷你彬,汉族,内地,2006-12-28,台湾省新竹县宝山乡,150CM,25KG,O型,魔羯座,,演员,,《向着幸福前进》《星星知我心》,小小彬,https://image.ijq.tv/201503/28/11-10-29-84-12.jpg,images/11-10-29-84-12.jpg,温玄煜,https://www.ijq.tv/mingxing/1592.html,https://image.ijq.tv/201503/28/11-10-29-84-12.jpg,
王曼妮,vanessa,,,内地,1991-6-1,阳泉,167CM,47KG,A型,双子座,北京舞蹈学院,"演员,模特",,《迫在眉睫》,陈楚河,https://image.ijq.tv/201503/28/11-10-00-38-8.jpg,images/11-10-00-38-8.jpg,王曼妮,https://www.ijq.tv/mingxing/1591.html,https://image.ijq.tv/201503/28/11-10-00-38-8.jpg,王曼妮的新浪微博
郑晓宁,iaoning Zheng,,汉族,内地,1961-11-6,内蒙古赤峰市,177CM,73KG,O型,天蝎座,,演员,广西壮族自治区话剧团,《邓小平与李明瑞》《鹰击长空》《人命如天》,配偶林海海 搭档杨志刚 朋友王姬,https://image.ijq.tv/201503/28/10-57-07-56-10.jpg,images/10-57-07-56-10.jpg,郑晓宁,https://www.ijq.tv/mingxing/1590.html,https://image.ijq.tv/201503/28/10-57-07-56-10.jpg,
孙晨耀,Sunchenyao,,汉族,内地,1980-4-7,山西大同,183CM,73KG,O型,金牛座,上海戏剧学院,演员,优视传媒,《摧毁天使的微笑》《雪豹长白川》,搭档任天野 搭档文章,https://image.ijq.tv/201503/27/12-34-29-54-10.jpg,images/12-34-29-54-10.jpg,孙晨耀,https://www.ijq.tv/mingxing/1589.html,https://image.ijq.tv/201503/27/12-34-29-54-10.jpg,孙晨耀的新浪微博
李梦,vivien,,汉族,内地,10-11,湖南长沙,168CM,48KG,O型,天秤座,北京电影学院,演员,北京千易时代文化传媒有限公司,《天注定》《白鹿原》《万物生长 》,搭档姜武 搭档黄晓明 搭档张丰毅,https://image.ijq.tv/201503/27/11-34-51-96-10.jpg,images/11-34-51-96-10.jpg,李梦,https://www.ijq.tv/mingxing/1588.html,https://image.ijq.tv/201503/27/11-34-51-96-10.jpg,李梦的新浪微博
梁鸣,Liangming,,汉族,内地,1984-05-04,黑龙江省伊春市,180CM,70KG,B型,金牛座,中国传媒大学2002级表演专业,演员,北大星光集团,《谁说大象不能跳舞》《柠檬岁月》《同居密友》,搭档黄明,https://image.ijq.tv/201503/27/10-39-10-15-10.jpg,images/10-39-10-15-10.jpg,梁鸣,https://www.ijq.tv/mingxing/1587.html,https://image.ijq.tv/201503/27/10-39-10-15-10.jpg,梁鸣的新浪微博
郭明翔,Wilson,,汉族,内地,1984-7-16,,173CM,61KG,B型,巨蟹座,北京电影学院,演员,,《遍地狼烟》《迫在眉睫》《神探杨金邦》,陈楚河,https://image.ijq.tv/201503/26/16-03-10-68-8.jpg,images/16-03-10-68-8.jpg,郭明翔,https://www.ijq.tv/mingxing/1586.html,https://image.ijq.tv/201503/26/16-03-10-68-8.jpg,郭明翔的新浪微博
