中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
黄新皓,HsinHao,"皓哥哥,信号,Yellow,WiFi",汉族,内地,10-1,台湾省台北市,181CM,65KG,O型,天秤座,台北市华冈艺术学校|北京电影学院,演员,国韵文化,黄新皓的新浪微博,《花谢花飞花满天》《末法王座》《美味男女》《料理高校生》,林雪飘,https://image.ijq.tv/201708/30/10-24-15-54-26.jpg,images/10-24-15-54-26.jpg,黄新皓,https://www.ijq.tv/mingxing/15040597664598.html,https://image.ijq.tv/201708/30/10-24-15-54-26.jpg
林雪飘,,林莘晴,汉族,内地,1993-8-18,温州,168CM,42KG,AB型,巨蟹座,上海戏剧学院,演员,,林雪飘的新浪微博,《惊蛰》,杨烁,https://image.ijq.tv/201708/30/10-06-20-56-26.jpg,images/10-06-20-56-26.jpg,林雪飘,https://www.ijq.tv/mingxing/15040573164597.html,https://image.ijq.tv/201708/30/10-06-20-56-26.jpg
高茵,,,汉族,内地,7-9,山东青岛,167CM,48KG,A型,巨蟹座,中国传媒大学,演员,北大星光,高茵的新浪微博,《初见水晶湖》《重耳传》,,https://image.ijq.tv/201708/29/15-05-01-30-26.jpg,images/15-05-01-30-26.jpg,高茵,https://www.ijq.tv/mingxing/15039900424595.html,https://image.ijq.tv/201708/29/15-05-01-30-26.jpg
徐瑾,,,汉族,内地,12-7,江苏,168CM,45KG,A型,魔羯座,苏州大学,演员,嘉本盛开,徐瑾的新浪微博,《龟蜜日记》《电竞纪元之王者女友》,白宇,https://image.ijq.tv/201708/29/14-16-52-53-19.jpg,images/14-16-52-53-19.jpg,徐瑾,https://www.ijq.tv/mingxing/15039873934593.html,https://image.ijq.tv/201708/29/14-16-52-53-19.jpg
赵飞燕,lesley,赵菲,汉族,内地,12-23,河北省保定市,169CM,45KG,B型,,北京电影学院、河北师范大学,演员,,赵飞燕的新浪微博,《卫子夫》《画心师》,,https://image.ijq.tv/201708/29/14-27-41-43-26.jpg,images/14-27-41-43-26.jpg,赵飞燕,https://www.ijq.tv/mingxing/15039785314594.html,https://image.ijq.tv/201708/29/14-27-41-43-26.jpg
李思琪,Rachel,,汉族,内地,1996-6-25,北京,170CM,45KG,A型,巨蟹座,北京舞蹈学院附中歌舞系,演员,,李思琪的新浪微博,《大唐荣耀》《镇魂》,白宇,https://image.ijq.tv/201708/29/11-21-09-30-19.jpg,images/11-21-09-30-19.jpg,李思琪,https://www.ijq.tv/mingxing/15039768354592.html,https://image.ijq.tv/201708/29/11-21-09-30-19.jpg
赵文龙,Wenlong zhao,文龙,汉族,内地,1996-2-24,重庆市,178CM,60KG,AB型,双鱼座,中国戏曲学院,演员,光线传媒,赵文龙的新浪微博,《谁的青春不迷茫》《青茫》《雷雨》,白敬亭,https://image.ijq.tv/201708/29/10-58-49-98-26.jpg,images/10-58-49-98-26.jpg,赵文龙,https://www.ijq.tv/mingxing/15039744734591.html,https://image.ijq.tv/201708/29/10-58-49-98-26.jpg
吕艳,Monica,"艳艳,小燕子,小兔子",,内地,1990-5-29,辽宁省大连市,168CM,48KG,AB型,巨蟹座,解放军艺术学院,演员,,吕艳的新浪微博,《致我们单纯的小美好》,吕艳,https://image.ijq.tv/201708/28/14-35-52-54-26.jpg,images/14-35-52-54-26.jpg,吕艳,https://www.ijq.tv/mingxing/15039020264590.html,https://image.ijq.tv/201708/28/14-35-52-54-26.jpg
李艾瑾,,,汉族,内地,1992-7-8,云南昆明,164CM,41KG,A型,巨蟹座,北京现代音乐学院,"演员,歌手",,李艾瑾的新浪微博,《芈月传》《最后一张签证》《一团乱麻》,孙俪,https://image.ijq.tv/201708/28/14-14-35-70-19.jpg,images/14-14-35-70-19.jpg,李艾瑾,https://www.ijq.tv/mingxing/15039007974589.html,https://image.ijq.tv/201708/28/14-14-35-70-19.jpg
曾晓夏,Summer Zeng,,汉族,内地,1999-10-21,,163CM,42KG,AB型,天秤座,,"演员,模特",,曾晓夏的新浪微博,《金瓯》,,https://image.ijq.tv/201708/28/11-55-15-93-26.jpg,images/11-55-15-93-26.jpg,曾晓夏,https://www.ijq.tv/mingxing/15038915884588.html,https://image.ijq.tv/201708/28/11-55-15-93-26.jpg
郝帅,,,汉族,内地,1992-3-29,北京,182CM,65KG,A型,白羊座,中央戏剧学院,演员,海宁东仑艺人经纪有限公司,郝帅的新浪微博,《夜天子》《智取威虎山》,宋祖儿,https://image.ijq.tv/201708/28/10-44-42-83-19.jpg,images/10-44-42-83-19.jpg,郝帅,https://www.ijq.tv/mingxing/15038882464587.html,https://image.ijq.tv/201708/28/10-44-42-83-19.jpg
邵雪聪,,,汉族,内地,1996-8-28,河北省石家庄市,165CM,45KG,B型,处女座,,"演员,歌手",上海久尚演艺经纪有限公司,邵雪聪的新浪微博,《源动力》《梅洛斯之路》《盛夏好声音》《梦想岛》,鞠婧祎,https://image.ijq.tv/201708/26/14-17-09-56-19.jpg,images/14-17-09-56-19.jpg,邵雪聪,https://www.ijq.tv/mingxing/15037281804586.html,https://image.ijq.tv/201708/26/14-17-09-56-19.jpg
张可盈,,可可,汉族,内地,1997-7-20,吉林长春,168CM,45KG,A型,巨蟹座,中央戏剧学院,演员,,张可盈的新浪微博,《夏日甜心》《一年级毕业季》,张凯丽,https://image.ijq.tv/201708/25/16-58-00-97-19.jpg,images/16-58-00-97-19.jpg,张可盈,https://www.ijq.tv/mingxing/15036514634585.html,https://image.ijq.tv/201708/25/16-58-00-97-19.jpg
蔡荣,,荣儿,汉族,内地,1996-10-1,深圳,186CM,74KG,AB型,天秤座,西南大学,演员,北京万合天宜影视文化有限公司,蔡荣的新浪微博,《召唤师》《调香师》《我来也》,,https://image.ijq.tv/201708/25/09-53-28-66-26.jpg,images/09-53-28-66-26.jpg,蔡荣,https://www.ijq.tv/mingxing/15036259504584.html,https://image.ijq.tv/201708/25/09-53-28-66-26.jpg
曹明悦,CaoMingyue,,汉族,内地,1995-11-21,新疆乌鲁木齐,170CM,45KG,A型,天蝎座,西南财经大学天府学院,"演员,模特",果然娱乐签约艺人,曹明悦的新浪微博,《蜀山战纪2踏火行歌》《非常Y星人》,宋仲基,https://image.ijq.tv/201708/24/16-33-59-11-19.jpg,images/16-33-59-11-19.jpg,曹明悦,https://www.ijq.tv/mingxing/15035635804583.html,https://image.ijq.tv/201708/24/16-33-59-11-19.jpg
黄玥程,,叶萌,汉族,内地,3-14,上海,168CM,45KG,O型,,Temple University|上海戏剧学院,演员,,黄玥程的新浪微博,《勇者》,安悦溪,https://image.ijq.tv/201708/24/15-28-20-82-26.jpg,images/15-28-20-82-26.jpg,黄玥程,https://www.ijq.tv/mingxing/15035585434582.html,https://image.ijq.tv/201708/24/15-28-20-82-26.jpg
许之糯,,"于洪军,许诺",汉族,内地,1985-10-25,黑龙江省佳木斯市桦南县,178CM,62KG,A型,天蝎座,沈阳音乐学院,"演员,歌手",鑫淼叁艺影视文化发展（北京）有限公司,许之糯的新浪微博,《爱你比永远多一天》《某月某日》《一个人不能决定两个人的未来》,孙俪 何乙轩,https://image.ijq.tv/201708/24/15-01-54-71-19.jpg,images/15-01-54-71-19.jpg,许之糯,https://www.ijq.tv/mingxing/15035580884581.html,https://image.ijq.tv/201708/24/15-01-54-71-19.jpg
袁昊,,,汉族,内地,10-10,北京,183CM,70KG,AB型,天秤座,北京电影学院,演员,,袁昊的新浪微博,《战时我们正年少》《非常Y星人》,强川,https://image.ijq.tv/201708/24/11-13-36-53-19.jpg,images/11-13-36-53-19.jpg,袁昊,https://www.ijq.tv/mingxing/15035443824580.html,https://image.ijq.tv/201708/24/11-13-36-53-19.jpg
