中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
高晓菲,Sophie,晓菲,汉族,内地,6-24,北京,167CM,47KG,B型,巨蟹座,中央戏剧学院,演员,北京国立常升影视公司,《爱情最美丽》《马向阳下乡记》《半路父子》,,https://image.ijq.tv/201504/22/13-41-03-81-12.jpg,images/13-41-03-81-12.jpg,高晓菲,https://www.ijq.tv/mingxing/1949.html,https://image.ijq.tv/201504/22/13-41-03-81-12.jpg,
郭振迦,,,汉族,内地,1985-02-22,内蒙古自治区,179CM,65KG,B型,处女座,中国戏曲学院导演系影视表演专业,演员,北京国立常升影视公司,《马向阳下乡记》《半路父子》,,https://image.ijq.tv/201504/22/13-29-50-69-12.jpg,images/13-29-50-69-12.jpg,郭振迦,https://www.ijq.tv/mingxing/1946.html,https://image.ijq.tv/201504/22/13-29-50-69-12.jpg,郭振迦的新浪微博
汪亚朝,Roy,"汪汐潮,汪少,朝朝",汉族,内地,1990-7-22,安徽巢湖,183CM,68KG,A型,巨蟹座,北京中视影校,演员,,《狄仁杰之神都龙王》《大魔术师》,搭档何晟铭,https://image.ijq.tv/201504/22/13-27-58-89-10.jpg,images/13-27-58-89-10.jpg,汪亚朝,https://www.ijq.tv/mingxing/1948.html,https://image.ijq.tv/201504/22/13-27-58-89-10.jpg,汪亚朝的新浪微博
张梓烈,zhangzilie,"张毅,张义,张艺",汉族,内地,1-1,江苏徐州,183CM,75KG,A型,魔羯座,北京电影学院,演员,颁德传媒集团,《姥爷的抗战》《独立连》《咏春传奇》,搭档王学圻 搭档蒋勤勤,https://image.ijq.tv/201504/22/12-52-03-47-10.jpg,images/12-52-03-47-10.jpg,张梓烈,https://www.ijq.tv/mingxing/1945.html,https://image.ijq.tv/201504/22/12-52-03-47-10.jpg,张梓烈的新浪微博
李昊臻,,昊臻,汉族,内地,1982-6-28,中国山西太原,183CM,65KG,A型,双鱼座,北京电影学院表演学院,演员,北京国立常升影视文化公司,《半路父子》,张国立,https://image.ijq.tv/201504/22/11-56-36-74-12.jpg,images/11-56-36-74-12.jpg,李昊臻,https://www.ijq.tv/mingxing/1943.html,https://image.ijq.tv/201504/22/11-56-36-74-12.jpg,李昊臻的新浪微博
娄宇健,Low Yujian,,汉族,内地,1979-11-30,浙江,178CM,65KG,O型,射手座,上海戏剧学院,演员,,《荀慧生》《信者无敌》,搭档何晟铭 搭档翟天临,https://image.ijq.tv/201504/22/11-17-45-60-10.jpg,images/11-17-45-60-10.jpg,娄宇健,https://www.ijq.tv/mingxing/1942.html,https://image.ijq.tv/201504/22/11-17-45-60-10.jpg,娄宇健的新浪微博
毛毅,Mao Yi,"毛毛,小毛子,小孩,孩儿,二哥",汉族,内地,1986-1-27,青岛,183CM,72KG,AB型,魔羯座,中央戏剧学院,演员,,《小镇大法官》《如锦》《野鸭子》,王思懿 董维嘉,https://image.ijq.tv/201504/22/11-38-09-34-8.jpg,images/11-38-09-34-8.jpg,毛毅,https://www.ijq.tv/mingxing/1941.html,https://image.ijq.tv/201504/22/11-38-09-34-8.jpg,毛毅的新浪微博
杨迪,,"羌族小煞,表情帝",羌族,内地,1986-4-26,四川汶川,173CM,55KG,O型,金牛座,四川师范大学,演员,,《西游降魔篇》《万物生长》,,https://image.ijq.tv/201805/04/14-27-09-50-10.jpg,images/14-27-09-50-10.jpg,杨迪,https://www.ijq.tv/mingxing/1940.html,https://image.ijq.tv/201805/04/14-27-09-50-10.jpg,杨迪的新浪微博
闪嘉晨,,,回族,内地,,陕西,165CM,44KG,AB型,巨蟹座,北京电影学院表演系,"演员,歌手",,《我是特种兵之火凤凰》《哭笑不得》《战狼》,搭档古巨基,https://image.ijq.tv/201504/22/10-49-01-17-11.jpg,images/10-49-01-17-11.jpg,闪嘉晨,https://www.ijq.tv/mingxing/1938.html,https://image.ijq.tv/201504/22/10-49-01-17-11.jpg,闪嘉晨的新浪微博
赵阳,Zhaoyang,,汉族,内地,1976-9-11,北京,177CM,65KG,O型,处女座,上海戏剧学院表演系,演员,中国国家话剧院,《少年包青天3》《沧海情仇》《情定北非》,搭档邓超,https://image.ijq.tv/201504/22/10-46-48-49-10.jpg,images/10-46-48-49-10.jpg,赵阳,https://www.ijq.tv/mingxing/1939.html,https://image.ijq.tv/201504/22/10-46-48-49-10.jpg,赵阳的新浪微博
邓紫衣,,,汉族,内地,1985-1-1,湖南益阳,164CM,48KG,B型,双子座,,"演员,歌手",北京春秋时代文化有限公司,《战狼》《午夜出租车》,,https://image.ijq.tv/201504/22/10-40-02-87-14.png,images/10-40-02-87-14.png,邓紫衣,https://www.ijq.tv/mingxing/1937.html,https://image.ijq.tv/201504/22/10-40-02-87-14.png,
龚洁,,,汉族,内地,9-27,,164CM,47KG,A型,处女座,上海戏剧学院,演员,,《英雄曹操》,,https://image.ijq.tv/201504/22/10-26-57-35-14.png,images/10-26-57-35-14.png,龚洁,https://www.ijq.tv/mingxing/1936.html,https://image.ijq.tv/201504/22/10-26-57-35-14.png,
吴京,Jason Wu,,满族,内地,1974-4-3,北京,175CM,80KG,A型,金牛座,北京体育大学,"演员,电影人",音华娱乐,《战狼》《狼牙》《少林武王》《小李飞刀》《太极宗师》《我是特种兵2》,妻子谢楠 好友徐佳 搭档周晓鸥 搭档余男,https://image.ijq.tv/201607/15/16-39-24-64-28.jpg,images/16-39-24-64-28.jpg,吴京,https://www.ijq.tv/mingxing/1935.html,https://image.ijq.tv/201607/15/16-39-24-64-28.jpg,吴京的新浪微博
李颖,,,汉族,内地,1968-4-15,上海,170CM,54KG,,白羊座,上海戏剧学院,"演员,模特",,《三毛从军记》《美丽的秘密》《孽债》《一起来看流星雨》,何润东,https://image.ijq.tv/201504/22/10-16-18-21-14.png,images/10-16-18-21-14.png,李颖,https://www.ijq.tv/mingxing/1934.html,https://image.ijq.tv/201504/22/10-16-18-21-14.png,李颖的新浪微博
文佳煐,문가영 |Moon Ga Young,文佳英,朝鲜族,内地,1996-7-10,德国卡尔斯鲁厄,169CM,46KG,,巨蟹座,丰文女子高中,"演员,歌手",,《你为我着迷》《杀人漫画》《王家一家人》《Mimi》,,https://image.ijq.tv/201504/21/16-32-06-80-16.jpg,images/16-32-06-80-16.jpg,文佳煐,https://www.ijq.tv/mingxing/1932.html,https://image.ijq.tv/201504/21/16-32-06-80-16.jpg,
丁海峰,HaiFeng·Ding,,汉族,内地,1969-9-25,吉林市,182CM,78KG,A型,天秤座,吉林艺术学院,演员,,《水浒传》《葵花劫》《父亲》《将门风云》,搭档何洁 搭档修庆,https://image.ijq.tv/201504/21/16-21-12-18-10.jpg,images/16-21-12-18-10.jpg,丁海峰,https://www.ijq.tv/mingxing/1933.html,https://image.ijq.tv/201504/21/16-21-12-18-10.jpg,丁海峰的新浪微博
段博文,,博文,汉族,内地,1987-4-14,四川成都,177CM,64KG,AB型,白羊座,北京舞蹈学院,演员,,《十三棵泡桐》《左耳》《万有引力》《有种》,,https://image.ijq.tv/201504/21/16-25-37-14-14.png,images/16-25-37-14-14.png,段博文,https://www.ijq.tv/mingxing/1931.html,https://image.ijq.tv/201504/21/16-25-37-14-14.png,
都暻秀,도경수|Doh Kyungsoo|D.O.,"都迪欧,Dyo,眼白富翁,江宇,泰英",朝鲜族,内地,1993-1-12,韩国京畿道日山,174CM,53KG,A型,,日山白石高中,"演员,歌手",S.M.Entertainment,《Tell》《me》《what》《is》《love，Goodbye》《没关系，是爱情啊》,好友金厉旭 好友任炫植 团体EXO 团体EXO-K 搭档赵寅成,https://image.ijq.tv/201504/21/16-07-23-51-16.jpg,images/16-07-23-51-16.jpg,都暻秀,https://www.ijq.tv/mingxing/1930.html,https://image.ijq.tv/201504/21/16-07-23-51-16.jpg,
修庆,Xiuqing,,汉族,内地,1969-4-11,河南,180CM,75KG,AB型,白羊座,河南戏剧学院,演员,,《水浒传》《大旗英雄传》《天龙八部》,搭档刘亦菲 搭档胡军,https://image.ijq.tv/201504/21/15-45-15-56-10.jpg,images/15-45-15-56-10.jpg,修庆,https://www.ijq.tv/mingxing/1929.html,https://image.ijq.tv/201504/21/15-45-15-56-10.jpg,修庆的新浪微博
唐治平,Tangzhiping,,汉族,内地,1978-6-6,泰国,185CM,75KG,O型,狮子座,中国技术学院,演员,,《花样少年少女》《新不了情》《密室不可逃脱》《四大名捕》,搭档朱雨辰,https://image.ijq.tv/201504/21/15-10-25-64-10.jpg,images/15-10-25-64-10.jpg,唐治平,https://www.ijq.tv/mingxing/1928.html,https://image.ijq.tv/201504/21/15-10-25-64-10.jpg,唐治平的新浪微博
孟瑶,,孟尧,汉族,内地,1985-6-13,山西大同,162CM,50KG,A型,双子座,北京舞蹈学院,演员,,《风云天地》,搭档汪明荃,https://image.ijq.tv/201504/21/14-34-19-90-12.jpg,images/14-34-19-90-12.jpg,孟瑶,https://www.ijq.tv/mingxing/1927.html,https://image.ijq.tv/201504/21/14-34-19-90-12.jpg,
萧正楠,Edwin siu,萧锦麟,汉族,内地,1977-3-23,中国香港,180CM,68KG,O型,白羊座,香港城市大学计算机系,演员,TVB,《风云天地》,何傲芝 陈展鹏,https://image.ijq.tv/201504/21/11-55-28-68-12.jpg,images/11-55-28-68-12.jpg,萧正楠,https://www.ijq.tv/mingxing/1924.html,https://image.ijq.tv/201504/21/11-55-28-68-12.jpg,萧正楠的新浪微博
孟瑶,mengyao,,汉族,内地,1985-6-13,大同,168CM,48KG,A型,双子座,北京舞蹈学院,演员,,《我的老婆是赌圣》《金钱帝国》《风云天地》,搭档汪明荃,https://image.ijq.tv/201504/21/13-59-57-63-8.jpg,images/13-59-57-63-8.jpg,孟瑶,https://www.ijq.tv/mingxing/1926.html,https://image.ijq.tv/201504/21/13-59-57-63-8.jpg,孟瑶的新浪微博
王子子,Wangzizi,,汉族,内地,1988-2-1,山东威海,170CM,50KG,AB型,水瓶座,北京电影学院|解放军艺术学院,演员,北京博纳演艺,《红娘子》《一起飞》《刺夜》《十月围城》,,https://image.ijq.tv/201504/21/11-49-53-56-10.jpg,images/11-49-53-56-10.jpg,王子子,https://www.ijq.tv/mingxing/1925.html,https://image.ijq.tv/201504/21/11-49-53-56-10.jpg,王子子的新浪微博
朱晨丽,Rebecca,Morning朱,汉族,内地,1987-12-2,苏州,168CM,47KG,B型,射手座,香港演艺学院,"演员,模特",,《冲上云霄2》《澳门风云2》,,https://image.ijq.tv/201504/21/11-52-59-35-14.png,images/11-52-59-35-14.png,朱晨丽,https://www.ijq.tv/mingxing/1923.html,https://image.ijq.tv/201504/21/11-52-59-35-14.png,
