中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
李君峰,,,汉族,内地,1975-9-6,鹤壁,180CM,75KG,,处女座,上海戏剧学院表演系,演员,,李君峰的新浪微博,《芈月传》《大营救》《虎头要塞》《一马三司令》《戈壁母亲》,杨烁 张璇 吴其江,https://image.ijq.tv/201909/09/11-41-15-23-47.png,images/11-41-15-23-47.png,李君峰,https://www.ijq.tv/mingxing/15680004456495.html,https://image.ijq.tv/201909/09/11-41-15-23-47.png
黄湘丽,Huang Xiang Li,,汉族,内地,,,165CM,45KG,,,中央戏剧学院,演员,,黄湘丽的新浪微博,《伊万诺夫》《兰心大剧院》《一个陌生女人的来信》《恋爱的犀牛》,巩俐 赵又廷,https://image.ijq.tv/201909/09/10-51-22-34-47.png,images/10-51-22-34-47.png,黄湘丽,https://www.ijq.tv/mingxing/15679974406493.html,https://image.ijq.tv/201909/09/10-51-22-34-47.png
喻卓君,,,汉族,内地,1998,郴州,168CM,45KG,,,北京电影学院,演员,,喻卓君的新浪微博,,杨诗倩 朱婷 关晓彤,https://image.ijq.tv/201909/06/17-49-30-20-47.png,images/17-49-30-20-47.png,喻卓君,https://www.ijq.tv/mingxing/15677633516489.html,https://image.ijq.tv/201909/06/17-49-30-20-47.png
王晨艺,Even Wong,晨晨、晨艺、王老师,汉族,内地,1998-9-22,河南,178CM,60KG,,处女座,,演员,,王晨艺的新浪微博,《创造营2019》《EVENWONG》《夜空彩虹》,周震南 何洛洛 焉栩嘉,https://image.ijq.tv/201909/06/17-46-52-26-46.jpg,images/17-46-52-26-46.jpg,王晨艺,https://www.ijq.tv/mingxing/15677631666488.html,https://image.ijq.tv/201909/06/17-46-52-26-46.jpg
李珊颉,,,汉族,内地,,济南,171CM,45KG,,,,"演员,模特",华谊(集团)公司|上海慈文影業,李珊颉的新浪微博,,,https://image.ijq.tv/201909/06/17-28-38-37-47.png,images/17-28-38-37-47.png,李珊颉,https://www.ijq.tv/mingxing/15677619976487.html,https://image.ijq.tv/201909/06/17-28-38-37-47.png
张艺嬴,,,汉族,内地,1997-9-18,沈阳,171CM,45KG,,处女座,北京电影学院,演员,,张艺嬴的新浪微博,《锦衣之下》,关晓彤 任嘉伦 谭松韵 韩栋,https://image.ijq.tv/201909/06/16-58-39-82-47.png,images/16-58-39-82-47.png,张艺嬴,https://www.ijq.tv/mingxing/15677602896485.html,https://image.ijq.tv/201909/06/16-58-39-82-47.png
王义钦,,,汉族,内地,1986-4,北京,180CM,72KG,,白羊座,首都师范大学,演员,,王义钦的新浪微博,,张桐 杨子姗,https://image.ijq.tv/201909/06/16-38-02-59-46.jpg,images/16-38-02-59-46.jpg,王义钦,https://www.ijq.tv/mingxing/15677590756486.html,https://image.ijq.tv/201909/06/16-38-02-59-46.jpg
美克丽亚·麦吉丁,,,维吾尔族,内地,2000-1-14,乌鲁木齐,169CM,48KG,,魔羯座,北京电影学院,演员,,美克丽亚·麦吉丁的新浪微博,,关晓彤 吕晓萌 李博洋,https://image.ijq.tv/201909/06/16-37-57-27-47.png,images/16-37-57-27-47.png,美克丽亚·麦吉丁,https://www.ijq.tv/mingxing/15677587446484.html,https://image.ijq.tv/201909/06/16-37-57-27-47.png
魏晓东,,,汉族,内地,1989-8-2,吉林长春,183CM,70KG,,狮子座,,演员,,魏晓东的新浪微博,《我是路人甲》,何润东,https://image.ijq.tv/201909/06/15-59-50-36-46.jpg,images/15-59-50-36-46.jpg,魏晓东,https://www.ijq.tv/mingxing/15677567736483.html,https://image.ijq.tv/201909/06/15-59-50-36-46.jpg
吕晓萌,,,汉族,内地,1998-10-22,徐州,170CM,46KG,,天蝎座,北京电影学院,演员,,吕晓萌的新浪微博,,关晓彤,https://image.ijq.tv/201909/06/15-53-26-95-47.png,images/15-53-26-95-47.png,吕晓萌,https://www.ijq.tv/mingxing/15677558696482.html,https://image.ijq.tv/201909/06/15-53-26-95-47.png
