中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
罗秋韵,Wendy,,汉族,内地,1997-11-9,重庆,168CM,45KG,B型,射手座,中央戏剧学院,演员,,罗秋韵的新浪微博,,刘昊然,https://image.ijq.tv/201802/27/11-21-24-33-26.jpg,images/11-21-24-33-26.jpg,罗秋韵,https://www.ijq.tv/mingxing/15197014755123.html,https://image.ijq.tv/201802/27/11-21-24-33-26.jpg
金楷杰,,,汉族,内地,1983-8-10,香港,180CM,65KG,A型,巨蟹座,香港演艺学院,演员,俊鼎东仑（北京）传媒有限公司,金楷杰的新浪微博,《特工皇妃楚乔传》《回到明朝当王爷之杨凌传》,赵丽颖,https://image.ijq.tv/201802/26/14-51-10-34-39.jpg,images/14-51-10-34-39.jpg,金楷杰,https://www.ijq.tv/mingxing/15196277905122.html,https://image.ijq.tv/201802/26/14-51-10-34-39.jpg
姜卓君,,,汉族,内地,1995-11-29,北京,175CM,50KG,A型,巨蟹座,,演员,,姜卓君的新浪微博,《新笑傲江湖》,丁冠森,https://image.ijq.tv/201802/26/14-31-07-48-39.jpg,images/14-31-07-48-39.jpg,姜卓君,https://www.ijq.tv/mingxing/15196266235121.html,https://image.ijq.tv/201802/26/14-31-07-48-39.jpg
董昕赟,,,汉族,内地,1993-1-22,,168CM,45KG,B型,金牛座,,演员,,董昕赟的新浪微博,《桃花源战纪》《一树桃花开》《盛先生的花儿》,,https://image.ijq.tv/201802/26/10-23-25-60-26.jpg,images/10-23-25-60-26.jpg,董昕赟,https://www.ijq.tv/mingxing/15196116625120.html,https://image.ijq.tv/201802/26/10-23-25-60-26.jpg
何雨虹,lris,,汉族,内地,1996-5-2,,168CM,45KG,B型,金牛座,中国戏剧学院,演员,,何雨虹的新浪微博,《最美的青春》,刘智扬,https://image.ijq.tv/201802/24/11-24-20-78-26.jpg,images/11-24-20-78-26.jpg,何雨虹,https://www.ijq.tv/mingxing/15194425905119.html,https://image.ijq.tv/201802/24/11-24-20-78-26.jpg
杨亭,,,汉族,内地,2-13,,168CM,45KG,B型,双鱼座,,演员,,杨亭的新浪微博,《利刃出击》,牟星,https://image.ijq.tv/201802/24/10-23-26-55-26.jpg,images/10-23-26-55-26.jpg,杨亭,https://www.ijq.tv/mingxing/15194389275118.html,https://image.ijq.tv/201802/24/10-23-26-55-26.jpg
姜星呈,,,汉族,内地,1994-10-13,山东,168CM,45KG,AB型,天秤座,中央戏剧学院,演员,,姜星呈的新浪微博,《翻滚吧姐妹》,,https://image.ijq.tv/201802/22/13-57-06-72-26.jpg,images/13-57-06-72-26.jpg,姜星呈,https://www.ijq.tv/mingxing/15192789865115.html,https://image.ijq.tv/201802/22/13-57-06-72-26.jpg
叶子诚,,,汉族,内地,1997-11-17,北京,176CM,60KG,A型,巨蟹座,,演员,,叶子诚的新浪微博,《二分之一美少年》《问题餐厅》,焦俊艳,https://image.ijq.tv/201802/22/11-48-23-33-39.jpg,images/11-48-23-33-39.jpg,叶子诚,https://www.ijq.tv/mingxing/15192712055116.html,https://image.ijq.tv/201802/22/11-48-23-33-39.jpg
安紫依,,,汉族,内地,2000-2-21,北京,173CM,50KG,A型,白羊座,,演员,北京萌样影视,安紫依的新浪微博,《流星花园》,,https://image.ijq.tv/201802/22/10-42-57-27-39.jpg,images/10-42-57-27-39.jpg,安紫依,https://www.ijq.tv/mingxing/15192673215114.html,https://image.ijq.tv/201802/22/10-42-57-27-39.jpg
赵城宇,,,汉族,内地,1992-12-7,北京,183CM,65KG,A型,白羊座,,演员,蓝天下传媒,赵城宇的新浪微博,《高能医少》,,https://image.ijq.tv/201802/21/14-37-01-59-39.jpg,images/14-37-01-59-39.jpg,赵城宇,https://www.ijq.tv/mingxing/15191949715113.html,https://image.ijq.tv/201802/21/14-37-01-59-39.jpg
杜憬仪,,,汉族,内地,1995-2-21,山东青岛,170CM,45KG,A型,狮子座,北京电影学院,演员,华谊兄弟,杜憬仪的新浪微博,《十五岁的笑脸》,徐帆,https://image.ijq.tv/201802/21/14-08-08-68-39.jpg,images/14-08-08-68-39.jpg,杜憬仪,https://www.ijq.tv/mingxing/15191932375112.html,https://image.ijq.tv/201802/21/14-08-08-68-39.jpg
陈雅斓,,,汉族,内地,,北京,168CM,45KG,AB型,巨蟹座,,演员,华谊兄弟传媒股份有限公司,陈雅斓的新浪微博,《克拉恋人》,,https://image.ijq.tv/201802/10/11-07-15-81-26.jpg,images/11-07-15-81-26.jpg,陈雅斓,https://www.ijq.tv/mingxing/15182305665111.html,https://image.ijq.tv/201802/10/11-07-15-81-26.jpg
