中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
陈道明,Chen Daoming,,汉族,内地,1955-4-26,天津,178CM,65KG,O型,,中央戏剧学院,演员,北京拾捌文化经纪有限公司,《末代皇帝》《围城》《康熙王朝》《我的1919》《我的前半生》,许晴,https://image.ijq.tv/201911/26/10-49-59-23-46.jpg,images/10-49-59-23-46.jpg,陈道明,https://www.ijq.tv/mingxing/165.html,https://image.ijq.tv/201911/26/10-49-59-23-46.jpg,
许晴,SUMMER QING,,布依族,内地,1969-1-22,北京市大兴区,168CM,50KG,B型,水瓶座,北京电影学院,演员,许晴工作室,《妈妈像花儿一样》《边走边唱》《皇城根儿》《东边日出西边雨》《笑傲江湖》,佟大为,https://image.ijq.tv/201911/27/14-52-17-33-46.jpg,images/14-52-17-33-46.jpg,许晴,https://www.ijq.tv/mingxing/164.html,https://image.ijq.tv/201911/27/14-52-17-33-46.jpg,
佟大为,David,大先生,满族,内地,1979-2-3,辽宁省抚顺市新抚区,180CM,70KG,B型,水瓶座,上海戏剧学院表演系,演员,佟大为工作室,《我的宝贝》《奋斗》,黄晓明 马伊琍 关悦 文章,https://image.ijq.tv/201503/17/13-51-28-58-12.jpg,images/13-51-28-58-12.jpg,佟大为,https://www.ijq.tv/mingxing/163.html,https://image.ijq.tv/201503/17/13-51-28-58-12.jpg,佟大为的新浪微博
张俪,Zhang Li,,汉族,内地,1984-6-8,桂林,169CM,48KG,AB型,双子座,中央戏剧学院,"演员,模特",北京鑫宝源影视投资有限公司,《青年医生》《面具背后》《北京青年》《钱多多嫁人记》《上古情歌》,孙红雷 王子文,https://image.ijq.tv/201611/29/16-38-43-54-34.jpg,images/16-38-43-54-34.jpg,张俪,https://www.ijq.tv/mingxing/162.html,https://image.ijq.tv/201611/29/16-38-43-54-34.jpg,张俪的新浪微博
何晟铭,Mickey,"何敏,何味奇",汉族,内地,1975-7-9,湖北仙桃,176CM,65KG,A型,巨蟹座,北京电影学院,"演员,歌手",何晟铭工作室,《美人心计》《宫锁珠帘》《幸福双黄线》,,https://image.ijq.tv/201407/29/17-01-52-70-10.jpg,images/17-01-52-70-10.jpg,何晟铭,https://www.ijq.tv/mingxing/161.html,https://image.ijq.tv/201407/29/17-01-52-70-10.jpg,
袁弘,Justin,袁丁,汉族,内地,1982-8-23,武汉,181CM,65KG,B型,处女座,上海戏剧学院,演员,上海剧合影视文化有限公司,《上书房》《天地民心》《射雕英雄传》《步步惊心》,张歆艺 胡歌,https://image.ijq.tv/201407/29/14-29-32-94-10.jpg,images/14-29-32-94-10.jpg,袁弘,https://www.ijq.tv/mingxing/159.html,https://image.ijq.tv/201407/29/14-29-32-94-10.jpg,
林更新,Kenny,"小新,林灭灭,正太",汉族,内地,1988-2-13,沈阳,186CM,75KG,B型,水瓶座,上海戏剧学院07级表演系本科班,演员,坤杰影视传媒有限公司,《同桌的你》《狄仁杰之神都龙王》《舞乐传奇》《步步惊心》,赵又廷,https://image.ijq.tv/201503/24/14-09-37-20-10.jpg,images/14-09-37-20-10.jpg,林更新,https://www.ijq.tv/mingxing/156.html,https://image.ijq.tv/201503/24/14-09-37-20-10.jpg,林更新的新浪微博
徐百卉,Xu Baihui,徐雅琪,汉族,内地,1983-08-03,长春,168CM,48KG,B型,狮子座,中央戏剧学院,演员,,《大好时光》《金陵十三钗》,李一桐,https://image.ijq.tv/201504/14/10-58-41-43-11.jpg,images/10-58-41-43-11.jpg,徐百卉,https://www.ijq.tv/mingxing/154.html,https://image.ijq.tv/201504/14/10-58-41-43-11.jpg,徐百卉的新浪微博
张卫健,Dicky Cheung,"健仔,阿Dick,Killer WaiKin",汉族,内地,1965-2-8,香港,170CM,70KG,O型,水瓶座,St.FrancaisXaviasCollege,"演员,歌手",北京多乐思文化传媒有限公司,《大帅哥》《少年英雄方世玉》《隋唐英雄》《A计划》《少年张三丰》,张茜,https://image.ijq.tv/201501/27/15-03-37-17-12.jpg,images/15-03-37-17-12.jpg,张卫健,https://www.ijq.tv/mingxing/153.html,https://image.ijq.tv/201501/27/15-03-37-17-12.jpg,张卫健的新浪微博
王菲,Faye Wong,王靖雯,汉族,内地,1969-8-8,北京市东城区,174CM,50KG,O型,,北京市东直门中学,"演员,歌手",银鱼音乐,《天空》《红豆》《我愿意》《流年》《催眠》,谢霆锋 窦唯 赵薇,https://image.ijq.tv/201407/28/14-56-50-61-14.jpg,images/14-56-50-61-14.jpg,王菲,https://www.ijq.tv/mingxing/149.html,https://image.ijq.tv/201407/28/14-56-50-61-14.jpg,
