中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
马文龙,,,回族,内地,1982-2-8,辽宁省丹东市,182CM,75KG,,水瓶座,北京电影学院,演员,欢瑞世纪影视传媒股份有限公司,《神话》《宫锁心玉》《怒海雄心》《大丫鬟》,密友何晟铭 密友余少群 密友黄海冰,https://image.ijq.tv/201412/26/14-09-36-72-14.jpg,images/14-09-36-72-14.jpg,马文龙,https://www.ijq.tv/mingxing/813.html,https://image.ijq.tv/201412/26/14-09-36-72-14.jpg,
战菁一,Zhan Jingyi,,汉族,内地,3-17,北京,166CM,48KG,B型,双鱼座,中央戏剧学院,演员,成都军区政治部战旗歌舞团,《甄嬛传》《我的兄弟叫顺溜》《医者仁心》《网球王子》,张钧涵 韩雯雯,https://image.ijq.tv/201503/07/16-39-09-47-10.jpg,images/16-39-09-47-10.jpg,战菁一,https://www.ijq.tv/mingxing/814.html,https://image.ijq.tv/201503/07/16-39-09-47-10.jpg,战菁一的新浪微博
吴辰君,Annie Wu,,汉族,内地,1978-8-21,中国台湾,168CM,50KG,B型,金牛座,华岗艺校,"演员,歌手",博纳演艺经纪公司,《遇见王沥川》,,https://image.ijq.tv/201607/18/16-07-57-44-25.png,images/16-07-57-44-25.png,吴辰君,https://www.ijq.tv/mingxing/810.html,https://image.ijq.tv/201607/18/16-07-57-44-25.png,
陈雅丽,Allie Chan,,汉族,内地,10-23,中国香港,165CM,48KG,O型,天秤座,香港树仁大学,"演员,其他",星皓电影,《爱情公寓4》《潘多拉的宝剑》《4B青年之4楼B座》,,https://image.ijq.tv/201412/26/13-32-29-26-14.jpg,images/13-32-29-26-14.jpg,陈雅丽,https://www.ijq.tv/mingxing/809.html,https://image.ijq.tv/201412/26/13-32-29-26-14.jpg,陈雅丽的新浪微博
黄轩,,,汉族,内地,1985-3-3,甘肃省兰州市红古区,177CM,60KG,B型,双鱼座,北京舞蹈学院音乐剧系,演员,北京千易时代文化传媒有限公司,《创业时代》《女医·明妃传》《芈月传》《好想听你说爱我》,搭档周迅 搭档王珞丹 搭档汤唯,https://image.ijq.tv/201912/10/16-34-23-49-46.jpg,images/16-34-23-49-46.jpg,黄轩,https://www.ijq.tv/mingxing/807.html,https://image.ijq.tv/201912/10/16-34-23-49-46.jpg,黄轩的新浪微博
韩雯雯,Vivien,,汉族,内地,1982-4-11,大连,170CM,50KG,B型,双子座,北京电影学院,演员,北京鑫源逸海文化传媒旗下艺人,《激情燃烧的岁月2》《中国兄弟连》《有种》《生死相依》,杨烁 朱孝天,https://image.ijq.tv/201412/26/11-22-04-44-8.jpg,images/11-22-04-44-8.jpg,韩雯雯,https://www.ijq.tv/mingxing/808.html,https://image.ijq.tv/201412/26/11-22-04-44-8.jpg,韩雯雯的新浪微博
张博,Jaco,"张小博,主公,小博",汉族,内地,1982-8-29,北京,179CM,67KG,B型,处女座,中央戏剧学院2002级表演系本科,演员,,《大浦东》《王大花的革命生涯》《苍穹之昴》《孙子大传》《幸福在哪里》,徐百卉,https://image.ijq.tv/201609/01/15-31-58-36-26.jpg,images/15-31-58-36-26.jpg,张博,https://www.ijq.tv/mingxing/806.html,https://image.ijq.tv/201609/01/15-31-58-36-26.jpg,张博的新浪微博
陈德容,Vivian,"小容,容容",汉族,内地,1974-5-1,台湾省台北市,166CM,48KG,O型,金牛座,,演员,,《新蜀山剑侠》,配偶王赞策 伯乐琼瑶 师姐萧蔷,https://image.ijq.tv/201803/20/11-37-19-34-10.jpg,images/11-37-19-34-10.jpg,陈德容,https://www.ijq.tv/mingxing/805.html,https://image.ijq.tv/201803/20/11-37-19-34-10.jpg,陈德容的新浪微博
辛芷蕾,,,汉族,内地,1986-4-8,黑龙江省鹤岗市,168CM,45KG,A型,白羊座,中央戏剧学院,演员,星汇天姬传媒集团,《王大花的革命生涯》《拥抱星星的月亮》,张博,https://image.ijq.tv/201705/11/10-59-32-34-26.jpg,images/10-59-32-34-26.jpg,辛芷蕾,https://www.ijq.tv/mingxing/804.html,https://image.ijq.tv/201705/11/10-59-32-34-26.jpg,辛芷蕾的新浪微博
张小磊,,,汉族,内地,1957-,浙江,161CM,45KG,A型,白羊座,上海戏剧学院表演系,演员,,《你会说谎吗》,,https://image.ijq.tv/201412/26/10-33-44-48-13.jpg,images/10-33-44-48-13.jpg,张小磊,https://www.ijq.tv/mingxing/803.html,https://image.ijq.tv/201412/26/10-33-44-48-13.jpg,
