中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
温雅,,,汉族,内地,1988-5-3,广东省广州市,171CM,48KG,B型,金牛座,中国传媒大学,"演员,主持人",星空传媒,《跑男来了》《星星的密室》《美味男女》,密友陶冶,https://image.ijq.tv/201504/10/16-13-45-45-7.jpg,images/16-13-45-45-7.jpg,温雅,https://www.ijq.tv/mingxing/1712.html,https://image.ijq.tv/201504/10/16-13-45-45-7.jpg,
龚蓓苾,,,汉族,内地,1978-2-21,福建省泉州市石狮市,166CM,,O型,,中央戏剧学院表演系本科,演员,北京千易时代文化传媒有限公司,《秦时明月》,伍仕贤,https://image.ijq.tv/201504/10/15-53-25-10-13.jpg,images/15-53-25-10-13.jpg,龚蓓苾,https://www.ijq.tv/mingxing/1711.html,https://image.ijq.tv/201504/10/15-53-25-10-13.jpg,龚蓓苾的新浪微博
隋咏良,,,汉族,内地,9-16,辽宁大连,182CM,70KG,B型,处女座,,演员,北京思达美刻文化传媒有限公司,《秦时明月》《无心法师》《结婚为什么》,,https://image.ijq.tv/201608/23/17-14-04-94-19.png,images/17-14-04-94-19.png,隋咏良,https://www.ijq.tv/mingxing/1710.html,https://image.ijq.tv/201608/23/17-14-04-94-19.png,隋咏良的新浪微博
王春元,,,汉族,内地,1977-10-9,云南省,162CM,62KG,B型,白羊座,解放军艺术学院表演系,演员,,《新水浒传 》《秦时明月》《青丘狐传说》,,https://image.ijq.tv/201504/10/15-01-10-34-13.jpg,images/15-01-10-34-13.jpg,王春元,https://www.ijq.tv/mingxing/1709.html,https://image.ijq.tv/201504/10/15-01-10-34-13.jpg,
黄俊鹏,,黄鹏,汉族,内地,10-23,北京市,181CM,,A型,天秤座,解放军艺术学院戏剧系,演员,,《螳螂勇士之城无名高地》《爸爸父亲爹》《人民的名义》,吴秀波,https://image.ijq.tv/201504/10/14-51-16-70-12.jpg,images/14-51-16-70-12.jpg,黄俊鹏,https://www.ijq.tv/mingxing/1708.html,https://image.ijq.tv/201504/10/14-51-16-70-12.jpg,黄俊鹏的新浪微博
王茂蕾,,,汉族,内地,1976-11-27,湖北武汉,175CM,62KG,B型,射手座,中央戏剧学院导演系,演员,凤凰传奇影业有限公司,《班淑传奇》《加油吧实习生》,安以轩,https://image.ijq.tv/201504/10/14-46-00-27-14.png,images/14-46-00-27-14.png,王茂蕾,https://www.ijq.tv/mingxing/1707.html,https://image.ijq.tv/201504/10/14-46-00-27-14.png,王茂蕾的新浪微博
曾虹畅,,虹畅,汉族,内地,10-9,四川泸州,180CM,65KG,B型,天秤座,中央戏剧学院表演系,演员,,《芈月传》《翡翠恋人》《花千骨》,佟丽娅,https://image.ijq.tv/201506/16/15-44-17-32-7.jpg,images/15-44-17-32-7.jpg,曾虹畅,https://www.ijq.tv/mingxing/1705.html,https://image.ijq.tv/201506/16/15-44-17-32-7.jpg,曾虹畅的新浪微博
袁心冉,,,汉族,内地,1990-9-30,赣州,168CM,48KG,B型,天秤座,四川师范大学电影电视学院,"演员,主持人",,《剑侠》《有效期限爱上你》《孤雁》,姚雨鑫,https://image.ijq.tv/201504/10/14-40-13-30-8.jpg,images/14-40-13-30-8.jpg,袁心冉,https://www.ijq.tv/mingxing/1706.html,https://image.ijq.tv/201504/10/14-40-13-30-8.jpg,袁心冉的新浪微博
张天阳,Tian-Yang Zhang,十五爷,汉族,内地,1990-11-2,河北唐山,181CM,68KG,B型,天蝎座,中央戏剧学院08级本科,演员,,《班淑传奇》,搭档吴建豪,https://image.ijq.tv/201504/10/14-20-59-60-14.png,images/14-20-59-60-14.png,张天阳,https://www.ijq.tv/mingxing/1704.html,https://image.ijq.tv/201504/10/14-20-59-60-14.png,张天阳的新浪微博
周浩东,,浩东,汉族,内地,7-20,重庆,178CM,76KG,A型,巨蟹座,北京电影学院表演系本科1991级,主持人,,《北京爱情故事》《玲珑局》,,https://image.ijq.tv/201504/10/13-56-48-41-12.jpg,images/13-56-48-41-12.jpg,周浩东,https://www.ijq.tv/mingxing/1701.html,https://image.ijq.tv/201504/10/13-56-48-41-12.jpg,
季晨,Jeffery Ji,,汉族,内地,1981-11-22日,山东烟台,182CM,70KG,A型,天蝎座,北京电影学院表演系2001本科班,演员,,《班淑传奇》《乞丐皇帝与大脚皇后》,搭档高昊,https://image.ijq.tv/201504/10/13-58-21-51-14.png,images/13-58-21-51-14.png,季晨,https://www.ijq.tv/mingxing/1703.html,https://image.ijq.tv/201504/10/13-58-21-51-14.png,季晨的新浪微博
张籽沐,Annabel,"糖糖,糖妹",汉族,内地,2008-01-06,六安市,150CM,30KG,B型,水瓶座,,演员,,《活色生香》《深宅雪》《隐形的翅膀》《英雄时代》,黄一琳,https://image.ijq.tv/201504/10/13-57-11-22-8.jpg,images/13-57-11-22-8.jpg,张籽沐,https://www.ijq.tv/mingxing/1702.html,https://image.ijq.tv/201504/10/13-57-11-22-8.jpg,张籽沐的新浪微博
王双,Simona,小双、双双,汉族,内地,1991-2-13,黑龙江省哈尔滨市,170CM,48KG,AB型,水瓶座,北京舞蹈学院,演员,,《班淑传奇》《少年四大名捕》《神雕侠侣》《美人制造》,,https://image.ijq.tv/201504/10/13-39-24-77-14.png,images/13-39-24-77-14.png,王双,https://www.ijq.tv/mingxing/1700.html,https://image.ijq.tv/201504/10/13-39-24-77-14.png,
黄千格,SARENA,格格,汉族,内地,1987-8-28,浙江温州,,45KG,A型,处女座,中央戏剧学院表演系本科2005级2班（音乐剧班）,演员,,《玲珑局》,,https://image.ijq.tv/201504/10/13-13-20-42-12.jpg,images/13-13-20-42-12.jpg,黄千格,https://www.ijq.tv/mingxing/1699.html,https://image.ijq.tv/201504/10/13-13-20-42-12.jpg,
姚雨鑫,,"阿龙,鑫爷",汉族,内地,1982-6-7,安徽,178CM,75KG,AB型,双子座,安徽省江淮武术馆,"演员,歌手",,《东方战场》《有效期限爱上你》《无敌铁桥三》,李沁,https://image.ijq.tv/201504/10/11-54-01-46-8.jpg,images/11-54-01-46-8.jpg,姚雨鑫,https://www.ijq.tv/mingxing/1698.html,https://image.ijq.tv/201504/10/11-54-01-46-8.jpg,姚雨鑫的新浪微博
