中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
张斌,,,,内地,,中国人民大学,,,,,中国人民大学,主持人,,,,https://image.ijq.tv/202007/15/13-35-31-51-67.jpg,images/13-35-31-51-67.jpg,张斌,https://www.ijq.tv/mingxing/159479104910681.html,https://image.ijq.tv/202007/15/13-35-31-51-67.jpg,
张劲松,,拼命三郎,,内地,1973-9,中国山西忻州市原平县,198CM,,,,太原市体校,运动员,,,,https://image.ijq.tv/202007/15/09-50-22-81-1.png,images/09-50-22-81-1.png,张劲松,https://www.ijq.tv/mingxing/159477781010661.html,https://image.ijq.tv/202007/15/09-50-22-81-1.png,张劲松的新浪微博
李春江,Li Chunjiang,,汉族,内地,1963-3-11,沈阳市,,,,双鱼座,美国篮球学院,"运动员,其他",浙江广厦篮球俱乐部,,,https://image.ijq.tv/202007/14/20-24-25-38-68.png,images/20-24-25-38-68.png,李春江,https://www.ijq.tv/mingxing/159472937910658.html,https://image.ijq.tv/202007/14/20-24-25-38-68.png,李春江的新浪微博
易建联,Yi Jianlian,阿联,汉族,内地,1987-10-27,广东省鹤山市,200CM,116KG,,,广东工业大学,运动员,广东东莞银行队,,,https://image.ijq.tv/202007/13/15-28-47-59-67.jpg,images/15-28-47-59-67.jpg,易建联,https://www.ijq.tv/mingxing/159462530110617.html,https://image.ijq.tv/202007/13/15-28-47-59-67.jpg,易建联的新浪微博
赵一霖,,,,内地,1997-10-10,,,,,,中国传媒大学南广学院,演员,,《我的不惑青春》《亲爱的没想到吧》《非常父女行》,高海宝,https://image.ijq.tv/202006/11/14-29-23-49-1.png,images/14-29-23-49-1.png,赵一霖,https://www.ijq.tv/mingxing/159185694610390.html,https://image.ijq.tv/202006/11/14-29-23-49-1.png,赵一霖的新浪微博
肖雨,,,汉族,内地,1999-11-10,山东济南,,,,天蝎座,中央戏剧学院,演员,天津童乐影视文化有限公司,《《将军家的小娘子》》《《嘉人本色》》《《奈何BOSS又如何》》,吴希泽 汤敏,https://image.ijq.tv/202006/10/13-59-30-69-1.png,images/13-59-30-69-1.png,肖雨,https://www.ijq.tv/mingxing/159176869910381.html,https://image.ijq.tv/202006/10/13-59-30-69-1.png,肖雨的新浪微博
江鹏,Hollis,,汉族,内地,,山西太原,,,AB型,,中国戏曲学院,演员,,《《酋长的男人》》《《你是我的城池营垒》》《《拾光里的我们》》《《你好，安怡》》,吴磊 杨蓉 白敬亭 戚薇,https://image.ijq.tv/202006/10/13-31-53-82-1.png,images/13-31-53-82-1.png,江鹏,https://www.ijq.tv/mingxing/159176700310379.html,https://image.ijq.tv/202006/10/13-31-53-82-1.png,江鹏的新浪微博
周娇,奇幻仙踪之魔仙归来   Gill,"娇娇,娇儿",汉族,内地,,广东省广州市白云区,,,O型,水瓶座,,演员,,《命运》《新不了情》《巴啦啦小魔仙》《天机》,廖景萱,https://image.ijq.tv/202006/09/13-33-33-86-1.png,images/13-33-33-86-1.png,周娇,https://www.ijq.tv/mingxing/159167912010378.html,https://image.ijq.tv/202006/09/13-33-33-86-1.png,周娇的新浪微博
杨旻咏,Kimi,,汉族,内地,,陕西宝鸡,,,O型,金牛座,,演员,,《羽毛耳环》《如果你知道》,徐百卉,https://image.ijq.tv/202005/28/11-53-07-56-1.png,images/11-53-07-56-1.png,杨旻咏,https://www.ijq.tv/mingxing/159063796810364.html,https://image.ijq.tv/202005/28/11-53-07-56-1.png,杨旻咏的新浪微博
张如杰,,,汉族,内地,,,,,,白羊座,北京电影学院,演员,,《维姬》《女校男生》《冰糖陷阱》,欧阳春晓,https://image.ijq.tv/202005/27/13-29-28-66-1.png,images/13-29-28-66-1.png,张如杰,https://www.ijq.tv/mingxing/159055732710363.html,https://image.ijq.tv/202005/27/13-29-28-66-1.png,张如杰的新浪微博
