中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
罗丹,,,汉族,内地,1991-9-8,山东,168CM,45KG,,处女座,,演员,,《萌妃驾到》《设局》,何明翰 赵心怡 李丞峰 周梓言 姚卓君,https://image.ijq.tv/201909/24/14-54-22-15-47.png,images/14-54-22-15-47.png,罗丹,https://www.ijq.tv/mingxing/15693080406626.html,https://image.ijq.tv/201909/24/14-54-22-15-47.png,
杨运麒,Karina,,汉族,内地,1995-6-12,上海,166CM,49KG,,射手座,北京电影学院,演员,,《萌妃驾到》《悟空传奇》,韩玖诺 米娜 张海宇,https://image.ijq.tv/201909/24/14-32-17-88-47.png,images/14-32-17-88-47.png,杨运麒,https://www.ijq.tv/mingxing/15693066536625.html,https://image.ijq.tv/201909/24/14-32-17-88-47.png,杨运麒的新浪微博
陈德修,,,汉族,内地,1982-7-15,台北,176CM,58KG,,狮子座,景文科技大学,"演员,歌手",赤世代Red Generation樂團,《西夏死书》《萌妃驾到》《即刻救援》《终极三国》《终极一家》,汪东城 陈志介 邓桦敦,https://image.ijq.tv/201909/24/14-10-15-97-47.png,images/14-10-15-97-47.png,陈德修,https://www.ijq.tv/mingxing/15693053766624.html,https://image.ijq.tv/201909/24/14-10-15-97-47.png,陈德修的新浪微博
刘蔚森,Liu Weisen,,汉族,内地,1984-8-29,北京,178CM,90KG,,处女座,海淀艺校,演员,,《大唐玄奘》《盗墓笔记》《二月红》《萌妃驾到》,聂远 于丹 吴庆哲,https://image.ijq.tv/201909/24/11-53-14-25-47.png,images/11-53-14-25-47.png,刘蔚森,https://www.ijq.tv/mingxing/15692971646623.html,https://image.ijq.tv/201909/24/11-53-14-25-47.png,刘蔚森的新浪微博
米娜,,,,内地,1995-11-19,新疆,168CM,45KG,,天蝎座,中央戏剧学院,演员,,《轩辕剑之汉之云》《萌妃驾到》《将军在上》,刘冠麟 夏一瑶 韩玖诺,https://image.ijq.tv/201909/24/11-06-40-73-47.png,images/11-06-40-73-47.png,米娜,https://www.ijq.tv/mingxing/15692943796621.html,https://image.ijq.tv/201909/24/11-06-40-73-47.png,
黄继栋,,,汉族,内地,1995-12-23,,182CM,75KG,,魔羯座,中央戏剧学院,演员,华夏视听,《世界欠我一个初恋》《特勤精英》,白鹿 邢昭林 翟子路 陈昊蓝 刘若嫣,https://image.ijq.tv/201909/24/10-46-38-15-47.png,images/10-46-38-15-47.png,黄继栋,https://www.ijq.tv/mingxing/15692917206620.html,https://image.ijq.tv/201909/24/10-46-38-15-47.png,黄继栋的新浪微博
关宇,,关棋语,汉族,内地,,长春,,,,,吉林艺术学院,演员,,《网行动》《电竞高校2》《上锁的房间》,王宇泽 朱佳希 刘倩妤,https://image.ijq.tv/201909/24/10-17-30-99-47.png,images/10-17-30-99-47.png,关宇,https://www.ijq.tv/mingxing/15692913576619.html,https://image.ijq.tv/201909/24/10-17-30-99-47.png,关宇的新浪微博
冯国庆,,,汉族,内地,1954-7-9,山东烟台,178CM,75KG,,巨蟹座,解放军艺术学院,演员,,《中国骑兵》《决战江南》《在远方》,吕星辰 杰珂 孙凯,https://image.ijq.tv/201909/24/09-51-48-66-47.png,images/09-51-48-66-47.png,冯国庆,https://www.ijq.tv/mingxing/15692898796618.html,https://image.ijq.tv/201909/24/09-51-48-66-47.png,
贾清茹,,,汉族,内地,1994-5-13,,170CM,45KG,,金牛座,,"演员,模特",,《白狐的人生》《萌妃驾到》,刘冠麟 夏一瑶 韩玖诺 米娜 张海宇 高玉庆,https://image.ijq.tv/201909/23/17-46-32-43-47.png,images/17-46-32-43-47.png,贾清茹,https://www.ijq.tv/mingxing/15692319476617.html,https://image.ijq.tv/201909/23/17-46-32-43-47.png,
尚怡琳,,,汉族,内地,2011-5-21,,,,,双子座,,演员,,《小棉袄》《萌妃驾到》,彭冠英 刘芸 郑亦桐 陈思宇,https://image.ijq.tv/201909/23/17-29-32-80-47.png,images/17-29-32-80-47.png,尚怡琳,https://www.ijq.tv/mingxing/15692301946616.html,https://image.ijq.tv/201909/23/17-29-32-80-47.png,尚怡琳的新浪微博
侯骏桀,,,汉族,内地,2-21,,180CM,72KG,,双鱼座,中央戏剧学院,演员,北京世纪众和影视文化有限公司,《战昆仑》《少共国际师》《小棉袄》《杨柳青》《黑狐》《兵临城下》,彭冠英 刘芸 郑亦桐 陈思宇,https://image.ijq.tv/201909/23/17-12-17-72-47.png,images/17-12-17-72-47.png,侯骏桀,https://www.ijq.tv/mingxing/15692299096615.html,https://image.ijq.tv/201909/23/17-12-17-72-47.png,侯骏桀的新浪微博
芮丹尼,,,汉族,内地,1992-11-28,拉托维亚,184CM,65KG,,射手座,大连工业大学,演员,台州市芮丹尼文艺创作有限公司,《黄飞鸿之王者归来》《战地迷情》《新龙门客栈》《极光之恋》,于波 吴千语 刘德凯,https://image.ijq.tv/201909/23/16-42-56-43-47.png,images/16-42-56-43-47.png,芮丹尼,https://www.ijq.tv/mingxing/15692281426614.html,https://image.ijq.tv/201909/23/16-42-56-43-47.png,芮丹尼的新浪微博
