中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
房鹿,fanglu,鹿儿,汉族,内地,1991-2-2,中国武汉,170CM,50KG,AB型,水瓶座,北京电影学院,"演员,模特",,《八女投江》,,https://image.ijq.tv/201508/17/10-20-56-90-14.png,images/10-20-56-90-14.png,房鹿,https://www.ijq.tv/mingxing/3131.html,https://image.ijq.tv/201508/17/10-20-56-90-14.png,
杨坤,Yang kun,坤哥,汉族,内地,1972-12-18,内蒙古包头,180CM,67KG,AB型,天蝎座,内蒙古武警总队文工团,"演员,歌手",北京杨家唱将演艺文化有限公司,《冠军的心》《无所谓》《那一天》,夏梓桐 华晨宇 那英,https://image.ijq.tv/201610/18/13-27-02-60-34.jpg,images/13-27-02-60-34.jpg,杨坤,https://www.ijq.tv/mingxing/3132.html,https://image.ijq.tv/201610/18/13-27-02-60-34.jpg,杨坤的新浪微博
潘阳,SONYA,,汉族,内地,1983-2-13,黑龙江省牡丹江市东宁县,162CM,49KG,A型,水瓶座,中国人民解放军艺术学院,"演员,歌手,主持人",,《八女投江》,,https://image.ijq.tv/201508/14/16-41-13-13-14.png,images/16-41-13-13-14.png,潘阳,https://www.ijq.tv/mingxing/3130.html,https://image.ijq.tv/201508/14/16-41-13-13-14.png,潘阳的新浪微博
刘婧,Liu jing,婧婧,汉族,内地,1993-3-16,齐齐哈尔市,166CM,48KG,B型,双鱼座,,演员,希世纪影视,《麻辣女兵》《穿警服的那些女孩儿》《黎明绝杀》,李梅可,https://image.ijq.tv/201509/22/11-17-12-45-10.jpg,images/11-17-12-45-10.jpg,刘婧,https://www.ijq.tv/mingxing/3129.html,https://image.ijq.tv/201509/22/11-17-12-45-10.jpg,刘婧的新浪微博
王晔,Yip Wong,"小晔哥,晔少校",满族,内地,1986-2-18,沈阳,183CM,70KG,O型,水瓶座,渤海大学,演员,新动娱乐,《会有天使替我爱你》《结婚狂想曲》《嫂子嫂子》,于震,https://image.ijq.tv/201508/14/14-44-00-15-8.jpg,images/14-44-00-15-8.jpg,王晔,https://www.ijq.tv/mingxing/3128.html,https://image.ijq.tv/201508/14/14-44-00-15-8.jpg,王晔的新浪微博
胡雯月,,,汉族,内地,1991-6-7,湖北武汉,168CM,48KG,A型,双子座,北京电影学院表演系2010级本科,演员,,《八女投江》,,https://image.ijq.tv/201508/14/11-54-16-59-14.png,images/11-54-16-59-14.png,胡雯月,https://www.ijq.tv/mingxing/3127.html,https://image.ijq.tv/201508/14/11-54-16-59-14.png,胡雯月的新浪微博
王乐乐,,,汉族,内地,11-23,上海,164CM,45KG,A型,射手座,解放军艺术学院表演系,演员,,《嫂子嫂子》,,https://image.ijq.tv/201508/14/11-14-35-75-13.jpg,images/11-14-35-75-13.jpg,王乐乐,https://www.ijq.tv/mingxing/3126.html,https://image.ijq.tv/201508/14/11-14-35-75-13.jpg,王乐乐的新浪微博
张澍,,,汉族,内地,1976-9-26,黑龙江,167CM,48KG,A型,白羊座,中央戏剧学院,演员,,《暗花》《嫂子嫂子》,丈夫许亚军,https://image.ijq.tv/201508/14/11-01-25-25-13.jpg,images/11-01-25-25-13.jpg,张澍,https://www.ijq.tv/mingxing/3125.html,https://image.ijq.tv/201508/14/11-01-25-25-13.jpg,张澍的新浪微博
邱意浓,,邱邱,汉族,内地,1987-10-08,九江,172CM,49KG,B型,天蝎座,上海戏剧学院,"演员,模特",华录百纳,《爸爸的假期》《绝地逃亡》《铁在烧》,,https://image.ijq.tv/201704/13/16-31-56-17-19.png,images/16-31-56-17-19.png,邱意浓,https://www.ijq.tv/mingxing/3124.html,https://image.ijq.tv/201704/13/16-31-56-17-19.png,邱意浓的新浪微博
姚夏,Yao xia,小夏,汉族,内地,1991-7-8,江苏,170CM,55KG,B型,巨蟹座,北京电影学院,演员,上海盛星文化传播有限公司,《中国合伙人》《铁血刀锋》《幸福相依》,刘佩琦,https://image.ijq.tv/201508/13/14-31-47-18-8.jpg,images/14-31-47-18-8.jpg,姚夏,https://www.ijq.tv/mingxing/3123.html,https://image.ijq.tv/201508/13/14-31-47-18-8.jpg,
甄锡,Zeenel,小锡,汉族,内地,1985-7-4,柳州,174CM,50KG,O型,巨蟹座,美国伯克利音乐学院,"演员,主持人,模特",中广基经影视文化传播（北京）有限公司,《杀狼花》《步步杀机》《特别输送》,陈龙,https://image.ijq.tv/201508/13/11-22-24-55-8.jpg,images/11-22-24-55-8.jpg,甄锡,https://www.ijq.tv/mingxing/3122.html,https://image.ijq.tv/201508/13/11-22-24-55-8.jpg,甄锡的新浪微博
张婷,,婷儿、婷宝、小婷,汉族,内地,2003-5-23,河南省郑州市,151CM,40KG,A型,双子座,,演员,,《后妈的春天》《快乐星球第五部》,,https://image.ijq.tv/201508/13/11-08-37-22-14.png,images/11-08-37-22-14.png,张婷,https://www.ijq.tv/mingxing/3121.html,https://image.ijq.tv/201508/13/11-08-37-22-14.png,
吕凉,Lvliang,吕京,汉族,内地,1957-8-11,北京,178CM,73KG,A型,狮子座,上海戏剧学院表演系,演员,,《济公新传》《国家公诉》《我主沉浮》,霍思燕,https://image.ijq.tv/201508/12/15-46-25-29-16.png,images/15-46-25-29-16.png,吕凉,https://www.ijq.tv/mingxing/3119.html,https://image.ijq.tv/201508/12/15-46-25-29-16.png,
艾佳妮,Ai jiani,佳妮,汉族,内地,1990-4-25,上海,162CM,42KG,B型,处女座,上海戏剧学院,演员,,《爱情公寓》《幸福街第3号出口》《男人不醉》,邓家佳,https://image.ijq.tv/201508/12/15-18-48-65-8.jpg,images/15-18-48-65-8.jpg,艾佳妮,https://www.ijq.tv/mingxing/3118.html,https://image.ijq.tv/201508/12/15-18-48-65-8.jpg,艾佳妮的新浪微博
龙宝泽涵,Long Baoze culvert,小宝,汉族,内地,2013-1-30,浙江宁波,150CM,21KG,A型,双鱼座,,演员,,《我的媳妇是女王》,韩烨,https://image.ijq.tv/201508/12/14-34-51-12-16.jpg,images/14-34-51-12-16.jpg,龙宝泽涵,https://www.ijq.tv/mingxing/3115.html,https://image.ijq.tv/201508/12/14-34-51-12-16.jpg,龙宝泽涵的新浪微博
孙志翔,Sun Zhixiang,孙智勇,汉族,内地,1984-8-5,青岛,180CM,72KG,A型,狮子座,北京电影学院|清华大学,演员,,《爱嫁不嫁》《兰陵王妃》《爱情公寓4》,榕榕,https://image.ijq.tv/201508/12/14-48-47-80-8.jpg,images/14-48-47-80-8.jpg,孙志翔,https://www.ijq.tv/mingxing/3117.html,https://image.ijq.tv/201508/12/14-48-47-80-8.jpg,孙志翔的新浪微博
榕榕,RongRong,,汉族,内地,19811-10-27,沈阳,160CM,45KG,B型,天蝎座,上海戏剧学院,"演员,主持人",,《爱情公寓》《小神龙俱乐部》《爱情回来了》,邓家佳,https://image.ijq.tv/201508/12/11-36-33-61-8.jpg,images/11-36-33-61-8.jpg,榕榕,https://www.ijq.tv/mingxing/3114.html,https://image.ijq.tv/201508/12/11-36-33-61-8.jpg,榕榕的新浪微博
魏辰妃,Wei  Chenfei,妃子,汉族,内地,1987-01-15,河南,165CM,46KG,A型,魔羯座,北京电影学院表演系,演员,,《守婚如玉》《我的媳妇是女王》,霍思燕,https://image.ijq.tv/201508/12/11-22-06-82-16.png,images/11-22-06-82-16.png,魏辰妃,https://www.ijq.tv/mingxing/3112.html,https://image.ijq.tv/201508/12/11-22-06-82-16.png,魏辰妃的新浪微博
吴岱凝,Wu daining,吴晓敏,汉族,内地,1982-12-27,北京,167CM,52KG,B型,天蝎座,上海戏剧学院,演员,,《多少爱可以重来》《如此多娇》《温柔陷阱》,王琳,https://image.ijq.tv/201812/04/15-08-23-64-10.jpg,images/15-08-23-64-10.jpg,吴岱凝,https://www.ijq.tv/mingxing/3111.html,https://image.ijq.tv/201812/04/15-08-23-64-10.jpg,吴岱凝的新浪微博
