中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
王雅静,,,汉族,内地,6-11,,170CM,45KG,,双子座,,"演员,电影人",,王雅静的新浪微博,《克拉恋人》《象牙塔》《飞刀又见飞刀》《筑梦人》,刘恺威 杨蓉 吴映洁,https://image.ijq.tv/201912/20/16-51-25-36-47.png,images/16-51-25-36-47.png,王雅静,https://www.ijq.tv/mingxing/15768257147188.html,https://image.ijq.tv/201912/20/16-51-25-36-47.png
裘慕远,,球球,汉族,内地,200-5-6,北京海淀,163CM,48KG,B型,金牛座,,演员,,裘慕远的新浪微博,《建党伟业》《走西口》《我是一棵小草》《芈月传》,合作孙俪 合作刘涛 合作马苏,https://image.ijq.tv/201912/20/16-14-43-52-47.png,images/16-14-43-52-47.png,裘慕远,https://www.ijq.tv/mingxing/15768257147187.html,https://image.ijq.tv/201912/20/16-14-43-52-47.png
王翊菲,Teresa,"童童,童宝",汉族,内地,2008-9-8,,153CM,35KG,,处女座,,演员,,王翊菲的新浪微博,《王牌》《蜀山战纪》《妻子的秘密》《大汉情缘之云中歌》,徐峥,https://image.ijq.tv/201912/20/15-41-21-80-47.png,images/15-41-21-80-47.png,王翊菲,https://www.ijq.tv/mingxing/15768257147186.html,https://image.ijq.tv/201912/20/15-41-21-80-47.png
吾晟赫,Andy,,汉族,内地,1993-8-13,四川遂宁,176CM,65KG,,狮子座,天星影视艺术学院,"演员,歌手",佳莱影业,吾晟赫的新浪微博,《宫锁沉香》《王者清风》《雾都》《大汉情缘之云中歌》《麦子的盖头》,合作陈晓 合作董慧 合作王翊菲,https://image.ijq.tv/201912/20/14-58-44-11-47.png,images/14-58-44-11-47.png,吾晟赫,https://www.ijq.tv/mingxing/15768250817183.html,https://image.ijq.tv/201912/20/14-58-44-11-47.png
陈顺,VIC,,汉族,内地,1995-4-14,贵州,178CM,62KG,A型,白羊座,天津体育学院运动与文化艺术学院,"演员,歌手",,陈顺的新浪微博,《BlackACE》《更发光》,商振博 龙泓昊 赵品霖,https://image.ijq.tv/201912/20/14-24-33-68-46.jpg,images/14-24-33-68-46.jpg,陈顺,https://www.ijq.tv/mingxing/15768230627180.html,https://image.ijq.tv/201912/20/14-24-33-68-46.jpg
田书臣,HD,,汉族,内地,1994-10-26,,178CM,65KG,,天秤座,北京现代音乐学院,"演员,歌手",田书臣一个人工作室,田书臣的新浪微博,《星动亚洲》,俞更寅 蔡徐坤,https://image.ijq.tv/201912/20/11-52-47-88-46.jpg,images/11-52-47-88-46.jpg,田书臣,https://www.ijq.tv/mingxing/15768139177179.html,https://image.ijq.tv/201912/20/11-52-47-88-46.jpg
张喜前,,,汉族,内地,1-1,,177CM,62KG,,魔羯座,上海戏剧学院,演员,,,《寻找北极星》《文成公主》《危险少女》《首席执行官》《东方商人》,王志飞 张嘉译,https://image.ijq.tv/201912/20/11-44-59-94-47.png,images/11-44-59-94-47.png,张喜前,https://www.ijq.tv/mingxing/15768134317178.html,https://image.ijq.tv/201912/20/11-44-59-94-47.png
徐尧,,,汉族,内地,,,181CM,65KG,,,,"演员,歌手",壹加壹预备,,,牛玉坤,https://image.ijq.tv/201912/20/11-31-05-18-46.jpg,images/11-31-05-18-46.jpg,徐尧,https://www.ijq.tv/mingxing/15768126187177.html,https://image.ijq.tv/201912/20/11-31-05-18-46.jpg
牛玉坤,,,汉族,内地,1997-10-7,,166CM,45KG,,处女座,浙江理工大学,"演员,歌手",壹加壹预备,牛玉坤的新浪微博,《住手吧关同学》,方思畅,https://image.ijq.tv/201912/20/11-01-44-68-46.jpg,images/11-01-44-68-46.jpg,牛玉坤,https://www.ijq.tv/mingxing/15768108457176.html,https://image.ijq.tv/201912/20/11-01-44-68-46.jpg
牛超,P .L .R,放克比特,汉族,内地,1998-7-14,宁夏银川,180CM,72KG,,巨蟹座,,"演员,歌手",海宁壹加壹文化经纪有限公司,牛超的新浪微博,《创造营2019》,孙天宇 何炅 韩火火,https://image.ijq.tv/201912/20/10-35-51-58-46.jpg,images/10-35-51-58-46.jpg,牛超,https://www.ijq.tv/mingxing/15768093447175.html,https://image.ijq.tv/201912/20/10-35-51-58-46.jpg
王研苏,,苏达水,汉族,内地,1982-4-3,吉林四平,168CM,45KG,,白羊座,哈尔滨新丝路模特学校,演员,上海曼铃文化传媒,王研苏的新浪微博,《大唐女将樊梨花》《聊斋新编》《无心法师》,曹颖 姚刚 赵文浩,https://image.ijq.tv/201912/19/17-58-04-99-47.png,images/17-58-04-99-47.png,王研苏,https://www.ijq.tv/mingxing/15767494087174.html,https://image.ijq.tv/201912/19/17-58-04-99-47.png
商振博,,奶茶,汉族,内地,1996-6-6,黑龙江省佳木斯市,179CM,55KG,,双子座,,"演员,歌手",酷漾娱乐,商振博的新浪微博,《以团之名》《奇葩说》《这就是街舞》,赵品霖 杨桐,https://image.ijq.tv/201912/19/17-31-52-33-46.jpg,images/17-31-52-33-46.jpg,商振博,https://www.ijq.tv/mingxing/15767478767172.html,https://image.ijq.tv/201912/19/17-31-52-33-46.jpg
梁春书,,,汉族,内地,1968-5-17,河北省井陉县,175CM,65KG,,金牛座,,演员,山西省话剧院副院长|山西电影家协会副主席,梁春书的新浪微博,《第一书记们》《红军东征》《我的青春在延安》《毛泽东在五台山》《杨善洲》,张铁林 姚刚 丁军 王光辉,https://image.ijq.tv/201912/19/17-28-38-85-47.png,images/17-28-38-85-47.png,梁春书,https://www.ijq.tv/mingxing/15767476807173.html,https://image.ijq.tv/201912/19/17-28-38-85-47.png
陈嘉男,,,汉族,内地,1993-9-24,辽宁大连,168CM,43KG,,天秤座,中央戏剧学院,演员,,陈嘉男的新浪微博,《双喜盈门》《福星盈门》《痞子超神》《我们的生活充满阳光》《第一书记们》,印小天 梁春书 倪虹洁,https://image.ijq.tv/201912/19/16-51-30-20-47.png,images/16-51-30-20-47.png,陈嘉男,https://www.ijq.tv/mingxing/15767453397170.html,https://image.ijq.tv/201912/19/16-51-30-20-47.png
杨桐,Toarey Yang,,汉族,内地,1999-4-19,贵州省遵义市,178CM,60KG,,白羊座,,歌手,英国阿贝学院,杨桐的新浪微博,《青葱》《Go》《隐秘对话》,赵品霖 商振博,https://image.ijq.tv/201912/19/16-33-00-25-46.jpg,images/16-33-00-25-46.jpg,杨桐,https://www.ijq.tv/mingxing/15767443747169.html,https://image.ijq.tv/201912/19/16-33-00-25-46.jpg
王迪,Kelvin,,汉族,内地,,,179CM,65KG,,,,"演员,歌手",觉醒东方,王迪的新浪微博,《以团之名》《花花万物》,赵品霖 杨桐,https://image.ijq.tv/201912/19/16-23-04-48-46.jpg,images/16-23-04-48-46.jpg,王迪,https://www.ijq.tv/mingxing/15767437767168.html,https://image.ijq.tv/201912/19/16-23-04-48-46.jpg
王美琪,maggie,,汉族,内地,1993-11-25,,163CM,41KG,,射手座,,"演员,模特",Lunar少女偶像团体成员,王美琪的新浪微博,《医妃难囚第二季》《威比斯达》《神秘相机》,盛英豪 陆怡璇 高寒 陈烁 陆怡璇,https://image.ijq.tv/201912/19/16-08-34-51-47.png,images/16-08-34-51-47.png,王美琪,https://www.ijq.tv/mingxing/15767423307166.html,https://image.ijq.tv/201912/19/16-08-34-51-47.png
