中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
书亚信,fred,张栩醇,汉族,内地,1992-1-21,杭州,180CM,56KG,AB型,双子座,上海戏剧学院表演专业,"歌手,模特",,书亚信的新浪微博,《幻城》,,https://image.ijq.tv/201608/09/15-40-58-82-19.png,images/15-40-58-82-19.png,书亚信,https://www.ijq.tv/mingxing/14446352233375.html,https://image.ijq.tv/201608/09/15-40-58-82-19.png
班嘉佳,,,布依族,内地,1984-2-16,中国贵阳,165CM,45KG,AB型,水瓶座,中央戏剧学院表演系,"演员,模特",,,《我们的十年》《脱轨时代》,赵丽颖,https://image.ijq.tv/201510/12/15-33-01-14-14.png,images/15-33-01-14-14.png,班嘉佳,https://www.ijq.tv/mingxing/14446346033376.html,https://image.ijq.tv/201510/12/15-33-01-14-14.png
韩火火,Frankie Han,二火,汉族,内地,1978-10-30,北京西城区,173CM,68KG,A型,天秤座,北京联合大学,"模特,其他",韩火火工作室、STYLE风尚国际有限公司,韩火火的新浪微博,,刘雯 熊黛林,https://image.ijq.tv/201510/12/14-46-01-73-14.png,images/14-46-01-73-14.png,韩火火,https://www.ijq.tv/mingxing/14446320363374.html,https://image.ijq.tv/201510/12/14-46-01-73-14.png
何杜娟,dujuan He,,汉族,内地,1987-5-18,广东河源市连平县大湖镇,168CM,45KG,A型,巨蟹座,北京电影学院继续教育学院,演员,北京星美千易演艺经纪有限公司,何杜娟的新浪微博,《大明嫔妃》,搭档刘烨,https://image.ijq.tv/201510/12/10-46-41-73-10.jpg,images/10-46-41-73-10.jpg,何杜娟,https://www.ijq.tv/mingxing/14446179673373.html,https://image.ijq.tv/201510/12/10-46-41-73-10.jpg
王禛,wang zhen,,汉族,内地,1986-4-17,河南郑州,163CM,45KG,B型,白羊座,北京电影学院,演员,,,《新甘十九妹》,李小晶,https://image.ijq.tv/201510/12/10-29-46-76-14.png,images/10-29-46-76-14.png,王禛,https://www.ijq.tv/mingxing/14446169683372.html,https://image.ijq.tv/201510/12/10-29-46-76-14.png
李小晶,summer,,汉族,内地,1984-11-23,辽宁鞍山,165CM,49KG,B型,双子座,重庆大学美视电影学院,演员,,李小晶的新浪微博,《新甘十九妹》,袁姗姗 雷佳音,https://image.ijq.tv/201510/12/10-15-17-56-14.png,images/10-15-17-56-14.png,李小晶,https://www.ijq.tv/mingxing/14446156453371.html,https://image.ijq.tv/201510/12/10-15-17-56-14.png
那威,,叶赫那拉·声威,满族,内地,1968-5-6,吉林长春,172CM,78KG,A型,金牛座,北京星泽国际影视文化有限公司,演员,北京星泽国际影视文化有限公司,那威的新浪微博,《新婚公寓》,,https://image.ijq.tv/201510/10/15-22-48-32-12.jpg,images/15-22-48-32-12.jpg,那威,https://www.ijq.tv/mingxing/14444617483368.html,https://image.ijq.tv/201510/10/15-22-48-32-12.jpg
丁洋,,"丁莉,丁丁",汉族,内地,1983-12-6,北京,162CM,49KG,A型,双子座,首都师范大学艺术学院,演员,君为天美,丁洋的新浪微博,《关中枪声》《天天有喜》《猎刃》,搭档柯蓝,https://image.ijq.tv/201510/10/14-53-29-40-12.jpg,images/14-53-29-40-12.jpg,丁洋,https://www.ijq.tv/mingxing/14444599153367.html,https://image.ijq.tv/201510/10/14-53-29-40-12.jpg
潘彦妃,Teresa,彦妃,汉族,内地,1987-11-13,上海,165CM,50KG,A型,白羊座,中央广播电视大学,"演员,模特",,潘彦妃的新浪微博,《新婚公寓》,,https://image.ijq.tv/201510/10/14-37-49-81-12.jpg,images/14-37-49-81-12.jpg,潘彦妃,https://www.ijq.tv/mingxing/14444590503366.html,https://image.ijq.tv/201510/10/14-37-49-81-12.jpg
张晶晶,Zhang Jingjing,,汉族,内地,1983-3-18,吉林省通化市,166CM,48KG,A型,白羊座,北京电影学院表演系,演员,,,《上将洪学智》,,https://image.ijq.tv/201510/10/10-33-35-23-14.jpg,images/10-33-35-23-14.jpg,张晶晶,https://www.ijq.tv/mingxing/14444443983365.html,https://image.ijq.tv/201510/10/10-33-35-23-14.jpg
