中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
单禹豪,Henry,豪豪,汉族,内地,2015-1-9,上海,150CM,20KG,,水瓶座,,演员,,单禹豪的新浪微博,《放开我北鼻》,黄景瑜 陈学冬 王嘉尔,https://image.ijq.tv/201908/19/10-52-54-80-46.jpg,images/10-52-54-80-46.jpg,单禹豪,https://www.ijq.tv/mingxing/15661831636253.html,https://image.ijq.tv/201908/19/10-52-54-80-46.jpg
韩张,,,汉族,内地,1986-1-5,沈阳,180CM,65KG,,魔羯座,北京电影学院,演员,希世纪影视,韩张的新浪微博,《格子间女人》《激战》《露水红颜》《青春的力量》,唐嫣 吴卓羲 莫小棋 刘浠希,https://image.ijq.tv/201908/19/10-52-17-77-47.png,images/10-52-17-77-47.png,韩张,https://www.ijq.tv/mingxing/15661826076254.html,https://image.ijq.tv/201908/19/10-52-17-77-47.png
赵玲琪,,赵玲祺,汉族,内地,,,165CM,70KG,,,中央戏剧学院,演员,,赵玲琪的新浪微博,《北京爱情故事》《哥哥姐姐的花样年华》《永不放弃》《儿女的战争》,彭玉 王雅捷 王挺 周扬,https://image.ijq.tv/201908/19/10-24-16-52-47.png,images/10-24-16-52-47.png,赵玲琪,https://www.ijq.tv/mingxing/15661814306252.html,https://image.ijq.tv/201908/19/10-24-16-52-47.png
刘泽群,,,汉族,内地,10-24,,185CM,75KG,,天蝎座,沈阳师范大学,"演员,歌手",东阳欢娱影视文化有限公司,刘泽群的新浪微博,《凤囚凰》《朝歌》《美人为馅》《新笑傲江湖》,杨蓉 吴谨言 白宇 李建,https://image.ijq.tv/201908/19/09-52-42-96-47.png,images/09-52-42-96-47.png,刘泽群,https://www.ijq.tv/mingxing/15661795376251.html,https://image.ijq.tv/201908/19/09-52-42-96-47.png
梁緣,lyna,,汉族,内地,1993-11-16,北京,170CM,46KG,,天蝎座,中国戏曲学院导演系,演员,梁缘同学工作室,梁緣的新浪微博,《听雪楼》《津门飞鹰》《白夜追凶》《战斗吧！弓箭手》,李俊辰 周柏煊,https://image.ijq.tv/201908/16/16-47-57-44-47.png,images/16-47-57-44-47.png,梁緣,https://www.ijq.tv/mingxing/15659451976249.html,https://image.ijq.tv/201908/16/16-47-57-44-47.png
李美君,LMJ,,汉族,内地,7-6,,168CM,48KG,,巨蟹座,云南大学滇池学院,演员,盛策同辉数字科技,李美君的新浪微博,《战斗吧！弓箭手》,李俊辰 周柏煊 陳景煬,https://image.ijq.tv/201908/16/16-17-43-98-47.png,images/16-17-43-98-47.png,李美君,https://www.ijq.tv/mingxing/15659432206248.html,https://image.ijq.tv/201908/16/16-17-43-98-47.png
周翊涛,,,,内地,,湖北,177CM,56KG,,巨蟹座,云南艺术学院,演员,北京理想传媒股份有限公司,周翊涛的新浪微博,《恋爱播放列表》《快乐男声》,王旭东 余佳淼,https://image.ijq.tv/201908/16/15-45-02-72-47.png,images/15-45-02-72-47.png,周翊涛,https://www.ijq.tv/mingxing/15659414806247.html,https://image.ijq.tv/201908/16/15-45-02-72-47.png
章方然,,,汉族,内地,1995-7-29,安徽马鞍山,169CM,48KG,,狮子座,,演员,,章方然的新浪微博,《女大学生宿舍》《神奇旅行社》,余丽 陈可容 东诘翔,https://image.ijq.tv/201908/16/14-47-40-18-47.png,images/14-47-40-18-47.png,章方然,https://www.ijq.tv/mingxing/15659379066245.html,https://image.ijq.tv/201908/16/14-47-40-18-47.png
张雷,David,张溪和,汉族,内地,3-11,天津市和平区,182CM,70KG,B型,双鱼座,谢晋影视艺术学院,演员,华策公司,张雷的新浪微博,《步步惊心》《秦时明月》《女医明妃传》《青丘狐传说》《风中奇缘》,霍建华 刘诗诗 胡歌 蒋劲夫,https://image.ijq.tv/201908/16/14-21-03-30-47.png,images/14-21-03-30-47.png,张雷,https://www.ijq.tv/mingxing/15659364286244.html,https://image.ijq.tv/201908/16/14-21-03-30-47.png
许淇杰,,,汉族,内地,,,178CM,60KG,,,北京电影学院,演员,,,《会考试的猛犸象》《恋爱播放列表》,王旭东 余佳淼,https://image.ijq.tv/201908/16/11-09-38-46-47.png,images/11-09-38-46-47.png,许淇杰,https://www.ijq.tv/mingxing/15659243366242.html,https://image.ijq.tv/201908/16/11-09-38-46-47.png
李沐芷,,,汉族,内地,,,167CM,45KG,,巨蟹座,四川传媒学院,演员,,李沐芷的新浪微博,《恋爱播放列表》,王旭东 余佳淼,https://image.ijq.tv/201908/16/10-32-46-28-47.png,images/10-32-46-28-47.png,李沐芷,https://www.ijq.tv/mingxing/15659227026241.html,https://image.ijq.tv/201908/16/10-32-46-28-47.png
应宝林,,妹大爷,汉族,内地,,,175CM,55KG,A型,水瓶座,,演员,云南爆笑江湖文化传播有限公司,应宝林的新浪微博,《陈翔六点半之重楼别》《陈翔六点半》《湄公河大案》《正阳门下》,毛台 冷檬 陈翔 蘑菇头,https://image.ijq.tv/201908/16/10-01-05-65-47.png,images/10-01-05-65-47.png,应宝林,https://www.ijq.tv/mingxing/15659208076240.html,https://image.ijq.tv/201908/16/10-01-05-65-47.png
蘑菇头,,黄晓飞,汉族,内地,1980-1-6,辽宁,167CM,60KG,,魔羯座,,演员,云南爆笑江湖文化传播有限公司,蘑菇头的新浪微博,《陈翔六点半》《爆笑三人行》《陈翔六点半之重楼别》,毛台 冷檬 应宝林 陈翔,https://image.ijq.tv/201908/16/09-32-43-68-47.png,images/09-32-43-68-47.png,蘑菇头,https://www.ijq.tv/mingxing/15659191166239.html,https://image.ijq.tv/201908/16/09-32-43-68-47.png
夏志卿,,,汉族,内地,,上海,177CM,65KG,,,,演员,,夏志卿的新浪微博,《一不小心爱上你》《爱上女主播》,郝文婷,https://image.ijq.tv/201908/16/09-19-47-35-46.jpg,images/09-19-47-35-46.jpg,夏志卿,https://www.ijq.tv/mingxing/15659183816238.html,https://image.ijq.tv/201908/16/09-19-47-35-46.jpg
谷文泽,Dylan,"文泽,泽泽",汉族,内地,2005-3-9,河北衡水,172CM,60KG,,双鱼座,北京市东城区朝阳门小学,演员,影视表演系,谷文泽的新浪微博,《丛林历险记》《将夜》《艳骨》《封神传奇》《大刀记》,王鹤润 欧阳奋强 钟熠璠 李连杰 范冰冰,https://image.ijq.tv/201908/15/18-16-21-46-47.png,images/18-16-21-46-47.png,谷文泽,https://www.ijq.tv/mingxing/15658641506236.html,https://image.ijq.tv/201908/15/18-16-21-46-47.png
