中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
张国立,,,汉族,内地,1970-01-17,天津市,178CM,70KG,O型,魔羯座,铁路文工团学员班,"演员,电影人,主持人",华谊兄弟,,,https://image.ijq.tv/201406/11/17-54-58-24-7.jpg,images/17-54-58-24-7.jpg,张国立,https://www.ijq.tv/mingxing/25.html,https://image.ijq.tv/201406/11/17-54-58-24-7.jpg,
李小冉,,,汉族,内地,1976-05-08,北京,160CM,48KG,B型,金牛座,北京舞蹈学院,演员,北京星美千易文化经纪有限公司,《像雾像雨又像风》《来不及说我爱你》《凤穿牡丹》《大丈夫》,于和伟,https://image.ijq.tv/201607/12/15-30-07-60-26.jpg,images/15-30-07-60-26.jpg,李小冉,https://www.ijq.tv/mingxing/24.html,https://image.ijq.tv/201607/12/15-30-07-60-26.jpg,李小冉的新浪微博
刘立,,,汉族,内地,1985-09-25,江苏,180CM,65KG,,天秤座,北京电影学院,演员,北京国立常升影视文化传播有限公司,《爱情最美丽》《爱的追踪》《下南洋》,马晓灿,https://image.ijq.tv/201605/06/17-49-50-29-19.png,images/17-49-50-29-19.png,刘立,https://www.ijq.tv/mingxing/22.html,https://image.ijq.tv/201605/06/17-49-50-29-19.png,刘立的新浪微博
宋小莹,Song Xiaoying,,汉族,内地,1990-05-06,山东省枣庄市,169CM,49KG,A型,金牛座,中国传媒大学,演员,北京华谊凯旋文化传媒有限公司,《先结婚后恋爱》《劫梦》《和平启示录》《产科男医生》,,https://image.ijq.tv/201406/11/17-31-25-19-11.jpg,images/17-31-25-19-11.jpg,宋小莹,https://www.ijq.tv/mingxing/23.html,https://image.ijq.tv/201406/11/17-31-25-19-11.jpg,
陶昕然,,,汉族,内地,1986-01-13,湖南,160CM,42KG,O型,魔羯座,天津音乐学院,演员,,《甄嬛传》《胭脂》,何建泽 林继东,https://image.ijq.tv/201406/11/17-03-10-55-12.jpg,images/17-03-10-55-12.jpg,陶昕然,https://www.ijq.tv/mingxing/21.html,https://image.ijq.tv/201406/11/17-03-10-55-12.jpg,陶昕然的新浪微博
马思纯,Sandra,花花、思纯、纯纯、纯兜兜等,回族,内地,1988-03-14,安徽省蚌埠市,171CM,50KG,AB型,双鱼座,中国传媒大学,演员,星美千易文化经纪有限公司,《橙红年代》《爱情最美丽》,刘立,https://image.ijq.tv/201406/11/16-58-28-16-7.jpg,images/16-58-28-16-7.jpg,马思纯,https://www.ijq.tv/mingxing/20.html,https://image.ijq.tv/201406/11/16-58-28-16-7.jpg,马思纯的新浪微博
杨烁,,烁哥,回族,内地,1983-01-02,黑龙江省伊春市,184CM,75KG,B型,魔羯座,中央戏剧学院02级表演本科班,演员,,《大江大河》《花千骨》《刀客家族的女人》《那些年我们正年轻》,佟丽娅,https://image.ijq.tv/201501/20/13-33-23-64-8.jpg,images/13-33-23-64-8.jpg,杨烁,https://www.ijq.tv/mingxing/18.html,https://image.ijq.tv/201501/20/13-33-23-64-8.jpg,
海顿,,,汉族,内地,1971-01-01,北京,178CM,65KG,O型,双子座,北京科技管理大学艺术系,演员,北京昊天纪元影视文化传播公司,《水月洞天》《敌后武工队》《小鬼子走着瞧》,搭档颜丹晨,https://image.ijq.tv/201502/28/15-09-31-13-10.jpg,images/15-09-31-13-10.jpg,海顿,https://www.ijq.tv/mingxing/19.html,https://image.ijq.tv/201502/28/15-09-31-13-10.jpg,
王茜华,,,汉族,内地,1970-10-28,陕西西安,160CM,63KG,A型,天蝎座,上海戏剧学院,演员,,《我在北京挺好的》,沈航 林继东 陶昕然,https://image.ijq.tv/201501/21/10-39-24-75-1.jpg,images/10-39-24-75-1.jpg,王茜华,https://www.ijq.tv/mingxing/16.html,https://image.ijq.tv/201501/21/10-39-24-75-1.jpg,王茜华的新浪微博
果静林,,,满族,内地,,,180CM,75KG,A型,,上海戏剧学院94届表演系,演员,北京新月明天文化传媒有限公司,《生活启示录》《亮剑》,,https://image.ijq.tv/201406/03/12-15-19-61-11.jpg,images/12-15-19-61-11.jpg,果静林,https://www.ijq.tv/mingxing/14.html,https://image.ijq.tv/201406/03/12-15-19-61-11.jpg,
佟丽娅,,"丫丫,丫爷,美丫,小丸子",,内地,1984-08-08,新疆伊犁,160CM,43KG,A型,狮子座,中央戏剧学院,演员,,《传奇大亨》《北京爱情故事》《功夫男友》,陈思诚 杜淳,https://image.ijq.tv/201501/21/10-39-04-34-1.jpg,images/10-39-04-34-1.jpg,佟丽娅,https://www.ijq.tv/mingxing/15.html,https://image.ijq.tv/201501/21/10-39-04-34-1.jpg,佟丽娅的新浪微博
