中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
陈秀丽,Florence Tan、Tan Siew Lee,"大眼睛,小龙女,阿妹,甜姐儿",汉族,内地,1977-6-30,中国福建,164CM,47KG,B型,巨蟹座,,演员,,陈秀丽的新浪微博,《倚天屠龙记》,好友潘淑钦 好友何咏芳 搭档霍思燕,https://image.ijq.tv/201504/16/13-21-42-64-14.png,images/13-21-42-64-14.png,陈秀丽,https://www.ijq.tv/mingxing/1812.html,https://image.ijq.tv/201504/16/13-21-42-64-14.png
刘娜萍,,,汉族,内地,1986-08-17,陕西西安,168CM,45KG,AB型,狮子座,中国歌剧舞剧院,演员,拉风娱乐,,《后宫》《深宫谍影》《唐宫燕》《天天有喜》,密友戴娇倩 搭档蒋毅 搭档谭耀文,https://image.ijq.tv/201504/16/13-11-01-18-14.png,images/13-11-01-18-14.png,刘娜萍,https://www.ijq.tv/mingxing/1810.html,https://image.ijq.tv/201504/16/13-11-01-18-14.png
乔乔,,"乔帮主,乔美妞,乔小宝,乔爷",汉族,内地,1990-6-1,黑龙江大庆市,162CM,40KG,B型,双子座,北京电影学院,演员,北京海馨文化,乔乔的新浪微博,《一不小心爱上你》《另一种灿烂生活》《美人无泪》《少林寺传奇》,搭档张翰,https://image.ijq.tv/201504/16/13-41-07-94-10.jpg,images/13-41-07-94-10.jpg,乔乔,https://www.ijq.tv/mingxing/1814.html,https://image.ijq.tv/201504/16/13-41-07-94-10.jpg
马莹莹,Candice,,满族,内地,1987-9-3,辽宁沈阳,168CM,44KG,AB型,水瓶座,,演员,,,《隋唐英雄3》,,https://image.ijq.tv/201504/16/11-59-04-58-13.jpg,images/11-59-04-58-13.jpg,马莹莹,https://www.ijq.tv/mingxing/1809.html,https://image.ijq.tv/201504/16/11-59-04-58-13.jpg
李思蓓,Zuki,,汉族,内地,9-28,,168CM,48KG,A型,天秤座,,演员,拉风娱乐,,《仙侠剑》,,https://image.ijq.tv/201504/16/11-55-42-87-14.png,images/11-55-42-87-14.png,李思蓓,https://www.ijq.tv/mingxing/1808.html,https://image.ijq.tv/201504/16/11-55-42-87-14.png
张婷婷,fiona,瑶瑶,汉族,内地,8-5,江苏,168CM,47KG,B型,狮子座,,演员,,,《大玉儿传奇》,,https://image.ijq.tv/201504/16/11-47-18-72-13.jpg,images/11-47-18-72-13.jpg,张婷婷,https://www.ijq.tv/mingxing/1806.html,https://image.ijq.tv/201504/16/11-47-18-72-13.jpg
商忆莎,,商忆沙,汉族,内地,11-1,浙江绍兴,162CM,48KG,A型,天蝎座,中央戏剧学院2002级表演本科,"演员,歌手",,,《天天有喜》《新三国演义》,,https://image.ijq.tv/201504/16/11-45-49-18-14.png,images/11-45-49-18-14.png,商忆莎,https://www.ijq.tv/mingxing/1805.html,https://image.ijq.tv/201504/16/11-45-49-18-14.png
刘济恺,Cat,"刘完美,刘淼淼",汉族,内地,1985-9-13,四川成都,182CM,69KG,O型,处女座,中央戏剧学院表演系本科0,"演员,歌手",北京东方飞云国际影视公司,刘济恺的新浪微博,《明珠游龙》《美人三嫁》《烽火姻缘》《假凤虚凰》,搭档陈键锋,https://image.ijq.tv/201504/16/11-54-08-23-10.jpg,images/11-54-08-23-10.jpg,刘济恺,https://www.ijq.tv/mingxing/1807.html,https://image.ijq.tv/201504/16/11-54-08-23-10.jpg
牟星,,,汉族,内地,1987-12-18,山东临沂,172CM,48KG,O型,天蝎座,上海师范大学谢晋影视艺术学院,演员,,牟星的新浪微博,《大玉儿传奇》,搭档刘猛 搭档孙俪 搭档傅程鹏,https://image.ijq.tv/201504/16/11-35-17-94-13.jpg,images/11-35-17-94-13.jpg,牟星,https://www.ijq.tv/mingxing/1804.html,https://image.ijq.tv/201504/16/11-35-17-94-13.jpg
吕夏葳,,吕夏,汉族,内地,1982-6-28,安徽,168CM,50KG,B型,巨蟹座,中央戏剧学院表演系2001级,演员,,吕夏葳的新浪微博,《生存之民工》《嫁个老公过日子》《抹布女也有春天》,,https://image.ijq.tv/201805/21/10-46-03-72-10.jpg,images/10-46-03-72-10.jpg,吕夏葳,https://www.ijq.tv/mingxing/1802.html,https://image.ijq.tv/201805/21/10-46-03-72-10.jpg
