中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
晁然,,晁雪薇,汉族,内地,1992-3-1日,湖北武汉,171CM,48KG,AB型,双鱼座,中国传媒大学,"演员,模特",,晁然的新浪微博,《最好的我们》《光年》,谭松韵,https://image.ijq.tv/201703/20/11-55-59-87-19.png,images/11-55-59-87-19.png,晁然,https://www.ijq.tv/mingxing/14899820684190.html,https://image.ijq.tv/201703/20/11-55-59-87-19.png
王永泉,,二爷,汉族,内地,1961-8-21,山东省,174CM,68KG,O型,处女座,,演员,山东烟台市歌舞剧院,,《琅琊榜》《北平无战事》《闯关东》《欢乐颂》《他来了请闭眼》,搭档胡歌 搭档靳东,https://image.ijq.tv/201703/20/11-44-58-56-10.jpg,images/11-44-58-56-10.jpg,王永泉,https://www.ijq.tv/mingxing/14899814894192.html,https://image.ijq.tv/201703/20/11-44-58-56-10.jpg
杨逸飞,Aro Yang,猛主播,汉族,内地,1990-1-15,湖南湘西,182CM,70KG,O型,魔羯座,,"演员,主持人",爱奇艺,杨逸飞的新浪微博,《我的奇妙男友》《娱乐猛回头》,吴晓敏,https://image.ijq.tv/201703/18/14-18-22-84-19.png,images/14-18-22-84-19.png,杨逸飞,https://www.ijq.tv/mingxing/14898178814189.html,https://image.ijq.tv/201703/18/14-18-22-84-19.png
杨之楹,,,汉族,内地,1994-1-24,美国,168CM,45KG,A型,水瓶座,印第安纳大学伯明顿分校,"演员,模特",星力天际,杨之楹的新浪微博,《极品模王》《恶魔少爷别吻我》,,https://image.ijq.tv/201703/18/13-17-44-41-19.png,images/13-17-44-41-19.png,杨之楹,https://www.ijq.tv/mingxing/14898142444188.html,https://image.ijq.tv/201703/18/13-17-44-41-19.png
陈思宇,,"果果,思宇果果",汉族,内地,1990-6-8,北京,178CM,65KG,A型,金牛座,北京电影学院,演员,,陈思宇的新浪微博,《天才J》《微能力者》《四海流云》,黄千硕,https://image.ijq.tv/201703/17/13-49-52-86-34.jpg,images/13-49-52-86-34.jpg,陈思宇,https://www.ijq.tv/mingxing/14897295424186.html,https://image.ijq.tv/201703/17/13-49-52-86-34.jpg
黄千硕,,,壮族,内地,6-7,北京,180CM,70KG,A型,巨蟹座,,"演员,模特",,黄千硕的新浪微博,《美人为馅》《想念夏明夕》《超级小郎中》《刺客列传2》,查杰,https://image.ijq.tv/201703/16/15-03-37-74-34.jpg,images/15-03-37-74-34.jpg,黄千硕,https://www.ijq.tv/mingxing/14896477644185.html,https://image.ijq.tv/201703/16/15-03-37-74-34.jpg
符龙飞,Jason,,汉族,内地,1988-5-21,广东湛江,180CM,70KG,A型,双子座,广州艺术学院,"演员,歌手",奇幻创想,符龙飞的新浪微博,《Survivor幸存者》《JL》《恶魔少爷别吻我》,罗云熙,https://image.ijq.tv/201703/16/11-10-03-10-34.jpg,images/11-10-03-10-34.jpg,符龙飞,https://www.ijq.tv/mingxing/14896337194184.html,https://image.ijq.tv/201703/16/11-10-03-10-34.jpg
岳秀清,,,汉族,内地,1978-3-22,北京,165CM,48KG,AB型,白羊座,,演员,北京紫微星空文化传媒有限公司,岳秀清的新浪微博,《天下第一楼》《茶馆》《人民的名义》,吴刚,https://image.ijq.tv/201703/16/10-54-12-55-19.png,images/10-54-12-55-19.png,岳秀清,https://www.ijq.tv/mingxing/14896328314183.html,https://image.ijq.tv/201703/16/10-54-12-55-19.png
冯雪雅,,雪儿,汉族,内地,2011-10-29,浙江,150CM,,A型,天蝎座,,"演员,模特",,冯雪雅的新浪微博,《放开我北鼻》《三生三世十里桃花》,周嘉诚 李亦航,https://image.ijq.tv/201703/15/16-14-55-85-34.jpg,images/16-14-55-85-34.jpg,冯雪雅,https://www.ijq.tv/mingxing/14895656814182.html,https://image.ijq.tv/201703/15/16-14-55-85-34.jpg
王姿允,Rain,,汉族,内地,1989-1-14,上海,167CM,47KG,A型,魔羯座,上海师范大学谢晋影视艺术学院,演员,上海世像文化传媒有限公司,王姿允的新浪微博,《陈二狗的妖孽人生》《校花的贴身高手》《球爱酒吧》《股疯2015》,樊野,https://image.ijq.tv/201703/15/13-14-48-50-34.jpg,images/13-14-48-50-34.jpg,王姿允,https://www.ijq.tv/mingxing/14895546734181.html,https://image.ijq.tv/201703/15/13-14-48-50-34.jpg
敖子逸,,,汉族,内地,2002-12-25,重庆,150CM,,A型,魔羯座,,歌手,北京时代峰峻文化艺术发展有限公司,敖子逸的新浪微博,《TF少年GO》,丁程鑫,https://image.ijq.tv/201703/14/14-26-55-72-34.jpg,images/14-26-55-72-34.jpg,敖子逸,https://www.ijq.tv/mingxing/14894727754180.html,https://image.ijq.tv/201703/14/14-26-55-72-34.jpg
李恩晟,ensheng Li,,汉族,内地,1993-3-21,北京朝阳区,175CM,67KG,O型,双子座,北京电影学院,演员,,李恩晟的新浪微博,《三生三世十里桃花》,杨幂 于朦胧,https://image.ijq.tv/201703/14/14-03-10-27-10.jpg,images/14-03-10-27-10.jpg,李恩晟,https://www.ijq.tv/mingxing/14894713814179.html,https://image.ijq.tv/201703/14/14-03-10-27-10.jpg
黄鹤立,HUANG,,汉族,内地,1989-10-30,北京,185CM,65KG,A型,天蝎座,伦敦艺术大学,"演员,模特",芒果影视,黄鹤立的新浪微博,《三里屯的朋友圈》《不一样的美男子2》,卜冠之 崔绍涵,https://image.ijq.tv/201703/10/14-29-25-66-34.jpg,images/14-29-25-66-34.jpg,黄鹤立,https://www.ijq.tv/mingxing/14891231274177.html,https://image.ijq.tv/201703/10/14-29-25-66-34.jpg
卜冠之,,,汉族,内地,1989-12-7,四川成都,181CM,65KG,O型,射手座,上海戏剧学院表演系本科,演员,幸福蓝海影视文化集团,卜冠之的新浪微博,《警校生》《热血码头》《爱你万缕千丝》《红色青橄榄》《三里屯的朋友圈》,黄鹤立,https://image.ijq.tv/201703/10/11-05-37-41-34.jpg,images/11-05-37-41-34.jpg,卜冠之,https://www.ijq.tv/mingxing/14891151164175.html,https://image.ijq.tv/201703/10/11-05-37-41-34.jpg
盛子铭,,,汉族,内地,1991-11-4,天津市,182CM,62KG,A型,天蝎座,中央戏剧学院,演员,枫铭艺影视经纪有限公司,盛子铭的新浪微博,《黄海怀》《美人制造》,张云龙 窦骁,https://image.ijq.tv/201703/10/10-54-30-51-26.jpg,images/10-54-30-51-26.jpg,盛子铭,https://www.ijq.tv/mingxing/14891144214176.html,https://image.ijq.tv/201703/10/10-54-30-51-26.jpg
栾元晖,MAX,栾天,汉族,内地,1978-5-5,黑龙江,180CM,72KG,O型,巨蟹座,中央戏剧学院导演系,演员,星璨演艺公司,栾元晖的新浪微博,《分手大师》《空中花园谋杀案》《一号目标》《煮妇也疯狂》,黄轩 邓超,https://image.ijq.tv/201703/10/09-25-15-85-10.jpg,images/09-25-15-85-10.jpg,栾元晖,https://www.ijq.tv/mingxing/14891090984174.html,https://image.ijq.tv/201703/10/09-25-15-85-10.jpg
卢沁希,audrey,,汉族,内地,1992-9-11,湖南,164CM,42KG,B型,处女座,北京电影学院,演员,年轮映画（北京）文化传媒有限公司,卢沁希的新浪微博,《画心师》《天师伏魔2弑魂》《诡眼纹身》《光棍儿进城》,窦骁 林更新,https://image.ijq.tv/201703/09/16-08-47-90-26.jpg,images/16-08-47-90-26.jpg,卢沁希,https://www.ijq.tv/mingxing/14890468394173.html,https://image.ijq.tv/201703/09/16-08-47-90-26.jpg
刘奕畅,,,汉族,内地,1999-10-24,内蒙古呼伦贝尔,180CM,63KG,A型,天蝎座,上海戏剧学院表演系,演员,影力娱乐,刘奕畅的新浪微博,《摆渡人》,贾玲,https://image.ijq.tv/201703/09/15-50-02-19-34.jpg,images/15-50-02-19-34.jpg,刘奕畅,https://www.ijq.tv/mingxing/14890421924172.html,https://image.ijq.tv/201703/09/15-50-02-19-34.jpg
蒋羽熙,,"阿宅,十三妹,小阿宅,蒋熊猫,葫芦娃",汉族,内地,2000-2-18,山西省大同市,171CM,47KG,O型,水瓶座,沈阳音乐附属中学,"演员,歌手",,蒋羽熙的新浪微博,《女神啾啾啾》《男神女神第二季》《不一样的美男子2》,,https://image.ijq.tv/201703/09/14-49-28-60-19.png,images/14-49-28-60-19.png,蒋羽熙,https://www.ijq.tv/mingxing/14890421454171.html,https://image.ijq.tv/201703/09/14-49-28-60-19.png
马月,,,汉族,内地,1996-2-11,北京,165CM,45KG,O型,水瓶座,北京电影学院,演员,果然娱乐,马月的新浪微博,《醉玲珑》《奇葩诡探》,刘诗诗 陈伟霆,https://image.ijq.tv/201703/08/14-58-40-59-26.jpg,images/14-58-40-59-26.jpg,马月,https://www.ijq.tv/mingxing/14889562744169.html,https://image.ijq.tv/201703/08/14-58-40-59-26.jpg
宣言,,,汉族,内地,1989-6-9,河北省,178CM,60KG,O型,双子座,中央戏剧学院,演员,大象传媒,宣言的新浪微博,《真爱背后》《女子特案组》《转身说爱你》《特种部队之热血尖兵》,王紫逸 张宁江,https://image.ijq.tv/201703/08/13-34-10-66-10.jpg,images/13-34-10-66-10.jpg,宣言,https://www.ijq.tv/mingxing/14889495664168.html,https://image.ijq.tv/201703/08/13-34-10-66-10.jpg
邓恩熙,,,汉族,内地,2005-4-18,重庆,166CM,45KG,AB型,巨蟹座,重庆渝北区东和春天实验学校,演员,时代俊峰影视部,邓恩熙的新浪微博,《我们的少年时代》《之华》《嫌疑人x的献身》,苏有朋 林心如,https://image.ijq.tv/201703/08/11-19-18-67-19.png,images/11-19-18-67-19.png,邓恩熙,https://www.ijq.tv/mingxing/14889431344165.html,https://image.ijq.tv/201703/08/11-19-18-67-19.png
白茹,ruby,"Ru Bai,白娘子",汉族,内地,1988-6-14,上海,170CM,48KG,A型,双子座,上海电影艺术学院,演员,,白茹的新浪微博,《冷风暴》《巴啦啦小魔仙大电影》《金牌律师》,周渝民 胡冰卿,https://image.ijq.tv/201703/08/10-30-53-22-26.jpg,images/10-30-53-22-26.jpg,白茹,https://www.ijq.tv/mingxing/14889401874166.html,https://image.ijq.tv/201703/08/10-30-53-22-26.jpg
薛泽源,Aaron,,汉族,内地,1998-9-9,陕西榆林市绥德县,186CM,70KG,A型,处女座,中央戏剧学院（2016级在读）,演员,,薛泽源的新浪微博,《愿有人陪你颠沛流离》,孔垂楠 海铃,https://image.ijq.tv/201703/08/09-19-57-88-34.jpg,images/09-19-57-88-34.jpg,薛泽源,https://www.ijq.tv/mingxing/14889359114163.html,https://image.ijq.tv/201703/08/09-19-57-88-34.jpg
索笑坤,,索枭坤,汉族,内地,1990-11-6,北京,178CM,52KG,A型,射手座,浙江传媒学院,演员,,索笑坤的新浪微博,《武动乾坤》,杨洋,https://image.ijq.tv/201703/07/16-56-07-51-19.png,images/16-56-07-51-19.png,索笑坤,https://www.ijq.tv/mingxing/14888769554162.html,https://image.ijq.tv/201703/07/16-56-07-51-19.png
黄晋琨,,"黄琨,阿炯哥哥",汉族,内地,10-31,,180CM,67KG,A型,天蝎座,北京舞蹈学院音乐剧系,"演员,主持人",,黄晋琨的新浪微博,《狂奔蚂蚁》《夏至未至》《结婚指标》,郑爽 陈学东,https://image.ijq.tv/201703/07/16-18-46-61-26.jpg,images/16-18-46-61-26.jpg,黄晋琨,https://www.ijq.tv/mingxing/14888746024161.html,https://image.ijq.tv/201703/07/16-18-46-61-26.jpg
黄婧,Serina,洋洋,,内地,09-29,黑龙江,170CM,49KG,A型,天秤座,上海戏剧学院,演员,北京安瑞影视文化传媒,黄婧的新浪微博,《蚀之江枫渔火》《外滩的钟声》《漂洋过海来看你》《放弃我抓紧我》,朱亚文,https://image.ijq.tv/201703/07/14-47-31-13-26.jpg,images/14-47-31-13-26.jpg,黄婧,https://www.ijq.tv/mingxing/14888645884160.html,https://image.ijq.tv/201703/07/14-47-31-13-26.jpg
杜十五,,,汉族,内地,,北京,169CM,49KG,A型,处女座,重庆大学美视电影学院,演员,,杜十五的新浪微博,《非法生活》《闯情关》,朱亚文,https://image.ijq.tv/201703/07/10-58-35-14-26.jpg,images/10-58-35-14-26.jpg,杜十五,https://www.ijq.tv/mingxing/14888553454159.html,https://image.ijq.tv/201703/07/10-58-35-14-26.jpg
陶泽如,Zeru Tao,,汉族,内地,1953-12-7,南京,178CM,65KG,A型,射手座,南京艺术学院戏剧系,演员,,,《黑洞生》《存之民工》《雾柳镇》《杀虎口》《最爱》,,https://image.ijq.tv/201703/07/09-52-43-44-19.png,images/09-52-43-44-19.png,陶泽如,https://www.ijq.tv/mingxing/14888515154158.html,https://image.ijq.tv/201703/07/09-52-43-44-19.png
陈奕龙,,小龙,满族,内地,1988-5-27,湖南,181CM,70KG,,双子座,解放军艺术学院,演员,中国人民解放军八一电影制片厂,陈奕龙的新浪微博,《里耶睡美人》《鹰舞剑锋》《新雪豹》《恋歌》《星光都市》《春风十里不如你》,,https://image.ijq.tv/201703/06/13-15-03-75-19.png,images/13-15-03-75-19.png,陈奕龙,https://www.ijq.tv/mingxing/14887772664157.html,https://image.ijq.tv/201703/06/13-15-03-75-19.png
