中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
李成儒,Chengru Li,,汉族,内地,1954-11-25,北京,180CM,70KG,B型,射手座,北京景山学校,演员,北京九彩虹文化传媒有限公司,《过把瘾》《东边日出西边雨》《重案六组》《清网行动》,,https://image.ijq.tv/201412/09/13-53-33-13-7.jpg,images/13-53-33-13-7.jpg,李成儒,https://www.ijq.tv/mingxing/666.html,https://image.ijq.tv/201412/09/13-53-33-13-7.jpg,
韩青,Han Qing,,汉族,内地,1969-7-22,北京,180CM,72KG,B型,巨蟹座,中央戏剧学院,演员,北京叁贵国际传媒有限公司,《还是夫妻》《赌王风云》《谈判冤家》《清网行动》《战鼓擂》,黄磊 汪俊,https://image.ijq.tv/201608/02/13-23-51-21-26.jpg,images/13-23-51-21-26.jpg,韩青,https://www.ijq.tv/mingxing/664.html,https://image.ijq.tv/201608/02/13-23-51-21-26.jpg,韩青的新浪微博
成毅,Chengyi,,汉族,内地,1990-5-17,湖南怀化,180CM,67KG,AB型,金牛座,中央戏剧学院,演员,星汇天姬影视传媒有限公司,《女生宿舍风雷急》《诡爱》《原谅我，来不及爱你》《非法操作》,搭档刘烨,https://www.ijq.tv/file/upload/202009/20/17-18-25-58-1.png,images/17-18-25-58-1.png,成毅,https://www.ijq.tv/mingxing/665.html,https://www.ijq.tv/file/upload/202009/20/17-18-25-58-1.png,
潘丹,Panda,丹丹、潘小丹,汉族,内地,3-9号,湖南湘潭,166CM,45KG,AB型,天秤座,湖南师范大学,主持人,,《爱在春天》,,https://image.ijq.tv/201412/08/16-54-55-82-11.jpg,images/16-54-55-82-11.jpg,潘丹,https://www.ijq.tv/mingxing/663.html,https://image.ijq.tv/201412/08/16-54-55-82-11.jpg,
吴佩慈,Pace Wu,九头身美少女,汉族,内地,1978-10-4,中国台湾 新北市汐止区,170CM,49KG,B型,天秤座,天主教辅仁大学哲学系,"演员,歌手",,《杜拉拉升职记》《一夜惊喜》《夜幕惊魂》,男友纪晓波 好友徐熙媛 好友徐熙娣 好友范玮琪,https://image.ijq.tv/201911/22/16-47-38-32-47.png,images/16-47-38-32-47.png,吴佩慈,https://www.ijq.tv/mingxing/662.html,https://image.ijq.tv/201911/22/16-47-38-32-47.png,吴佩慈的新浪微博
熊黛林,Lynn Hung,"熊熊,阿Lynn",汉族,内地,1980-10-10（农历：九-初二）,江苏南京,178CM,55KG,B型,天秤座,苏州大学,"演员,其他",,《叶问》《我的野蛮女友2》《拜金女王》,搭档郑中基 搭档吴君如 搭档毛舜筠,https://image.ijq.tv/201412/08/16-14-11-80-14.jpg,images/16-14-11-80-14.jpg,熊黛林,https://www.ijq.tv/mingxing/661.html,https://image.ijq.tv/201412/08/16-14-11-80-14.jpg,熊黛林的新浪微博
叶一茜,,叶茜,汉族,内地,1984-9-3,福建省南平市政和县,170CM,47KG,A型,,北京电影学院03级高职学院表演系,"演员,歌手",东方风行,《爱情十二元素》《想你的笑》,丈夫田亮 女儿田雨橙 搭档刘亦菲,https://image.ijq.tv/201412/08/16-03-43-70-14.jpg,images/16-03-43-70-14.jpg,叶一茜,https://www.ijq.tv/mingxing/660.html,https://image.ijq.tv/201412/08/16-03-43-70-14.jpg,
莫文蔚,Karen Mok,,汉族,内地,1970-6-2,中国香港,166CM,48KG,O型,巨蟹座,英国伦敦大学,"演员,歌手",環球唱片,《喜剧之王》《食神》,父亲莫天赐 母亲何敏仪 好友任贤齐 好友黄贯中 搭档陈奕迅 搭档吴佩慈 搭档杜汶泽,https://image.ijq.tv/201412/08/15-21-51-43-11.jpg,images/15-21-51-43-11.jpg,莫文蔚,https://www.ijq.tv/mingxing/659.html,https://image.ijq.tv/201412/08/15-21-51-43-11.jpg,
蓝正龙,BLUE,,汉族,内地,1979-03-01,台湾宜兰县,180CM,70KG,O型,双鱼座,华夏工专机械科,演员,比武制作，北京保利博纳,《偷心大圣》《冷风过境》《斗鱼》,旧爱徐熙媛 搭档周秀娜,https://image.ijq.tv/201412/08/13-39-35-96-12.jpg,images/13-39-35-96-12.jpg,蓝正龙,https://www.ijq.tv/mingxing/657.html,https://image.ijq.tv/201412/08/13-39-35-96-12.jpg,蓝正龙的新浪微博
付曼,,,汉族,内地,1992-6-10,湖北武汉,168CM,46KG,O型,处女座,北京电影学院,演员,,《笔仙惊魂》《野鸭子2》《暗警 》《笔仙惊魂3》,,https://image.ijq.tv/201412/08/13-46-40-19-11.jpg,images/13-46-40-19-11.jpg,付曼,https://www.ijq.tv/mingxing/658.html,https://image.ijq.tv/201412/08/13-46-40-19-11.jpg,
