中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
王路,,,汉族,内地,1990-12-24,湖南岳阳,181CM,75KG,A型,白羊座,,演员,,《神犬小七》,,https://image.ijq.tv/201507/22/16-38-05-13-11.jpg,images/16-38-05-13-11.jpg,王路,https://www.ijq.tv/mingxing/2874.html,https://image.ijq.tv/201507/22/16-38-05-13-11.jpg,
王建福,,"王晓明,小明明",汉族,内地,1984-7-15,天津市,179CM,65KG,B型,巨蟹座,中央戏剧学院表演系,演员,北京世纪众和影视文化有限公司,《神犬小七》,,https://image.ijq.tv/201507/22/16-14-28-44-11.jpg,images/16-14-28-44-11.jpg,王建福,https://www.ijq.tv/mingxing/2873.html,https://image.ijq.tv/201507/22/16-14-28-44-11.jpg,王建福的新浪微博
杜旭东,xudong Du,,汉族,内地,1956-1-7,北京市,167CM,70KG,A型,魔羯座,解放军艺术学院|中央美术学院,演员,中国人民解放军海政电视艺术中心,《神医喜来乐》《大宅门》《有话好好说》,搭档潘长江 搭档海顿,https://image.ijq.tv/201507/22/16-00-45-14-10.jpg,images/16-00-45-14-10.jpg,杜旭东,https://www.ijq.tv/mingxing/2872.html,https://image.ijq.tv/201507/22/16-00-45-14-10.jpg,
赵鸿飞,Zhao hongfei,鸿飞,汉族,内地,1978-7-9,天津,177CM,52KG,B型,巨蟹座,北京电影学院,演员,,《情剑》《孝庄秘史》《三十里铺》,谢霆锋,https://image.ijq.tv/201507/22/15-41-45-76-8.jpg,images/15-41-45-76-8.jpg,赵鸿飞,https://www.ijq.tv/mingxing/2871.html,https://image.ijq.tv/201507/22/15-41-45-76-8.jpg,赵鸿飞的新浪微博
鲁昕儿,,"鲁昕,昕儿",汉族,内地,1985-9-17,北京,167CM,48KG,B型,金牛座,北京电影学院,"演员,歌手,模特",,《拥抱星星的月亮》,,https://image.ijq.tv/201507/22/15-19-15-76-11.jpg,images/15-19-15-76-11.jpg,鲁昕儿,https://www.ijq.tv/mingxing/2869.html,https://image.ijq.tv/201507/22/15-19-15-76-11.jpg,鲁昕儿的新浪微博
郭广平,guoguangping,,汉族,内地,1971-8-24,安徽合肥,180CM,67KG,A型,处女座,解放军艺术学院戏剧系,演员,南京军区政治部前线文工团,《人间正道是沧桑》《决战南京》《勇者无敌》,搭档林永健,https://image.ijq.tv/201507/22/15-09-38-56-10.jpg,images/15-09-38-56-10.jpg,郭广平,https://www.ijq.tv/mingxing/2870.html,https://image.ijq.tv/201507/22/15-09-38-56-10.jpg,郭广平的新浪微博
刘晓靓,liu xiao liang,小亮,汉族,内地,1982-9-20,上海黄浦区,166CM,47KG,B型,双子座,上海戏剧学院,演员,上海话剧艺术中心,《金锁记》《上海心情》《江湖俏佳人》《英雄祭》,蒋年伦,https://image.ijq.tv/201507/22/14-48-36-53-16.png,images/14-48-36-53-16.png,刘晓靓,https://www.ijq.tv/mingxing/2868.html,https://image.ijq.tv/201507/22/14-48-36-53-16.png,刘晓靓的新浪微博
廖景萱,Sekinbg,萱萱,汉族,内地,1988-10-15,四川省宜宾市长宁县,164CM,49KG,B型,天秤座,四川音乐学院,演员,,《巴啦啦小魔仙》,雨婷儿,https://image.ijq.tv/201507/22/11-34-31-87-14.png,images/11-34-31-87-14.png,廖景萱,https://www.ijq.tv/mingxing/2867.html,https://image.ijq.tv/201507/22/11-34-31-87-14.png,
宋嘉豪,,嘉豪、帅豪豪,汉族,内地,1983-9-3,北京,181CM,65KG,B型,天秤座,中央戏剧学院,演员,东方旌旗文化传播有限公司,《半夜叫你别回头》,,https://image.ijq.tv/201507/22/11-31-43-24-13.jpg,images/11-31-43-24-13.jpg,宋嘉豪,https://www.ijq.tv/mingxing/2866.html,https://image.ijq.tv/201507/22/11-31-43-24-13.jpg,
夏德俊,XiaDeJun,小俊,汉族,内地,1981年 07月02日,辽宁省沈阳市,179CM,68KG,A型,巨蟹座,中国传媒大学北京广播学院,演员,,《神探狄仁杰5》《新不了情》《秋收起义》,梁冠林,https://image.ijq.tv/201507/22/11-20-46-10-16.png,images/11-20-46-10-16.png,夏德俊,https://www.ijq.tv/mingxing/2865.html,https://image.ijq.tv/201507/22/11-20-46-10-16.png,夏德俊的新浪微博
