中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
尤勇,,,汉族,内地,1963-12-13,陕西西安,180CM,67KG,B型,射手座,上海戏剧学院,演员,,《大家族》《紧急迫降》《天下无贼》《后海不是海》,,https://image.ijq.tv/201504/03/11-43-09-30-14.png,images/11-43-09-30-14.png,尤勇,https://www.ijq.tv/mingxing/1648.html,https://image.ijq.tv/201504/03/11-43-09-30-14.png,
熊睿玲,,,维吾尔族,内地,1972-7-31,新疆阿勒泰市,168CM,52KG,AB型,狮子座,四川人民艺术剧院,演员,四川人民艺术剧院,《后海不是海》《十指连心》《身份的证明》《许茂和他的女儿们》,,https://image.ijq.tv/201504/03/11-28-40-76-14.png,images/11-28-40-76-14.png,熊睿玲,https://www.ijq.tv/mingxing/1647.html,https://image.ijq.tv/201504/03/11-28-40-76-14.png,
石琳,Irene,,汉族,内地,6-23,北京,166CM,50KG,A型,巨蟹座,解放军艺术学院、北大艺术系,演员,,《后海不是海》《人间风雨情》《爱谁谁》,,https://image.ijq.tv/201504/03/11-20-51-90-14.png,images/11-20-51-90-14.png,石琳,https://www.ijq.tv/mingxing/1646.html,https://image.ijq.tv/201504/03/11-20-51-90-14.png,
陈语安,Katie Chen Yuan,陈楷婷,汉族,内地,1992-8-12,台北市,158CM,39KG,AB型,狮子座,台湾世新大学,"演员,模特",台北贤叔辑娱乐,《听见幸福》《等一个人咖啡》,好友林舒语 搭档炎亚纶 搭档周杰伦,https://image.ijq.tv/201712/08/14-16-01-62-39.jpg,images/14-16-01-62-39.jpg,陈语安,https://www.ijq.tv/mingxing/1645.html,https://image.ijq.tv/201712/08/14-16-01-62-39.jpg,陈语安的新浪微博
顾璇,,,汉族,内地,11-13,北京,170CM,49KG,B型,天蝎座,中央戏剧学院表演系,"演员,歌手",华谊兄弟,《两生花》,,https://image.ijq.tv/201706/01/11-29-40-97-26.jpg,images/11-29-40-97-26.jpg,顾璇,https://www.ijq.tv/mingxing/1643.html,https://image.ijq.tv/201706/01/11-29-40-97-26.jpg,顾璇的新浪微博
李绍祥,Sean,邵翔,汉族,内地,1982-4-7,台北市,184CM,72KG,B型,白羊座,,"演员,歌手",,《终极三国》《求婚事务所》《恶作剧之吻》,,https://image.ijq.tv/201504/02/15-02-20-49-16.jpg,images/15-02-20-49-16.jpg,李绍祥,https://www.ijq.tv/mingxing/1644.html,https://image.ijq.tv/201504/02/15-02-20-49-16.jpg,李绍祥的新浪微博
洪剑涛,,,回族,内地,1965-11-13,中国北京市,170CM,66KG,A型,天蝎座,解放军艺术学院,演员,百娱传媒股份有限公司,《炊事班的故事》《派出所的故事》《岁月如金》《皮五传奇》,搭档周小斌 搭档姜超,https://image.ijq.tv/201504/02/14-47-07-16-8.jpg,images/14-47-07-16-8.jpg,洪剑涛,https://www.ijq.tv/mingxing/1642.html,https://image.ijq.tv/201504/02/14-47-07-16-8.jpg,洪剑涛的新浪微博
张洪杰,,,汉族,内地,1945-3-20,吉林省公主岭市,,82KG,B型,双鱼座,吉林省曲艺团,演员,,《幸福越走越近》,,https://image.ijq.tv/201504/02/14-34-26-34-13.jpg,images/14-34-26-34-13.jpg,张洪杰,https://www.ijq.tv/mingxing/1641.html,https://image.ijq.tv/201504/02/14-34-26-34-13.jpg,
韩兆,,,汉族,内地,1969-1-15,河北省石家庄市井陉县,181CM,64KG,O型,魔羯座,,演员,河北省武警文工团,《幸福越走越近》,,https://image.ijq.tv/201504/02/14-20-10-68-13.jpg,images/14-20-10-68-13.jpg,韩兆,https://www.ijq.tv/mingxing/1640.html,https://image.ijq.tv/201504/02/14-20-10-68-13.jpg,韩兆的新浪微博
张墨锡,vera zhang,,汉族,内地,1988-11-27,,166CM,42KG,B型,射手座,中央戏剧学院,演员,北京叁贵国际传媒有限公司,《阳光警察》《让生活充满阳光》《战长沙》,王茗,https://image.ijq.tv/201504/02/14-18-33-90-8.jpg,images/14-18-33-90-8.jpg,张墨锡,https://www.ijq.tv/mingxing/1639.html,https://image.ijq.tv/201504/02/14-18-33-90-8.jpg,张墨锡的新浪微博
