中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
沈英,,,壮族,内地,1987-11-9,四川南充,,,A型,天蝎座,,演员,,《布袋和尚新传》,,https://image.ijq.tv/201504/30/10-32-06-90-14.png,images/10-32-06-90-14.png,沈英,https://www.ijq.tv/mingxing/2057.html,https://image.ijq.tv/201504/30/10-32-06-90-14.png,
谈莉娜,Renata Tan,,汉族,内地,1989-8-30,广西南宁市,167CM,45KG,O型,处女座,广西创艺艺术职业学校,"演员,歌手",天娱传媒,《一起又看流星雨》,搭档陈翔 搭档姜潮,https://image.ijq.tv/201504/30/10-16-57-13-14.png,images/10-16-57-13-14.png,谈莉娜,https://www.ijq.tv/mingxing/2056.html,https://image.ijq.tv/201504/30/10-16-57-13-14.png,谈莉娜的新浪微博
姜潮,Jo Jiang,,汉族,内地,1991-8-12,安徽省合肥市,180CM,69KG,AB型,狮子座,北京现代音乐学院,"演员,歌手",天娱传媒,《小时代》,搭档谈莉娜 搭档莫熙儿 搭档付梦妮,https://image.ijq.tv/201504/30/10-10-00-52-14.png,images/10-10-00-52-14.png,姜潮,https://www.ijq.tv/mingxing/2055.html,https://image.ijq.tv/201504/30/10-10-00-52-14.png,姜潮的新浪微博
金蕾,Elaine,依灵,汉族,内地,1991-7-21,浙江,164CM,45KG,O型,巨蟹座,上海视觉艺术学院、上海戏剧学院,演员,,《活色生香》,,https://image.ijq.tv/201504/29/16-53-25-91-12.jpg,images/16-53-25-91-12.jpg,金蕾,https://www.ijq.tv/mingxing/2053.html,https://image.ijq.tv/201504/29/16-53-25-91-12.jpg,
朱铁,Zhutie,铁子,汉族,内地,1976-5-24,山东省德州市德城区,182CM,75KG,O型,金牛座,中央戏剧学院,演员,北京九彩虹文化传媒,《金粉世家》《西圣地》《儿女情更长》《正阳门下》,搭档朱亚文 搭档佟丽娅,https://image.ijq.tv/201504/29/17-13-44-85-10.jpg,images/17-13-44-85-10.jpg,朱铁,https://www.ijq.tv/mingxing/2054.html,https://image.ijq.tv/201504/29/17-13-44-85-10.jpg,朱铁的新浪微博
阎汶宣,,阎清,汉族,内地,1990-6-26,北京,170CM,55KG,A型,双子座,北京师范大学,演员,,《暗黑者2》,李冰冰 余文乐,https://image.ijq.tv/201504/29/16-29-01-75-11.jpg,images/16-29-01-75-11.jpg,阎汶宣,https://www.ijq.tv/mingxing/2051.html,https://image.ijq.tv/201504/29/16-29-01-75-11.jpg,阎汶宣的新浪微博
苏瑾,CoCo Su,,汉族,内地,1974-1-25,浙江嘉兴,174CM,55KG,AB型,水瓶座,,"演员,模特",响巢国际,《永不瞑目》《梅花档案》《红罂粟》《杀狼花》,搭档于荣光,https://image.ijq.tv/201504/29/16-19-00-50-10.jpg,images/16-19-00-50-10.jpg,苏瑾,https://www.ijq.tv/mingxing/2052.html,https://image.ijq.tv/201504/29/16-19-00-50-10.jpg,苏瑾的新浪微博
曾培,peipei,宫主,汉族,内地,6-7,山东省菏泽市,165CM,49KG,AB型,双子座,重庆大学美视电影学院,演员,北京国立常升影视公司,《马向阳下乡记》《老公的春天》,,https://image.ijq.tv/201504/29/15-58-52-37-12.jpg,images/15-58-52-37-12.jpg,曾培,https://www.ijq.tv/mingxing/2050.html,https://image.ijq.tv/201504/29/15-58-52-37-12.jpg,
宿丹,,,汉族,内地,1988-9-9,江苏无锡,177CM,68KG,A型,处女座,南京艺术学院表演系,演员,北京拾捌文化经纪有限公司,《暗黑者》《秀秀的男人》《暗黑者2》,,https://image.ijq.tv/201504/29/15-47-35-47-11.jpg,images/15-47-35-47-11.jpg,宿丹,https://www.ijq.tv/mingxing/2048.html,https://image.ijq.tv/201504/29/15-47-35-47-11.jpg,
史光辉,guanghuiShi,,汉族,内地,1976-2-7,,178CM,68KG,O型,金牛座,北京电影学院,演员,中国国家话剧院,《棒球少年》《独狼》,搭档颜丹晨 搭档祖峰,https://image.ijq.tv/201504/29/15-42-50-45-10.jpg,images/15-42-50-45-10.jpg,史光辉,https://www.ijq.tv/mingxing/2049.html,https://image.ijq.tv/201504/29/15-42-50-45-10.jpg,史光辉的新浪微博
张小斐,,小斐,汉族,内地,1986-1-10,北京,169CM,50KG,B型,白羊座,中央民族大学、北京电影学院,"演员,主持人",,《马向阳下乡记》《大饼的莎士比亚》,贾玲 杜淳,https://image.ijq.tv/201906/20/11-16-13-31-52.jpg,images/11-16-13-31-52.jpg,张小斐,https://www.ijq.tv/mingxing/2047.html,https://image.ijq.tv/201906/20/11-16-13-31-52.jpg,张小斐的新浪微博
张光北,,光北,汉族,内地,1959-6-11,北京,184CM,78KG,O型,魔羯座,中央戏剧学院,演员,,《芙蓉镇三国演义》《特警力量》,女儿张思乐 搭档钱枫,https://image.ijq.tv/201504/29/16-16-34-35-16.jpg,images/16-16-34-35-16.jpg,张光北,https://www.ijq.tv/mingxing/2046.html,https://image.ijq.tv/201504/29/16-16-34-35-16.jpg,
来喜,,许玉军,汉族,内地,2-22,山东,174CM,60KG,B型,巨蟹座,,演员,空政电视艺术中心,《马向阳下乡记》《风声》,,https://image.ijq.tv/201504/29/15-08-55-96-12.jpg,images/15-08-55-96-12.jpg,来喜,https://www.ijq.tv/mingxing/2044.html,https://image.ijq.tv/201504/29/15-08-55-96-12.jpg,
姜寒,,,汉族,内地,1988-10-22,山东聊城,177CM,67KG,B型,天秤座,大连艺术学院05级影视表演本科班,演员,,《马向阳下乡记》《神机妙算刘伯温》,,https://image.ijq.tv/201504/29/14-48-43-19-12.jpg,images/14-48-43-19-12.jpg,姜寒,https://www.ijq.tv/mingxing/2043.html,https://image.ijq.tv/201504/29/14-48-43-19-12.jpg,
邓燕歌,,,汉族,内地,6-23,河南洛阳,162CM,43KG,A型,巨蟹座,中国歌剧舞剧院,演员,,《酷爸俏妈》,,https://image.ijq.tv/201707/20/15-03-53-29-26.jpg,images/15-03-53-29-26.jpg,邓燕歌,https://www.ijq.tv/mingxing/2042.html,https://image.ijq.tv/201707/20/15-03-53-29-26.jpg,邓燕歌的新浪微博
洪卫,洪卫,"洪爷,洪叔,洪哥",汉族,内地,1968-10-9,蚌埠市,175CM,62KG,A型,天秤座,上海戏剧学院,演员,南京军区政治部前线文工团,《我是特种兵》《战地浪漫曲》,搭档徐佳 王天野,https://image.ijq.tv/201504/29/14-45-39-94-8.jpg,images/14-45-39-94-8.jpg,洪卫,https://www.ijq.tv/mingxing/2041.html,https://image.ijq.tv/201504/29/14-45-39-94-8.jpg,洪卫的新浪微博
任正彬,,正彬,汉族,内地,11-13,湖北武汉,177CM,90KG,AB型,天蝎座,中国人民解放军艺术学院,演员,,《别逼我结婚》《乱世三义》,,https://image.ijq.tv/201504/29/14-24-58-76-12.jpg,images/14-24-58-76-12.jpg,任正彬,https://www.ijq.tv/mingxing/2040.html,https://image.ijq.tv/201504/29/14-24-58-76-12.jpg,
牛飘,,,汉族,内地,1958-11-02,浙江省杭州市,176CM,65KG,A型,天蝎座,上海戏剧学院（表演系）,演员,,《绿卡族》《姐妹兄弟》,,https://image.ijq.tv/201504/29/14-20-52-47-14.png,images/14-20-52-47-14.png,牛飘,https://www.ijq.tv/mingxing/2039.html,https://image.ijq.tv/201504/29/14-20-52-47-14.png,
赵君,,,汉族,内地,1963-2-1,山东省济南市,177CM,67KG,AB型,水瓶座,北京电影学院,演员,,《姐妹兄弟》,,https://image.ijq.tv/201504/29/14-07-29-80-14.png,images/14-07-29-80-14.png,赵君,https://www.ijq.tv/mingxing/2038.html,https://image.ijq.tv/201504/29/14-07-29-80-14.png,
盖克,,盖晓玲,汉族,内地,1958-1-25,北京,164CM,50KG,B型,白羊座,美国加州大学艺术系,演员,,《别逼我结婚》,,https://image.ijq.tv/201504/29/11-56-36-78-12.jpg,images/11-56-36-78-12.jpg,盖克,https://www.ijq.tv/mingxing/2037.html,https://image.ijq.tv/201504/29/11-56-36-78-12.jpg,
邵传勇,,,汉族,内地,1969-4-13,香港,183CM,70KG,B型,白羊座,,演员,上海影视有限公司,《聊斋新编》,,https://image.ijq.tv/201504/29/11-49-49-81-14.png,images/11-49-49-81-14.png,邵传勇,https://www.ijq.tv/mingxing/2035.html,https://image.ijq.tv/201504/29/11-49-49-81-14.png,
李飞,lifei,,汉族,内地,1982-3-18,南通,182CM,76KG,B型,双鱼座,南京艺术学院,演员,,《特警力量》《特种兵之火凤凰》《非凡英雄》,张进 王天野,https://image.ijq.tv/201504/29/11-51-56-31-8.jpg,images/11-51-56-31-8.jpg,李飞,https://www.ijq.tv/mingxing/2036.html,https://image.ijq.tv/201504/29/11-51-56-31-8.jpg,李飞的新浪微博
王天野,wangtianye,,汉族,内地,1980-01-08,江苏,183CM,74KG,A型,魔羯座,中央戏剧学院,演员,,《特警力量》《兰陵王》《我是特种兵之利刃出鞘》,张进 徐洪浩,https://image.ijq.tv/201504/29/11-25-12-45-8.jpg,images/11-25-12-45-8.jpg,王天野,https://www.ijq.tv/mingxing/2034.html,https://image.ijq.tv/201504/29/11-25-12-45-8.jpg,王天野的新浪微博
雨婷儿,Fortuna,,回族,内地,2000-1-28,北京,168CM,45KG,O型,水瓶座,,演员,,《纳妾记》《旋风少女》《旋风少女2》,,https://image.ijq.tv/201607/13/17-24-20-55-28.jpg,images/17-24-20-55-28.jpg,雨婷儿,https://www.ijq.tv/mingxing/2033.html,https://image.ijq.tv/201607/13/17-24-20-55-28.jpg,
张进,zhangjin,,汉族,内地,1988-12-26,北京,182CM,70KG,B型,魔羯座,中央戏剧学院,演员,,《特警力量》《我的特一营》,任天野 王妍之,https://image.ijq.tv/201504/29/10-46-39-81-8.jpg,images/10-46-39-81-8.jpg,张进,https://www.ijq.tv/mingxing/2032.html,https://image.ijq.tv/201504/29/10-46-39-81-8.jpg,张进的新浪微博
