中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
王凯熠,,,汉族,内地,1994-9-9,北京,180CM,65KG,A型,处女座,中央戏剧学院,演员,星睿天艺,王凯熠的新浪微博,《追爱》《上古情歌》《缉凶者》,唐艺昕,https://image.ijq.tv/201703/30/14-07-33-98-19.png,images/14-07-33-98-19.png,王凯熠,https://www.ijq.tv/mingxing/14908540354222.html,https://image.ijq.tv/201703/30/14-07-33-98-19.png
左航,,,汉族,内地,1995-6-14,上海,168CM,45KG,B型,双子座,山东艺术学院,演员,北京稻草熊影视文化有限公司,左航的新浪微博,《繁星四月》《不可能完成的任务》《我不是妖怪》,吴奇隆,https://image.ijq.tv/201703/30/13-17-50-66-19.png,images/13-17-50-66-19.png,左航,https://www.ijq.tv/mingxing/14908510444221.html,https://image.ijq.tv/201703/30/13-17-50-66-19.png
张梦恬,,,汉族,内地,2-18,北京,170CM,50KG,B型,水瓶座,北京电影学院09级本科1班,演员,艺百合文化传媒,张梦恬的新浪微博,《花咒》《战地情缘》《星座方程式》,杨紫彤,https://image.ijq.tv/201703/29/14-40-43-49-26.jpg,images/14-40-43-49-26.jpg,张梦恬,https://www.ijq.tv/mingxing/14907695264220.html,https://image.ijq.tv/201703/29/14-40-43-49-26.jpg
赖婧,,,汉族,内地,1993-2-28,天津,168CM,45KG,A型,白羊座,上海戏剧学院,演员,北京佟悦名新文化传媒有限公司,赖婧的新浪微博,《如果可以这样爱》《人间至味是清欢》,佟大为,https://image.ijq.tv/201703/29/11-10-09-29-19.png,images/11-10-09-29-19.png,赖婧,https://www.ijq.tv/mingxing/14907569884219.html,https://image.ijq.tv/201703/29/11-10-09-29-19.png
冯晖,,,汉族,内地,1969-10-15,陕西西安,181CM,74KG,O型,天秤座,解放军艺术学校表演系,演员,北京叁贵国际传媒有限公司,冯晖的新浪微博,《我的春秋冬夏》《北平无战事》《战长沙》《琅琊榜》《欢乐颂》,搭档胡歌 搭档靳东 搭档杨新鸣,https://image.ijq.tv/201703/28/10-00-48-57-10.jpg,images/10-00-48-57-10.jpg,冯晖,https://www.ijq.tv/mingxing/14906658474218.html,https://image.ijq.tv/201703/28/10-00-48-57-10.jpg
李墨之,,,汉族,内地,1993,,,,A型,巨蟹座,上海戏剧学院,演员,果然娱乐签约艺人,李墨之的新浪微博,《校花的贴身高手》《麻辣变形计》《问题餐厅》,焦俊艳,https://image.ijq.tv/201703/25/11-52-38-33-19.png,images/11-52-38-33-19.png,李墨之,https://www.ijq.tv/mingxing/14904138954216.html,https://image.ijq.tv/201703/25/11-52-38-33-19.png
张寥,,,汉族,内地,1992-11-1,河北,178CM,60KG,A型,天蝎座,,"演员,歌手",北京博天大业投资有限公司,张寥的新浪微博,《魔战之贞洁少女》《夏至未至》《奇幻之旅》,郑爽 白敬亭,https://image.ijq.tv/201703/25/11-48-09-75-26.jpg,images/11-48-09-75-26.jpg,张寥,https://www.ijq.tv/mingxing/14904131824217.html,https://image.ijq.tv/201703/25/11-48-09-75-26.jpg
安笑歌,,,汉族,内地,1989-8-27,河北保定,175CM,61KG,A型,处女座,北京现代音乐学院表演系,演员,,安笑歌的新浪微博,《芈月传》《舰在亚丁湾》《奇葩朵朵》《问题餐厅》,孙俪,https://image.ijq.tv/201703/25/10-37-54-69-19.png,images/10-37-54-69-19.png,安笑歌,https://www.ijq.tv/mingxing/14904094534215.html,https://image.ijq.tv/201703/25/10-37-54-69-19.png
梁洁,,,汉族,内地,1994-6-16,北京,166CM,48KG,B型,双子座,中央戏剧学院表演系2012级,演员,华策影视,梁洁的新浪微博,《双世宠妃》《旋风十一人》,邢昭林,https://image.ijq.tv/201703/25/09-59-25-15-26.jpg,images/09-59-25-15-26.jpg,梁洁,https://www.ijq.tv/mingxing/14904068824214.html,https://image.ijq.tv/201703/25/09-59-25-15-26.jpg
樊驿宁,,,汉族,内地,1994-12-2,上海,181CM,75KG,A型,射手座,上海戏剧学院,演员,菁菁文化,樊驿宁的新浪微博,《问题餐厅》《舞樱》,焦俊艳,https://image.ijq.tv/201703/24/16-13-36-53-19.png,images/16-13-36-53-19.png,樊驿宁,https://www.ijq.tv/mingxing/14903431934213.html,https://image.ijq.tv/201703/24/16-13-36-53-19.png
