中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
肖骁,,,汉族,内地,1991-11-23,成都,178CM,56KG,AB型,巨蟹座,四川师范大学电影电视学院,"演员,其他",,肖骁的新浪微博,《奇葩说》,马薇薇,https://image.ijq.tv/201508/27/15-14-20-20-12.jpg,images/15-14-20-20-12.jpg,肖骁,https://www.ijq.tv/mingxing/14406596403170.html,https://image.ijq.tv/201508/27/15-14-20-20-12.jpg
马薇薇,,温柔一刀,汉族,内地,1986-1-8,北京,165CM,49KG,B型,金牛座,中山大学,"演员,主持人,其他",米未传媒,马薇薇的新浪微博,《奇葩说》,肖骁,https://image.ijq.tv/201508/27/15-09-03-12-12.jpg,images/15-09-03-12-12.jpg,马薇薇,https://www.ijq.tv/mingxing/14406593133169.html,https://image.ijq.tv/201508/27/15-09-03-12-12.jpg
肖婷佳,tingjia Xiao,佳佳,汉族,内地,1989-11-10,湖南省隆回县,166CM,48KG,B型,天蝎座,解放军艺术学院,演员,总政话剧团,肖婷佳的新浪微博,《名高地》《目标战》《美人私房菜》,搭档吴其江 搭档亓航,https://image.ijq.tv/201508/27/13-34-30-59-10.jpg,images/13-34-30-59-10.jpg,肖婷佳,https://www.ijq.tv/mingxing/14406536463168.html,https://image.ijq.tv/201508/27/13-34-30-59-10.jpg
王沫溪,muxi Wang,,汉族,内地,1985-8-21,北京,167CM,52KG,O型,巨蟹座,北京电影学院,演员,华视影视投资（北京）有限公司,王沫溪的新浪微博,《生死翻盘》,搭档吴其江,https://image.ijq.tv/201508/27/11-22-53-90-10.jpg,images/11-22-53-90-10.jpg,王沫溪,https://www.ijq.tv/mingxing/14406457393167.html,https://image.ijq.tv/201508/27/11-22-53-90-10.jpg
张琰琰,,,汉族,内地,1978-11-15,北京,164CM,49KG,B型,双子座,北京电影学院,演员,,,《琅琊榜》《我爱男闺蜜》,,https://image.ijq.tv/201508/27/10-40-11-57-12.jpg,images/10-40-11-57-12.jpg,张琰琰,https://www.ijq.tv/mingxing/14406431903166.html,https://image.ijq.tv/201508/27/10-40-11-57-12.jpg
方圆,FionaFang,圆公主,汉族,内地,1999-8-25,北京,160CM,60KG,O型,狮子座,中国音乐学院附中,"演员,歌手",,方圆的新浪微博,《铁在烧》,,https://image.ijq.tv/201508/26/16-22-21-23-7.jpg,images/16-22-21-23-7.jpg,方圆,https://www.ijq.tv/mingxing/14405768833165.html,https://image.ijq.tv/201508/26/16-22-21-23-7.jpg
王双宝,,,汉族,内地,01-01,陕西西安,171CM,56KG,B型,金牛座,,演员,,,《家有大姐》,王宝强,https://image.ijq.tv/201508/26/16-04-54-77-12.jpg,images/16-04-54-77-12.jpg,王双宝,https://www.ijq.tv/mingxing/14405762733164.html,https://image.ijq.tv/201508/26/16-04-54-77-12.jpg
钟卫华,,,汉族,内地,11-25,山东,174CM,56KG,O型,双子座,山东艺术学院表演本科班,演员,北影  演员剧院,钟卫华的新浪微博,《琅琊榜》《康熙微服私访记》,,https://image.ijq.tv/201508/26/15-54-21-25-12.jpg,images/15-54-21-25-12.jpg,钟卫华,https://www.ijq.tv/mingxing/14405756353163.html,https://image.ijq.tv/201508/26/15-54-21-25-12.jpg
张雨剑,,快递哥哥,汉族,内地,1990-2-9,上海,180CM,56KG,B型,天蝎座,上海戏剧学院表  演系本科,演员,耀客传媒,张雨剑的新浪微博,《追梦3DNA》《琅琊榜》《幻城》,,https://image.ijq.tv/201508/26/15-48-45-17-12.jpg,images/15-48-45-17-12.jpg,张雨剑,https://www.ijq.tv/mingxing/14405752943162.html,https://image.ijq.tv/201508/26/15-48-45-17-12.jpg
王菁,Wangjing,,汉族,内地,1983-5-23,湖北武汉,178CM,71KG,B型,双子座,,演员,弈天文化传媒,王菁的新浪微博,《暗黑者2》,搭档郭京飞,https://image.ijq.tv/201508/26/13-46-56-48-10.jpg,images/13-46-56-48-10.jpg,王菁,https://www.ijq.tv/mingxing/14405614363161.html,https://image.ijq.tv/201508/26/13-46-56-48-10.jpg
