中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
方泰贤,,,汉族,内地,4-15,浙江,178CM,66KG,B型,金牛座,,"演员,歌手",,方泰贤的新浪微博,《战即战的日常》,陆羽,https://image.ijq.tv/201803/20/15-29-06-57-26.jpg,images/15-29-06-57-26.jpg,方泰贤,https://www.ijq.tv/mingxing/15215298495155.html,https://image.ijq.tv/201803/20/15-29-06-57-26.jpg
麦亨利,Prince Mak/Henry Prince Mak,프 린스,,内地,5-24,澳大利亚悉尼,179CM,60KG,B型,双子座,University of New South Wales,"演员,歌手,模特",Jackie Chan Korea,麦亨利的新浪微博,《AtFirst》《一开始都那样》《OneWay》《红海行动》,黄景瑜,https://image.ijq.tv/201803/20/14-30-55-53-10.jpg,images/14-30-55-53-10.jpg,麦亨利,https://www.ijq.tv/mingxing/15215274475154.html,https://image.ijq.tv/201803/20/14-30-55-53-10.jpg
彭必瑶,,,汉族,内地,1994-8-10,浙江省温州,172CM,45KG,O型,狮子座,,演员,,彭必瑶的新浪微博,《女郎不哭》《女儿国》《片警亲戚》《锦衣卫之英雄归来》,,https://image.ijq.tv/201803/20/11-33-38-59-26.jpg,images/11-33-38-59-26.jpg,彭必瑶,https://www.ijq.tv/mingxing/15215167905153.html,https://image.ijq.tv/201803/20/11-33-38-59-26.jpg
陆羽,,,汉族,内地,7-29,浙江杭州,176CM,65KG,AB型,巨蟹座,,演员,,陆羽的新浪微博,《战即战的日常》,,https://image.ijq.tv/201803/19/14-27-18-14-26.jpg,images/14-27-18-14-26.jpg,陆羽,https://www.ijq.tv/mingxing/15214408025152.html,https://image.ijq.tv/201803/19/14-27-18-14-26.jpg
尹昉,YIN FANG,,汉族,内地,1986-8-27,湖南长沙,179CM,68KG,A型,处女座,北京师范大学,演员,北京繁星文化传播有限公司,尹昉的新浪微博,《蓝色骨头》《生长》《底片》,黄景瑜,https://image.ijq.tv/201803/17/09-37-53-99-10.jpg,images/09-37-53-99-10.jpg,尹昉,https://www.ijq.tv/mingxing/15212506055151.html,https://image.ijq.tv/201803/17/09-37-53-99-10.jpg
刘阡羽,,,汉族,内地,1992-3-20,上海,163CM,45KG,A型,处女座,,"演员,歌手",乐默凡华,刘阡羽的新浪微博,《SODA》,,https://image.ijq.tv/201803/14/15-47-18-87-39.jpg,images/15-47-18-87-39.jpg,刘阡羽,https://www.ijq.tv/mingxing/15210118405150.html,https://image.ijq.tv/201803/14/15-47-18-87-39.jpg
刘爽,,,汉族,内地,1-15,北京,165CM,45KG,A型,处女座,北京舞蹈学院,"演员,主持人",,刘爽的新浪微博,《上官婉儿》,,https://image.ijq.tv/201803/14/15-22-21-52-39.jpg,images/15-22-21-52-39.jpg,刘爽,https://www.ijq.tv/mingxing/15210118195149.html,https://image.ijq.tv/201803/14/15-22-21-52-39.jpg
王新宇,Wangy,,汉族,内地,1999-2-21,北京,178CM,63KG,O型,双鱼座,,模特,龙腾精英国际模特经纪（北京）有限公司<sup>[3]</sup>,王新宇的新浪微博,,,https://image.ijq.tv/201803/14/13-45-16-55-10.jpg,images/13-45-16-55-10.jpg,王新宇,https://www.ijq.tv/mingxing/15210063115148.html,https://image.ijq.tv/201803/14/13-45-16-55-10.jpg
吴小萱,,,汉族,内地,1999-7-10,湖北荆州,167CM,45KG,A型,巨蟹座,,歌手,,吴小萱的新浪微博,《创造101》,,https://image.ijq.tv/201803/14/10-36-56-85-26.jpg,images/10-36-56-85-26.jpg,吴小萱,https://www.ijq.tv/mingxing/15209949835147.html,https://image.ijq.tv/201803/14/10-36-56-85-26.jpg
谢欣桐,,,汉族,内地,10-12,,167CM,45KG,A型,天秤座,中央戏曲学院,演员,,谢欣桐的新浪微博,《有猫在》,,https://image.ijq.tv/201803/13/15-09-47-86-39.jpg,images/15-09-47-86-39.jpg,谢欣桐,https://www.ijq.tv/mingxing/15209213095146.html,https://image.ijq.tv/201803/13/15-09-47-86-39.jpg
