中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
洪雁,,,汉族,内地,,北京东城区,163CM,47KG,B型,,,演员,,《大珍珠》《京城四少》《黄飞鸿五大弟子》,,https://image.ijq.tv/201501/30/17-15-00-36-14.jpg,images/17-15-00-36-14.jpg,洪雁,https://www.ijq.tv/mingxing/1080.html,https://image.ijq.tv/201501/30/17-15-00-36-14.jpg,
张浩天,Zhang Haotian,,汉族,内地,1982-6-7,北京市西城区,176CM,65KG,O型,双子座,北京电影学院,演员,,《难为女儿红》《十送红军》,搭档曹炳琨 搭档高露,https://image.ijq.tv/201501/30/16-51-45-96-10.jpg,images/16-51-45-96-10.jpg,张浩天,https://www.ijq.tv/mingxing/1079.html,https://image.ijq.tv/201501/30/16-51-45-96-10.jpg,张浩天的新浪微博
朱宏嘉,,,回族,内地,1970-9-23,四川省南充市,182CM,72KG,A型,天蝎座,中央戏剧学院表演系,演员,华谊兄弟,《还珠格格Ⅱ》《杜鹃的女儿》《滇西往事》,搭档赵薇,https://image.ijq.tv/201501/30/16-27-32-95-10.jpg,images/16-27-32-95-10.jpg,朱宏嘉,https://www.ijq.tv/mingxing/1078.html,https://image.ijq.tv/201501/30/16-27-32-95-10.jpg,朱宏嘉的新浪微博
张敏,,,汉族,内地,1968-02-07,上海,168CM,49KG,A型,双子座,亚洲电视艺员训练班,演员,永盛电影公司。,《鹿鼎记》《新精武门》《九品芝麻官》《赌神》,丈夫刘永辉 搭档周星驰,https://image.ijq.tv/201501/30/16-12-44-30-13.jpg,images/16-12-44-30-13.jpg,张敏,https://www.ijq.tv/mingxing/1076.html,https://image.ijq.tv/201501/30/16-12-44-30-13.jpg,
曹颖,,嘟嘟,汉族,内地,1974-5-14,北京,168CM,50KG,O型,金牛座,,"演员,歌手,主持人",百娱娱乐,《大雪无痕》《律政佳人》《文成公主》《北京夏天》,配偶王斑 儿子王梓涵 搭档杜旭东,https://image.ijq.tv/201501/30/16-13-41-45-14.jpg,images/16-13-41-45-14.jpg,曹颖,https://www.ijq.tv/mingxing/1077.html,https://image.ijq.tv/201501/30/16-13-41-45-14.jpg,
潘泰名,pantaiming,"小武,潘耀武",汉族,内地,1976-11-8,湖北省十堰市,185CM,70KG,O型,天蝎座,中央戏剧学院98表演系,演员,北京艺百合文化传播有限公司,《历史的使命》《苍狼》《雪豹》《小夫妻时代》,密友朱雨辰 密友黄海波 搭档毛俊杰,https://image.ijq.tv/201501/30/15-59-15-21-10.jpg,images/15-59-15-21-10.jpg,潘泰名,https://www.ijq.tv/mingxing/1075.html,https://image.ijq.tv/201501/30/15-59-15-21-10.jpg,
李净洋,Lisa,洋妞儿,汉族,内地,1988-5-8,山东蓬莱,167CM,45KG,B型,金牛座,北京电影学院表演系本科,演员,纪中文化,《英雄时代》《永不回头》《侠客行》,蔡宜达,https://image.ijq.tv/201501/30/15-26-21-78-7.jpg,images/15-26-21-78-7.jpg,李净洋,https://www.ijq.tv/mingxing/1074.html,https://image.ijq.tv/201501/30/15-26-21-78-7.jpg,李净洋的新浪微博
孙菲菲,,"加菲猫 ,孙大头,静公主",汉族,内地,1981-2-21,陕西省西安市,170CM,50KG,B型,双鱼座,北京舞蹈学院,演员,孙菲菲工作室,《北京我的爱》《碧血剑》《孔雀东南飞》《内线》《楚留香传奇》《宫锁珠帘》,丈夫史宏 搭档林心如 搭档黄海冰 搭档何晟铭,https://image.ijq.tv/201501/30/15-24-01-14-14.jpg,images/15-24-01-14-14.jpg,孙菲菲,https://www.ijq.tv/mingxing/1073.html,https://image.ijq.tv/201501/30/15-24-01-14-14.jpg,
张晨光,Morni chang,"光哥,老板",汉族,内地,1959-10-03,台湾省高雄市冈山区,178CM,65KG,A型,白羊座,中国文化大学中国戏剧学系国剧组,"演员,主持人",,《不是不想嫁》《太太万岁》《那年花开月正圆》《都挺好》,刘德华,https://image.ijq.tv/201903/27/11-52-08-71-52.jpg,images/11-52-08-71-52.jpg,张晨光,https://www.ijq.tv/mingxing/1072.html,https://image.ijq.tv/201903/27/11-52-08-71-52.jpg,张晨光的新浪微博
张明健,,,壮族,内地,1972-5-25,山东烟台,180CM,68KG,B型,巨蟹座,中央戏剧学院,演员,北京触动时代国际传媒广告有限公司,《至尊红颜》《大汉天子》《香草美人》《洪湖赤卫队》,搭档黄晓明,https://image.ijq.tv/201501/30/15-00-49-49-10.jpg,images/15-00-49-49-10.jpg,张明健,https://www.ijq.tv/mingxing/1071.html,https://image.ijq.tv/201501/30/15-00-49-49-10.jpg,张明健的新浪微博
