中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
姚明,Yao Ming,"明王,移动长城,小巨人,大姚",汉族,内地,1980-9-12,上海市徐汇区,200CM,141KG,B型,处女座,上海交通大学安泰经济与管理学院,运动员,,,,https://www.ijq.tv/file/upload/202007/22/14-49-47-90-67.jpg,images/14-49-47-90-67.jpg,姚明,https://www.ijq.tv/mingxing/159540015510958.html,https://www.ijq.tv/file/upload/202007/22/14-49-47-90-67.jpg,
贺晓彬,,,汉族,内地,1986-1,山东烟台,198CM,97KG,,,山东烟台市体校,运动员,四川队,,,https://www.ijq.tv/file/upload/202007/22/10-35-26-87-67.jpg,images/10-35-26-87-67.jpg,贺晓彬,https://www.ijq.tv/mingxing/159538504810936.html,https://www.ijq.tv/file/upload/202007/22/10-35-26-87-67.jpg,贺晓彬的新浪微博
张丽婷,,,汉族,内地,1994-8,湖北襄阳,198CM,88KG,,,,运动员,,,,https://www.ijq.tv/file/upload/202007/21/15-59-15-57-67.jpg,images/15-59-15-57-67.jpg,张丽婷,https://www.ijq.tv/mingxing/159531813310922.html,https://www.ijq.tv/file/upload/202007/21/15-59-15-57-67.jpg,
姬晓,Ji Xiao,,汉族,内地,1985-09-27,山东,192CM,80KG,,,,运动员,山东银座南斗六星俱乐部,,,https://www.ijq.tv/file/upload/202007/21/15-50-54-16-67.jpg,images/15-50-54-16-67.jpg,姬晓,https://www.ijq.tv/mingxing/159531756710921.html,https://www.ijq.tv/file/upload/202007/21/15-50-54-16-67.jpg,姬晓的新浪微博
王英亮,,,满族,内地,1991-4,辽宁葫芦岛,183CM,80KG,,,,运动员,天津融宝支付队,,,https://www.ijq.tv/file/upload/202007/21/15-38-12-86-67.jpg,images/15-38-12-86-67.jpg,王英亮,https://www.ijq.tv/mingxing/159531692810920.html,https://www.ijq.tv/file/upload/202007/21/15-38-12-86-67.jpg,
纪妍妍,,,汉族,内地,1985-5-29,黑龙江,182CM,72KG,,,,运动员,,,,https://www.ijq.tv/file/upload/202007/21/12-02-41-27-65.png,images/12-02-41-27-65.png,纪妍妍,https://www.ijq.tv/mingxing/159530407910901.html,https://www.ijq.tv/file/upload/202007/21/12-02-41-27-65.png,纪妍妍的新浪微博
刘子秋,Liu Ziqiu,清华流川枫,蒙古族,内地,1982-8-17,北京,195CM,85KG,,,清华大学,运动员,,,杜锋,https://www.ijq.tv/file/upload/202007/21/10-48-50-17-65.png,images/10-48-50-17-65.png,刘子秋,https://www.ijq.tv/mingxing/159529960010894.html,https://www.ijq.tv/file/upload/202007/21/10-48-50-17-65.png,刘子秋的新浪微博
隋菲菲,Sui Feifei,,汉族,内地,1979-1-29,青岛,184CM,72KG,,,,"运动员,其他",国家队,,宫鲁鸣,https://www.ijq.tv/file/upload/202007/20/23-53-16-91-68.png,images/23-53-16-91-68.png,隋菲菲,https://www.ijq.tv/mingxing/159525851210887.html,https://www.ijq.tv/file/upload/202007/20/23-53-16-91-68.png,
边强,,,汉族,内地,1979-1-24,本溪,192CM,86KG,,,辽宁省体育运动技术学院,运动员,辽宁盼盼,,,https://www.ijq.tv/file/upload/202007/20/20-12-09-76-67.jpg,images/20-12-09-76-67.jpg,边强,https://www.ijq.tv/mingxing/159524682910881.html,https://www.ijq.tv/file/upload/202007/20/20-12-09-76-67.jpg,
李敬宇,,,汉族,内地,1991-4-3,山东济南,200CM,100KG,,,,运动员,山东西王篮球俱乐部,,,https://www.ijq.tv/file/upload/202007/20/20-02-49-98-67.jpg,images/20-02-49-98-67.jpg,李敬宇,https://www.ijq.tv/mingxing/159524633810880.html,https://www.ijq.tv/file/upload/202007/20/20-02-49-98-67.jpg,
李原宇,,,汉族,内地,1991-6-14,广东省深圳市,200CM,129KG,,,广东工业大学,运动员,四川金强俱乐部,,,https://www.ijq.tv/file/upload/202007/20/19-49-05-25-67.jpg,images/19-49-05-25-67.jpg,李原宇,https://www.ijq.tv/mingxing/159524545210879.html,https://www.ijq.tv/file/upload/202007/20/19-49-05-25-67.jpg,
