中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
余少群,,"公子,村长,哈利余,余滚滚,小群",汉族,内地,1983|10|11,湖北武汉,174CM,62KG,O型,天秤座,武汉市艺术学校,演员,北京星美千易演艺经纪有限公司,《梅兰芳》《新倩女幽魂》《武则天秘史》《苍穹之昴大戏法》,,https://image.ijq.tv/201408/20/15-45-49-49-10.jpg,images/15-45-49-49-10.jpg,余少群,https://www.ijq.tv/mingxing/257.html,https://image.ijq.tv/201408/20/15-45-49-49-10.jpg,
许飞,Blank,,汉族,内地,1985-11-11,吉林省四平,162CM,40KG,O型,天蝎座,解放军艺术学院,"演员,歌手",北京鸟人艺术推广有限责任公司,《那年夏天》《我要的飞翔》《左半边翅膀》《寻水的鱼》,刘力扬,https://image.ijq.tv/201408/22/17-42-32-97-10.jpg,images/17-42-32-97-10.jpg,许飞,https://www.ijq.tv/mingxing/256.html,https://image.ijq.tv/201408/22/17-42-32-97-10.jpg,许飞的新浪微博
周笔畅,笔笔|周老板|周监制|辣Baby,BiBi Zhou,汉族,内地,1985-7-26,湖南长沙,165CM,50KG,A型,狮子座,星海音乐学院|美国洛杉矶音乐学院,"演员,歌手",乐华娱乐|Begins Studio,《笔记》《谁动了我的琴弦》《一周年》《密友》,张国立,https://image.ijq.tv/201408/20/13-49-36-83-10.jpg,images/13-49-36-83-10.jpg,周笔畅,https://www.ijq.tv/mingxing/255.html,https://image.ijq.tv/201408/20/13-49-36-83-10.jpg,
黄圣依,Eva Huang,,汉族,内地,1983-2-11,上海,165CM,45KG,A型,水瓶座,北京电影学院表演系(2001级),"演员,歌手",中国巨力影视传媒有限公司,《好想听你说爱我》《白蛇传》《功夫》,,https://image.ijq.tv/201501/22/13-24-58-54-10.jpg,images/13-24-58-54-10.jpg,黄圣依,https://www.ijq.tv/mingxing/254.html,https://image.ijq.tv/201501/22/13-24-58-54-10.jpg,黄圣依的新浪微博
金莎,cream,蓝菲琳,汉族,内地,1983-3-14,上海,163CM,46KG,A型,双鱼座,东亚商学院|新加坡海蝶音乐森林,"演员,歌手",金莎音乐工作室,《神话》《十八岁的天空》,唐嫣,https://image.ijq.tv/201408/20/10-15-45-15-12.jpg,images/10-15-45-15-12.jpg,金莎,https://www.ijq.tv/mingxing/253.html,https://image.ijq.tv/201408/20/10-15-45-15-12.jpg,
李宇春,Chris Lee,"春春,小宇,小葱,李总",汉族,内地,1984-3-10,四川省成都市,175CM,55KG,A型,双鱼座,四川音乐学院,"演员,歌手",天娱传媒|李宇春疯狂工作室,《下个路口见》《和你一样》《再不疯狂我们就老了》《蜀绣》,,https://image.ijq.tv/201408/19/15-47-28-42-10.jpg,images/15-47-28-42-10.jpg,李宇春,https://www.ijq.tv/mingxing/252.html,https://image.ijq.tv/201408/19/15-47-28-42-10.jpg,
穆婷婷,Monica,阿穆鸟,汉族,内地,1984-12-23,重庆,166CM,46KG,O型,魔羯座,北京电影学院,演员,拉风传媒股份有限公司,《楚留香传奇》《孔雀翎》《天天有喜》《新济公活佛》,袁冰妍,https://image.ijq.tv/201408/19/16-00-03-19-7.jpg,images/16-00-03-19-7.jpg,穆婷婷,https://www.ijq.tv/mingxing/251.html,https://image.ijq.tv/201408/19/16-00-03-19-7.jpg,
陈翔,老大|翔哥,Sean,汉族,内地,1989-12-13,甘肃天水,176CM,62KG,B型,射手座,四川音乐学院绵阳艺术学院,"演员,歌手",天娱传媒,《旋风少女》《旋风少女2》,池昌旭 吴磊,https://image.ijq.tv/201408/19/15-04-42-56-10.jpg,images/15-04-42-56-10.jpg,陈翔,https://www.ijq.tv/mingxing/249.html,https://image.ijq.tv/201408/19/15-04-42-56-10.jpg,
戚迹,Miracle,"戚老大,戚先森,7少,戚公子,戚王子,戚帅",汉族,内地,1982-12-30,辽宁省大连市,185CM,70KG,B型,魔羯座,北京电影学院,演员,北京博纳演艺经纪公司,《锦绣缘华丽冒险》《大上海》《女人不坏》《错点鸳鸯》,搭档赵丽颖,https://image.ijq.tv/201501/24/14-25-53-40-10.jpg,images/14-25-53-40-10.jpg,戚迹,https://www.ijq.tv/mingxing/248.html,https://image.ijq.tv/201501/24/14-25-53-40-10.jpg,戚迹的新浪微博
李呈媛,Lvy,,汉族,内地,1984-1-23,宜昌,166CM,46KG,A型,水瓶座,中央戏剧学院,"演员,主持人",华谊兄弟文化经纪有限公司,《我爱的是你爱我》《杉杉来吃》,陈思诚,https://image.ijq.tv/201503/06/11-44-19-80-14.jpg,images/11-44-19-80-14.jpg,李呈媛,https://www.ijq.tv/mingxing/247.html,https://image.ijq.tv/201503/06/11-44-19-80-14.jpg,李呈媛的新浪微博
李倩,,"小倩,倩倩",汉族,内地,1984-3-6,湖南长沙,158CM,40KG,B型,双鱼座,北京陈爱莲舞蹈学校,演员,华谊兄弟时代文化经纪有限公司,《武林外史》《李卫当官》《暗黑者3》《大唐双龙传》,林峰,https://image.ijq.tv/201510/28/15-28-08-54-10.jpg,images/15-28-08-54-10.jpg,李倩,https://www.ijq.tv/mingxing/246.html,https://image.ijq.tv/201510/28/15-28-08-54-10.jpg,李倩的新浪微博
袁立,,袁莉,汉族,内地,1973-7-12,杭州,163CM,48KG,B型,巨蟹座,北京电影学院,演员,,《永不瞑目》《铁齿铜牙纪晓岚》,张国立,https://image.ijq.tv/201911/27/10-21-22-87-46.jpg,images/10-21-22-87-46.jpg,袁立,https://www.ijq.tv/mingxing/244.html,https://image.ijq.tv/201911/27/10-21-22-87-46.jpg,袁立的新浪微博
