中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
冯柏涵,,FBH,汉族,内地,1997-11-10,河北,187CM,75KG,,天蝎座,,演员,壹加壹预备,冯柏涵的新浪微博,,陈泽,https://image.ijq.tv/201912/18/13-48-32-73-46.jpg,images/13-48-32-73-46.jpg,冯柏涵,https://www.ijq.tv/mingxing/15766479687152.html,https://image.ijq.tv/201912/18/13-48-32-73-46.jpg
王希,,,汉族,内地,1991-9-11,,181CM,65KG,,处女座,北京电影学院,演员,,王希的新浪微博,《教室的那一间II》《Why星人》《直到黎明》《完美嫌疑人》《明星大侦探》,吴瑞淞 蒋袁娅蓉 耿强 王星玮,https://image.ijq.tv/201912/18/12-00-29-67-47.png,images/12-00-29-67-47.png,王希,https://www.ijq.tv/mingxing/15766415347151.html,https://image.ijq.tv/201912/18/12-00-29-67-47.png
陈泽,Alex,,汉族,内地,1995-4-23,,180CM,82KG,O型,金牛座,,演员,壹加壹预备,陈泽的新浪微博,《全世界最好的你》,孙天宇,https://image.ijq.tv/201912/18/11-51-14-74-46.jpg,images/11-51-14-74-46.jpg,陈泽,https://www.ijq.tv/mingxing/15766409987150.html,https://image.ijq.tv/201912/18/11-51-14-74-46.jpg
孙天宇,,,汉族,内地,1997-7-29,北京,185CM,80KG,,狮子座,北京科技大学,演员,壹加壹预备,孙天宇的新浪微博,《闪光少女》,,https://image.ijq.tv/201912/18/11-43-18-89-46.jpg,images/11-43-18-89-46.jpg,孙天宇,https://www.ijq.tv/mingxing/15766404557149.html,https://image.ijq.tv/201912/18/11-43-18-89-46.jpg
管金麟,,,汉族,内地,1997-7-21,,163CM,45KG,,,,"演员,主持人",,管金麟的新浪微博,《嘿！好样的》《教室的那一间II》《快乐大本营》,何炅 杜海涛 大张伟,https://image.ijq.tv/201912/18/11-22-55-68-47.png,images/11-22-55-68-47.png,管金麟,https://www.ijq.tv/mingxing/15766393427148.html,https://image.ijq.tv/201912/18/11-22-55-68-47.png
耿强,,耿嘉唯,汉族,内地,1995-1-4,,181CM,65KG,,魔羯座,,演员,,耿强的新浪微博,《藤科动物也凶猛》《教室的那一间II》《全世界都不如你》《晃过上帝》,吴瑞淞 蒋袁娅蓉 王星玮,https://image.ijq.tv/201912/18/10-34-19-76-47.png,images/10-34-19-76-47.png,耿强,https://www.ijq.tv/mingxing/15766349267147.html,https://image.ijq.tv/201912/18/10-34-19-76-47.png
张艺奥,,,汉族,内地,,湖北,167CM,46KG,,天蝎座,四川音乐学院,演员,,张艺奥的新浪微博,《教室的那一间》《教室的那一间II》,吴瑞淞 蒋袁娅蓉 耿强 王星玮,https://image.ijq.tv/201912/18/10-03-09-69-47.png,images/10-03-09-69-47.png,张艺奥,https://www.ijq.tv/mingxing/15766343977146.html,https://image.ijq.tv/201912/18/10-03-09-69-47.png
王星玮,,"当当,舟舟",汉族,内地,1997-1-22,唐山市,180CM,63KG,O型,水瓶座,四川传媒学院,演员,,王星玮的新浪微博,《若非青春常在》《锦衣之下》《教室的那一间》《教室的那一间II》,吴瑞淞 蒋袁娅蓉 耿强,https://image.ijq.tv/201912/18/09-26-47-75-47.png,images/09-26-47-75-47.png,王星玮,https://www.ijq.tv/mingxing/15766323427145.html,https://image.ijq.tv/201912/18/09-26-47-75-47.png
王美妍,olivia,,汉族,内地,1998-5-16,北京,166CM,45KG,,金牛座,,演员,蓝港影业,王美妍的新浪微博,《身为一个胖子》,戚砚笛 张轩睿 邱柏皓,https://image.ijq.tv/201912/17/17-53-00-10-46.jpg,images/17-53-00-10-46.jpg,王美妍,https://www.ijq.tv/mingxing/15765763707144.html,https://image.ijq.tv/201912/17/17-53-00-10-46.jpg
肖燃,Ron,,汉族,内地,1998-1-24,北京朝阳,187CM,67KG,,双鱼座,武汉大学,演员,,肖燃的新浪微博,《身为一个胖子》,张轩睿 戚砚笛,https://image.ijq.tv/201912/17/17-37-50-18-46.jpg,images/17-37-50-18-46.jpg,肖燃,https://www.ijq.tv/mingxing/15765754527142.html,https://image.ijq.tv/201912/17/17-37-50-18-46.jpg
蒋袁娅蓉,,,汉族,内地,1998-6-10,成都,163CM,39KG,,双子座,四川电影电视学院16级表演本科,演员,唐德凤凰,蒋袁娅蓉的新浪微博,《教室的那一间》《教室的那一间II》《五年模拟三年高考》,吴瑞淞 耿强 王星玮,https://image.ijq.tv/201912/17/17-36-45-93-47.png,images/17-36-45-93-47.png,蒋袁娅蓉,https://www.ijq.tv/mingxing/15765753817143.html,https://image.ijq.tv/201912/17/17-36-45-93-47.png
林栋甫,Lin Dongfu,,汉族,内地,1957,上海,178CM,70KG,,,,"演员,主持人",,,《建国大业》《赤色危机》《向左走，向右走》,徐峥 包贝尔 赵薇,https://image.ijq.tv/201912/17/17-03-20-43-46.jpg,images/17-03-20-43-46.jpg,林栋甫,https://www.ijq.tv/mingxing/15765733927141.html,https://image.ijq.tv/201912/17/17-03-20-43-46.jpg
刘源,,,汉族,内地,1994-5-1,陕西省西安市,184CM,78KG,O型,金牛座,北京电影学院表演系,,青春你好,刘源的新浪微博,《艳势番之新青年》《楚乔传》,赵丽颖 易烊千玺,https://image.ijq.tv/201912/17/16-49-27-21-46.jpg,images/16-49-27-21-46.jpg,刘源,https://www.ijq.tv/mingxing/15765725587140.html,https://image.ijq.tv/201912/17/16-49-27-21-46.jpg
孙晨竣,Kendrick,,汉族,内地,1990-1-1,江苏,187CM,65KG,,水瓶座,,演员,,孙晨竣的新浪微博,《如果声音不记得》,章若楠 郭敬明,https://image.ijq.tv/201912/17/16-34-12-48-46.jpg,images/16-34-12-48-46.jpg,孙晨竣,https://www.ijq.tv/mingxing/15765716427139.html,https://image.ijq.tv/201912/17/16-34-12-48-46.jpg
孙强,,,汉族,内地,11-1,山西,179CM,70KG,,天蝎座,北京电影学院,演员,,孙强的新浪微博,《哈琅署火》《大明劫》《穿透高墙的阳光》,合作冯远征 合作戴立忍 合作冯波,https://image.ijq.tv/201912/17/16-15-41-76-47.png,images/16-15-41-76-47.png,孙强,https://www.ijq.tv/mingxing/15765705177138.html,https://image.ijq.tv/201912/17/16-15-41-76-47.png
李克俭,,毛泽东扮演者,回族,内地,,,183CM,92KG,O型,双鱼座,,演员,,,《金沙水拍》《西行漫记》《谁主沉浮》,孙维民 赵登峰,https://image.ijq.tv/201912/17/16-14-30-59-46.jpg,images/16-14-30-59-46.jpg,李克俭,https://www.ijq.tv/mingxing/15765700207137.html,https://image.ijq.tv/201912/17/16-14-30-59-46.jpg
严浩翔,,展逸文,汉族,内地,2004-8-16,重庆,159CM,30KG,,天蝎座,,演员,北京时代峰峻文化艺术发展有限公司,严浩翔的新浪微博,《天空之泪》《和喵星人的21天》,马嘉祺 丁程鑫 宋亚轩,https://image.ijq.tv/201912/17/15-54-17-84-46.jpg,images/15-54-17-84-46.jpg,严浩翔,https://www.ijq.tv/mingxing/15765692507135.html,https://image.ijq.tv/201912/17/15-54-17-84-46.jpg
孙强,,,汉族,内地,,,184CM,65KG,,,上海戏剧学院,演员,,孙强的新浪微博,《我听见了爱》《我爱你祖国》《精英律师》《如梦之梦》《让我牵着你的手》,王雷 王媛可 蒋毅 张曦文,https://image.ijq.tv/201912/17/15-54-47-50-47.png,images/15-54-47-50-47.png,孙强,https://www.ijq.tv/mingxing/15765691397136.html,https://image.ijq.tv/201912/17/15-54-47-50-47.png
邱柏皓,Qiu Bo Hao,,汉族,内地,1993-1-8,,182CM,65KG,A型,魔羯座,,演员,,邱柏皓的新浪微博,《身为一个胖子》《牧野诡事之神仙眼》《烈火如歌》《逆青春》《从前有座灵剑山》《惹不起的殿下大人2》,合作戚砚笛 合作张轩睿,https://image.ijq.tv/201912/17/15-16-44-76-47.png,images/15-16-44-76-47.png,邱柏皓,https://www.ijq.tv/mingxing/15765669777134.html,https://image.ijq.tv/201912/17/15-16-44-76-47.png
陈红,,,汉族,内地,1968-12-13,江西省上饶市,166CM,50KG,O型,射手座,上海戏剧学院,演员,,,《三国演义》《水云间》《春光灿烂猪八戒》《大明宫词》,陈飞宇 陈凯歌,https://image.ijq.tv/201912/17/11-52-56-28-47.png,images/11-52-56-28-47.png,陈红,https://www.ijq.tv/mingxing/15765546087133.html,https://image.ijq.tv/201912/17/11-52-56-28-47.png
陈凯歌,Chen Kaige,陈皑鸽,汉族,内地,1952-8-12,北京市西城区,172CM,65KG,,狮子座,北京电影学院,"演员,电影人,其他",北京电影制片厂,陈凯歌的新浪微博,《霸王别姬》《风月》《荆轲刺秦王》《和你在一起》《妖猫传》,陈红 陈飞宇 陈赫,https://image.ijq.tv/201912/17/11-08-15-13-47.png,images/11-08-15-13-47.png,陈凯歌,https://www.ijq.tv/mingxing/15765519187132.html,https://image.ijq.tv/201912/17/11-08-15-13-47.png
胡家豪,Alvin,,汉族,内地,1997-3-6,成都,185CM,65KG,,双鱼座,佛蒙特大学,演员,少城时代旗下猫鱼娱乐,胡家豪的新浪微博,《谢谢让我遇见你》《青春有你》《别说》,郭俊辰 万鹏 金世康 吕勇卓,https://image.ijq.tv/201912/17/09-44-07-79-47.png,images/09-44-07-79-47.png,胡家豪,https://www.ijq.tv/mingxing/15765469527130.html,https://image.ijq.tv/201912/17/09-44-07-79-47.png
龚五岳,monte,,汉族,内地,,,183CM,63KG,,,,演员,加壹文化,龚五岳的新浪微博,《谢谢让我遇见你》,郭俊辰 万鹏 金世康 吕勇卓,https://image.ijq.tv/201912/17/09-15-25-67-47.png,images/09-15-25-67-47.png,龚五岳,https://www.ijq.tv/mingxing/15765452867129.html,https://image.ijq.tv/201912/17/09-15-25-67-47.png
吕勇卓,Yongzhuo Lv,,汉族,内地,1996-7-24,陕西西安,180CM,62KG,,狮子座,北京电影学院,演员,壹加壹,吕勇卓的新浪微博,《马卡龙少女》《谢谢让我遇见你》,陈芋米 蒲萄 刘名凯,https://image.ijq.tv/201912/16/18-16-59-61-47.png,images/18-16-59-61-47.png,吕勇卓,https://www.ijq.tv/mingxing/15764913177128.html,https://image.ijq.tv/201912/16/18-16-59-61-47.png
唐孜悦,Jerry,,汉族,内地,2004-12-10,上海市奉贤,150CM,35KG,,射手座,,演员,,唐孜悦的新浪微博,《神探亨特詹》《超级同桌》《老九门》《台湾往事》,左小青 刘以豪 张书豪,https://image.ijq.tv/201912/16/15-57-01-78-47.png,images/15-57-01-78-47.png,唐孜悦,https://www.ijq.tv/mingxing/15764828977124.html,https://image.ijq.tv/201912/16/15-57-01-78-47.png
张邵勃,Shaobo Zhang,,汉族,内地,2009-4-15,黑龙江大庆,150CM,20KG,,白羊座,,演员,,张邵勃的新浪微博,《一秒钟》《受益人》《海洋之城》《甜蜜暴击》,鹿晗 张翰,https://image.ijq.tv/201912/16/15-20-27-38-47.png,images/15-20-27-38-47.png,张邵勃,https://www.ijq.tv/mingxing/15764807947123.html,https://image.ijq.tv/201912/16/15-20-27-38-47.png
张恩硕,,,汉族,内地,1-15,河北邯郸,157CM,30KG,,水瓶座,,演员,乐华娱乐,张恩硕的新浪微博,《梦想加油》,李林孖 刘冠毅 郭殿甲,https://image.ijq.tv/201912/16/14-46-36-25-46.jpg,images/14-46-36-25-46.jpg,张恩硕,https://www.ijq.tv/mingxing/15764787897122.html,https://image.ijq.tv/201912/16/14-46-36-25-46.jpg
刘浩存,,,汉族,内地,2005-5-20,,168CM,45KG,,金牛座,北京舞蹈学院,演员,,刘浩存的新浪微博,《一秒钟》,张译 范伟,https://image.ijq.tv/201912/16/14-53-41-88-47.png,images/14-53-41-88-47.png,刘浩存,https://www.ijq.tv/mingxing/15764787207121.html,https://image.ijq.tv/201912/16/14-53-41-88-47.png
郭殿甲,,,汉族,内地,2004-8-9,河北,156CM,30KG,,狮子座,,歌手,乐华娱乐,郭殿甲的新浪微博,《前方的世界》《梦想加油》,孙嘉锴 李林孖 刘冠毅,https://image.ijq.tv/201912/16/14-33-00-23-46.jpg,images/14-33-00-23-46.jpg,郭殿甲,https://www.ijq.tv/mingxing/15764779677119.html,https://image.ijq.tv/201912/16/14-33-00-23-46.jpg
李林孖,Linma Li,,汉族,内地,2007-7-5,河北省,160CM,30KG,,巨蟹座,,"演员,歌手",乐华娱乐,李林孖的新浪微博,《前方的世界》《梦想加油》,张铭浩 张俊一 孙嘉锴,https://image.ijq.tv/201912/16/13-55-44-55-46.jpg,images/13-55-44-55-46.jpg,李林孖,https://www.ijq.tv/mingxing/15764757317117.html,https://image.ijq.tv/201912/16/13-55-44-55-46.jpg
