中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
徐克,Hark Tsui,"徐文光,徐老怪,老爷",汉族,内地,1950-2-15,越南,175CM,62KG,A型,白羊座,德州大学,"演员,电影人",,《我的特工爷爷》《龙门飞甲》《智取威虎山》,刘德华,https://image.ijq.tv/201506/24/11-34-40-22-8.jpg,images/11-34-40-22-8.jpg,徐克,https://www.ijq.tv/mingxing/2560.html,https://image.ijq.tv/201506/24/11-34-40-22-8.jpg,
张思乐,,,汉族,内地,1992-3-20,北京,167CM,48KG,A型,双鱼座,中央戏剧学院,演员,,《后海不是海》,张光北,https://image.ijq.tv/201511/18/20-18-17-27-1.jpg,images/20-18-17-27-1.jpg,张思乐,https://www.ijq.tv/mingxing/2558.html,https://image.ijq.tv/201511/18/20-18-17-27-1.jpg,张思乐的新浪微博
周密,Mi,,汉族,内地,5-29,成都,190CM,65KG,A型,双子座,加拿大温哥华电影学院,演员,,《雪域雄鹰》,侯京健,https://image.ijq.tv/201506/24/10-52-53-14-11.jpg,images/10-52-53-14-11.jpg,周密,https://www.ijq.tv/mingxing/2557.html,https://image.ijq.tv/201506/24/10-52-53-14-11.jpg,周密的新浪微博
霍青,Huoqing,霍清,汉族,内地,11-14,北京,180CM,68KG,O型,处女座,中央戏剧学院表演系,演员,中国铁路文工团话剧团,《行走的鸡毛掸子》《光荣岁月》《三国》,搭档陈建斌 搭档陈道明 妻子娟子,https://image.ijq.tv/201506/24/10-40-25-85-10.jpg,images/10-40-25-85-10.jpg,霍青,https://www.ijq.tv/mingxing/2559.html,https://image.ijq.tv/201506/24/10-40-25-85-10.jpg,霍青的新浪微博
孟阿赛,,,汉族,内地,,哈尔滨,181CM,80KG,A型,金牛座,中央戏剧学院,演员,,《8848》《示铃录》,,https://image.ijq.tv/201506/24/09-56-42-68-11.jpg,images/09-56-42-68-11.jpg,孟阿赛,https://www.ijq.tv/mingxing/2555.html,https://image.ijq.tv/201506/24/09-56-42-68-11.jpg,孟阿赛的新浪微博
霍尊,Henry,,汉族,内地,1990-9-18,上海,180CM,56KG,A型,处女座,上海大学悉尼工商学院,"演员,歌手",上海天韵文化发展有限公司,《卷珠帘》《放开那三国》,火风,https://image.ijq.tv/201506/24/09-47-58-98-12.jpg,images/09-47-58-98-12.jpg,霍尊,https://www.ijq.tv/mingxing/2554.html,https://image.ijq.tv/201506/24/09-47-58-98-12.jpg,霍尊的新浪微博
苑新雨,Renee,新雨,汉族,内地,1989-6-26,上海,163CM,48KG,A型,金牛座,上海戏剧学院附属高级中学表演系,演员,,《华胥引之绝爱之城》,,https://image.ijq.tv/201506/23/16-32-27-68-12.jpg,images/16-32-27-68-12.jpg,苑新雨,https://www.ijq.tv/mingxing/2552.html,https://image.ijq.tv/201506/23/16-32-27-68-12.jpg,苑新雨的新浪微博
高晓攀,Gao XiaoPan,,汉族,内地,1985-8-2,河北省保定市,178CM,70KG,A型,狮子座,中国戏曲学院,演员,晓攀文化传媒,《小爸妈》,,https://image.ijq.tv/201506/23/16-41-06-77-7.jpg,images/16-41-06-77-7.jpg,高晓攀,https://www.ijq.tv/mingxing/2553.html,https://image.ijq.tv/201506/23/16-41-06-77-7.jpg,高晓攀的新浪微博
张天其,,张帅,汉族,内地,1982-7-9,黑龙江,175CM,57KG,B型,双子座,北京电影学院表演系,"演员,歌手",北京风华堂影视文化有限公司,《华胥引之绝爱之城》,谢君豪,https://image.ijq.tv/201506/23/16-16-32-88-12.jpg,images/16-16-32-88-12.jpg,张天其,https://www.ijq.tv/mingxing/2550.html,https://image.ijq.tv/201506/23/16-16-32-88-12.jpg,张天其的新浪微博
毛方圆,Francis,方圆,汉族,内地,1987-9-10,浙江省宁波市,181CM,56KG,A型,双子座,杭州艺术学校,演员,,《爸爸父亲爹》,,https://image.ijq.tv/201506/23/15-47-27-45-12.jpg,images/15-47-27-45-12.jpg,毛方圆,https://www.ijq.tv/mingxing/2548.html,https://image.ijq.tv/201506/23/15-47-27-45-12.jpg,毛方圆的新浪微博
