中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
徐麒雯,Amber,卡西,汉族,内地,1983-7-29,浙江杭州,168CM,46KG,O型,狮子座,上海戏剧学院表演系,演员,,徐麒雯的新浪微博,《宫锁心玉》《国色天香》,搭档何晟铭,https://image.ijq.tv/201502/27/15-50-10-92-14.jpg,images/15-50-10-92-14.jpg,徐麒雯,https://www.ijq.tv/mingxing/1320.html,https://image.ijq.tv/201502/27/15-50-10-92-14.jpg
吴丹妮,Dannie,花花,汉族,内地,1991-8-13,湖北武汉,160CM,43KG,AB型,狮子座,,"演员,歌手",,,《焦糖甜心》《粉色樱花》《转身说爱你》,,https://image.ijq.tv/201502/27/15-20-35-73-14.jpg,images/15-20-35-73-14.jpg,吴丹妮,https://www.ijq.tv/mingxing/1319.html,https://image.ijq.tv/201502/27/15-20-35-73-14.jpg
孙晶晶,Sun Jingjing,,汉族,内地,1984-4-1,烟台,168CM,47KG,O型,白羊座,中央戏剧学院,演员,北京博纳演艺经纪有限公司,孙晶晶的新浪微博,《不谈爱情》《梦里花落知多少》《一家人》,姚芊羽,https://image.ijq.tv/201502/27/15-12-27-70-8.jpg,images/15-12-27-70-8.jpg,孙晶晶,https://www.ijq.tv/mingxing/1318.html,https://image.ijq.tv/201502/27/15-12-27-70-8.jpg
王新,Lanrence,新哥,汉族,内地,11-7,黑龙江哈尔滨,180CM,70KG,O型,天蝎座,上海戏剧学院,演员,海润影视,王新的新浪微博,《向着幸福前进》,吴奇隆,https://image.ijq.tv/201502/27/14-36-30-34-12.jpg,images/14-36-30-34-12.jpg,王新,https://www.ijq.tv/mingxing/1316.html,https://image.ijq.tv/201502/27/14-36-30-34-12.jpg
贾晓晨,Jade jia,,回族,内地,1982-9-20,济南,,42KG,B型,处女座,,"演员,歌手,模特",TVB,贾晓晨的新浪微博,《失婚男女》《耀舞长安》,搭档刘德华 搭档梁家辉 搭档郭富城 老公樊少皇,https://image.ijq.tv/201502/27/14-50-37-57-8.jpg,images/14-50-37-57-8.jpg,贾晓晨,https://www.ijq.tv/mingxing/1317.html,https://image.ijq.tv/201502/27/14-50-37-57-8.jpg
唐于鸿,Queena,,汉族,内地,1986-7-19,重庆市涪陵区,164CM,47KG,O型,巨蟹座,北京电影学院,演员,海润影视传媒,唐于鸿的新浪微博,《向着幸福前进》,,https://image.ijq.tv/201502/27/14-16-14-70-12.jpg,images/14-16-14-70-12.jpg,唐于鸿,https://www.ijq.tv/mingxing/1313.html,https://image.ijq.tv/201502/27/14-16-14-70-12.jpg
于小彤,Jim,"混世魔王,小彤,彤哥,彤子",汉族,内地,1994-05-27,辽宁大连,190CM,63KG,O型,双子座,北京舞蹈学院附属学校,"演员,歌手,主持人",北京荣信达影视,于小彤的新浪微博,《红楼梦》《梅兰芳》《劝和小组》,好友杨洋 搭档蒋梦婕,https://image.ijq.tv/201502/27/14-20-27-78-10.jpg,images/14-20-27-78-10.jpg,于小彤,https://www.ijq.tv/mingxing/1314.html,https://image.ijq.tv/201502/27/14-20-27-78-10.jpg
宋雨霏,,,汉族,内地,1981-9-5,哈尔滨,168CM,52KG,B型,处女座,中央戏剧学院,演员,湖南卫视,宋雨霏的新浪微博,《中国地》《海岸线》《伤不起的青春》,闫学晶,https://image.ijq.tv/201502/27/14-27-11-53-8.jpg,images/14-27-11-53-8.jpg,宋雨霏,https://www.ijq.tv/mingxing/1315.html,https://image.ijq.tv/201502/27/14-27-11-53-8.jpg
于莎莎,,,汉族,内地,1985-5-30,山东烟台,165CM,43KG,B型,双子座,北京电影学院高职学院03级表演系,演员,搜狐视频,于莎莎的新浪微博,《极品女士》《意外的恋爱时光》《女医明妃传》,好友魏晨 搭档董成鹏,https://image.ijq.tv/201704/06/15-44-45-96-26.jpg,images/15-44-45-96-26.jpg,于莎莎,https://www.ijq.tv/mingxing/1312.html,https://image.ijq.tv/201704/06/15-44-45-96-26.jpg
李岷城,Mario,李成,汉族,内地,1987-3-15,北京,183CM,67KG,A型,双鱼座,北京舞蹈学院音乐剧系,演员,京京拾捌文化经纪,李岷城的新浪微博,《宝贝别哭》《同桌的你》《暗黑者》《碧海雄心》,搭档郭京飞,https://image.ijq.tv/201502/27/13-35-16-15-10.jpg,images/13-35-16-15-10.jpg,李岷城,https://www.ijq.tv/mingxing/1311.html,https://image.ijq.tv/201502/27/13-35-16-15-10.jpg
张超,Juck Zhang,超超,汉族,内地,1988-3-2,北京市,188CM,70KG,AB型,双鱼座,北方私立中学,"演员,歌手",北京君为文化传播有限公司,张超的新浪微博,《网球王子》《神雕侠侣》《有一个地方只有我们知道》,搭档吴亦凡,https://image.ijq.tv/201502/27/11-43-46-41-10.jpg,images/11-43-46-41-10.jpg,张超,https://www.ijq.tv/mingxing/1310.html,https://image.ijq.tv/201502/27/11-43-46-41-10.jpg
