中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
张艺宣,,,汉族,内地,5-26,,,,O型,双子座,中国戏曲学院,演员,,《西游记之八戒降妖》《似水流年情不易》,,https://image.ijq.tv/202004/12/12-54-11-48-1.jpg,images/12-54-11-48-1.jpg,张艺宣,https://www.ijq.tv/mingxing/158666689210292.html,https://image.ijq.tv/202004/12/12-54-11-48-1.jpg,
完颜洛绒,,,汉族,内地,,,181CM,75KG,A型,天蝎座,,演员,,《我与你的光年距离Ⅱ》《致我们甜甜的小美满》,李歌洋 龚俊,https://image.ijq.tv/202004/11/13-46-15-24-1.png,images/13-46-15-24-1.png,完颜洛绒,https://www.ijq.tv/mingxing/158658389110291.html,https://image.ijq.tv/202004/11/13-46-15-24-1.png,完颜洛绒的新浪微博
郭铁城,,,汉族,内地,,辽宁 铁岭,,,,狮子座,北京电影学院,演员,,《刘老根》《圣水湖畔》,,https://image.ijq.tv/202004/11/10-44-07-52-1.jpg,images/10-44-07-52-1.jpg,郭铁城,https://www.ijq.tv/mingxing/158657275810290.html,https://image.ijq.tv/202004/11/10-44-07-52-1.jpg,
朱墨,,,汉族,内地,,河北保定,170CM,,O型,魔羯座,中国人民解放军艺术学院,演员,,《我的美丽人生》《悲喜亲家》,,https://image.ijq.tv/202004/11/08-15-22-15-1.jpg,images/08-15-22-15-1.jpg,朱墨,https://www.ijq.tv/mingxing/158656390910289.html,https://image.ijq.tv/202004/11/08-15-22-15-1.jpg,
黄家达,Huang Chia-Da,黄加达,汉族,内地,1947-3-22,香港,170CM,70KG,,,,演员,,《八百壮士》《少林十八铜人》《合气道》,,https://image.ijq.tv/202004/10/09-20-42-74-1.jpg,images/09-20-42-74-1.jpg,黄家达,https://www.ijq.tv/mingxing/158648155610287.html,https://image.ijq.tv/202004/10/09-20-42-74-1.jpg,
马翼,Yi Ma,,汉族,内地,,,,,,,,演员,,,,https://image.ijq.tv/202004/09/08-56-51-66-1.jpg,images/08-56-51-66-1.jpg,马翼,https://www.ijq.tv/mingxing/158639369610286.html,https://image.ijq.tv/202004/09/08-56-51-66-1.jpg,
徐百慧,Xu Baihui,徐百卉,汉族,内地,1983-08-03,吉林省长春市,,,,狮子座,中央戏剧学院,演员,,《小留学生》《爱了散了》《我的儿子是奇葩》《产科医生》《大好时光》《芈月传》《遥远的距离》《燕阳春》,宋佳玲,https://www.ijq.tv/file/upload/202012/23/11-18-58-20-1.png,images/11-18-58-20-1.png,徐百慧,https://www.ijq.tv/mingxing/15844358338106.html,https://www.ijq.tv/file/upload/202012/23/11-18-58-20-1.png,
张婉悠,,张钲雯,汉族,内地,1987-6-16,青岛,170CM,55KG,O型,双子座,,"演员,模特",,,汤加丽 周韦彤 潘春春,https://image.ijq.tv/202002/26/15-37-00-16-1.png,images/15-37-00-16-1.png,张婉悠,https://www.ijq.tv/mingxing/15827017117459.html,https://image.ijq.tv/202002/26/15-37-00-16-1.png,
潘春春,Pan Chunchun,春春,汉族,内地,1990-1-10,陕西省延安市,168CM,43KG,B型,处女座,北京师范大学,"演员,主持人,模特",,《嫦娥》《深井食堂》《古惑镇激斗少年》《追爱时光机》,汤加丽 周韦彤,https://image.ijq.tv/202002/26/15-30-52-65-1.png,images/15-30-52-65-1.png,潘春春,https://www.ijq.tv/mingxing/15826991767458.html,https://image.ijq.tv/202002/26/15-30-52-65-1.png,
萨瑶瑶,sayaoyao,,汉族,内地,1990-6-20,徐州,167CM,46KG,B型,金牛座,中央民族大学舞蹈专业,"演员,歌手,模特",,《单眼皮女生》《爱情三十计》《可惜不是你》,汤加丽 汤芳,https://image.ijq.tv/202002/26/14-25-22-77-1.png,images/14-25-22-77-1.png,萨瑶瑶,https://www.ijq.tv/mingxing/15826956807456.html,https://image.ijq.tv/202002/26/14-25-22-77-1.png,
