中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
梁景东,LiangJingDong,京东,汉族,内地,1967-4-21,山西,175CM,67KG,B型,巨蟹座,北京电影学院美术系动画专业,"演员,其他",,《山河故人》,赵涛,https://image.ijq.tv/201506/27/14-29-29-92-16.png,images/14-29-29-92-16.png,梁景东,https://www.ijq.tv/mingxing/2598.html,https://image.ijq.tv/201506/27/14-29-29-92-16.png,
董子健,DongZiJian,小子,汉族,内地,1993-12-19,北京,176CM,63KG,A型,白羊座,中央戏剧学院|北京第八十中学,演员,,《大江大河》《青春派》《笔仙3》《少年巴比伦》《少年班》《山河故人》《完全男生手册》《六弄咖啡馆》《德兰》,孙怡,https://image.ijq.tv/201506/27/14-13-59-18-16.png,images/14-13-59-18-16.png,董子健,https://www.ijq.tv/mingxing/2597.html,https://image.ijq.tv/201506/27/14-13-59-18-16.png,董子健的新浪微博
王奕盛,,,汉族,内地,,中国北京,174CM,67KG,B型,处女座,中央戏剧学院,演员,,《孤雁》,程煜 程愫 朱泳腾,https://image.ijq.tv/201506/27/14-12-51-34-14.png,images/14-12-51-34-14.png,王奕盛,https://www.ijq.tv/mingxing/2596.html,https://image.ijq.tv/201506/27/14-12-51-34-14.png,
赵涛,Zhao Tao,涛儿,汉族,内地,1978-1-28,山西太原,166CM,48KG,A型,双子座,北京舞蹈学院民舞系,演员,西河星汇影业,《站台》《三峡好人》《我是丽》《万层浪》《二十四城记》,贾樟柯,https://image.ijq.tv/201506/27/13-56-02-15-16.png,images/13-56-02-15-16.png,赵涛,https://www.ijq.tv/mingxing/2594.html,https://image.ijq.tv/201506/27/13-56-02-15-16.png,
程煜,,,汉族,内地,1957-1-8,辽宁省沈阳市铁西区,174CM,65KG,B型,水瓶座,,演员,,《孤雁》《北平无战事》,刘烨 程愫,https://image.ijq.tv/201506/27/13-42-41-38-14.png,images/13-42-41-38-14.png,程煜,https://www.ijq.tv/mingxing/2593.html,https://image.ijq.tv/201506/27/13-42-41-38-14.png,
吴紫彤,,紫彤,汉族,内地,1985-5-8,北京,165CM,45KG,A型,双子座,毕业院校中央戏剧学院,演员,,《河畔新村》,,https://image.ijq.tv/201506/27/10-46-34-66-12.jpg,images/10-46-34-66-12.jpg,吴紫彤,https://www.ijq.tv/mingxing/2590.html,https://image.ijq.tv/201506/27/10-46-34-66-12.jpg,吴紫彤的新浪微博
王晓曦,,晓曦,汉族,内地,1960-1-23,吉林,174CM,67KG,AB型,双子座,,演员,,《河畔新村》,,https://image.ijq.tv/201506/27/10-28-52-93-12.jpg,images/10-28-52-93-12.jpg,王晓曦,https://www.ijq.tv/mingxing/2588.html,https://image.ijq.tv/201506/27/10-28-52-93-12.jpg,王晓曦的新浪微博
高泰宇,Gao taiyu,姚洋,汉族,内地,1991-7-12,烟台,185CM,76KG,B型,巨蟹座,山东艺术学院,演员,天娱传媒,《黄飞鸿之英雄有梦》《为爱放手》,王薇,https://image.ijq.tv/201506/27/10-40-12-14-8.png,images/10-40-12-14-8.png,高泰宇,https://www.ijq.tv/mingxing/2589.html,https://image.ijq.tv/201506/27/10-40-12-14-8.png,高泰宇的新浪微博
牛犇,Niuben,,汉族,内地,1990-4-28,上海松江区,178CM,69KG,O型,金牛座,上海视觉艺术学院,演员,北京电视艺术中心有限公司,《真情三人行》《火线英雄》,搭档保剑锋 搭档吴奇隆,https://image.ijq.tv/201506/27/10-03-03-29-10.jpg,images/10-03-03-29-10.jpg,牛犇,https://www.ijq.tv/mingxing/2587.html,https://image.ijq.tv/201506/27/10-03-03-29-10.jpg,牛犇的新浪微博
于朦胧,Alan Yu,"萌萌,大暖男,朦朦,朦胧",汉族,内地,1988-6-15,乌鲁木齐,183CM,60KG,B型,双子座,北京现代音乐学院,"演员,歌手",天娱传媒,《为爱放手》《把爱带回家》《太子妃升职记》,陈若轩,https://image.ijq.tv/201607/20/15-58-18-36-26.jpg,images/15-58-18-36-26.jpg,于朦胧,https://www.ijq.tv/mingxing/2585.html,https://image.ijq.tv/201607/20/15-58-18-36-26.jpg,于朦胧的新浪微博
徐乐,,小乐,汉族,内地,1988-6-16,上海,163CM,49KG,A型,金牛座,南京艺术学院,模特,,《沙漏》,,https://image.ijq.tv/201506/26/15-19-42-61-12.jpg,images/15-19-42-61-12.jpg,徐乐,https://www.ijq.tv/mingxing/2583.html,https://image.ijq.tv/201506/26/15-19-42-61-12.jpg,徐乐的新浪微博
王薇,VIAN,二薇,汉族,内地,1990-7-6,宁波,167CM,48KG,B型,巨蟹座,浙江艺术学院,演员,金都影视,《为爱放手》《明若晓溪》《麻辣白玉堂》,童菲,https://image.ijq.tv/201610/21/16-23-39-62-26.jpg,images/16-23-39-62-26.jpg,王薇,https://www.ijq.tv/mingxing/2582.html,https://image.ijq.tv/201610/21/16-23-39-62-26.jpg,王薇的新浪微博
