中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
莫小错,blair|van,田源,汉族,内地,1992-1-26,合肥,170CM,58KG,,水瓶座,,演员,,《蛊寨癫狂记》《拜托！别黑我！》《到此一游》《奇葩县衙》,陈思宇 李岱昆 卢本娟 颜丹,https://image.ijq.tv/201909/05/15-05-52-52-47.png,images/15-05-52-52-47.png,莫小错,https://www.ijq.tv/mingxing/15676671226461.html,https://image.ijq.tv/201909/05/15-05-52-52-47.png,
罗天泽,,,汉族,内地,2007-10-29,黑龙江省哈尔滨市,155CM,37KG,,处女座,,演员,,《问天录》《天意》《少年江湖物语》《123度谋杀案》,岳云鹏 佟丽娅 袁弘,https://image.ijq.tv/201909/05/15-00-19-99-46.jpg,images/15-00-19-99-46.jpg,罗天泽,https://www.ijq.tv/mingxing/15676667336460.html,https://image.ijq.tv/201909/05/15-00-19-99-46.jpg,罗天泽的新浪微博
刘芮侨,,,汉族,内地,11-22,,168CM,45KG,,天蝎座,北京电影学院,演员,芮侨影视文化工作室,《等你爱我》《拜托！别黑我！》《愿有人陪你颠沛流离》,马梓铭 杨孟霖 丁柳雁 黄由启,https://image.ijq.tv/201909/05/14-45-34-76-47.png,images/14-45-34-76-47.png,刘芮侨,https://www.ijq.tv/mingxing/15676659086459.html,https://image.ijq.tv/201909/05/14-45-34-76-47.png,刘芮侨的新浪微博
吕晨悦,,眺眺,汉族,内地,2008年6,浙江东阳,150CM,28KG,,双子座,东阳中天国际小学,演员,乐模少儿模特,《择天记》《扶摇》《凤囚凰》,关晓彤 杨幂,https://image.ijq.tv/201909/05/14-44-18-94-46.jpg,images/14-44-18-94-46.jpg,吕晨悦,https://www.ijq.tv/mingxing/15676658476458.html,https://image.ijq.tv/201909/05/14-44-18-94-46.jpg,吕晨悦的新浪微博
赵天戈,,,汉族,内地,1993-11,北京,183CM,65KG,,射手座,中国传媒大学,"演员,歌手",果实计划,《将神》,夏瀚宇,https://image.ijq.tv/201909/05/14-27-12-49-46.jpg,images/14-27-12-49-46.jpg,赵天戈,https://www.ijq.tv/mingxing/15676648216456.html,https://image.ijq.tv/201909/05/14-27-12-49-46.jpg,赵天戈的新浪微博
吴承泽,,,汉族,内地,2000-5-11,内蒙古自治区乌海市,189CM,70KG,,金牛座,,"演员,歌手",果然天空,《青春有你》,张艺兴 蔡依林 李荣浩 欧阳靖,https://image.ijq.tv/201909/05/14-13-54-69-46.jpg,images/14-13-54-69-46.jpg,吴承泽,https://www.ijq.tv/mingxing/15676640236454.html,https://image.ijq.tv/201909/05/14-13-54-69-46.jpg,吴承泽的新浪微博
张铭轩,,,汉族,内地,,,182CM,70KG,,,中南大学工程系,"演员,歌手",好好栮朷,《创造营2019》,周震南 何洛洛 焉栩嘉,https://image.ijq.tv/201909/05/11-48-55-35-46.jpg,images/11-48-55-35-46.jpg,张铭轩,https://www.ijq.tv/mingxing/15676553226453.html,https://image.ijq.tv/201909/05/11-48-55-35-46.jpg,张铭轩的新浪微博
赵文竹,,,汉族,内地,,,167CM,45KG,,金牛座,中国传媒大学,演员,香港传递娱乐,《新三国》《高能少年团》《极限挑战》,侯明昊 成毅 张博宇 李曼,https://image.ijq.tv/201909/05/11-33-33-30-46.jpg,images/11-33-33-30-46.jpg,赵文竹,https://www.ijq.tv/mingxing/15676544016452.html,https://image.ijq.tv/201909/05/11-33-33-30-46.jpg,
孙德元,Simon Sun,,汉族,内地,3-10,新疆,174CM,70KG,,白羊座,中国传媒大学,演员,,《同桌的你》《吴哥的微笑》《都市童话》,周冬雨 林更新,https://image.ijq.tv/201909/05/10-23-18-56-46.jpg,images/10-23-18-56-46.jpg,孙德元,https://www.ijq.tv/mingxing/15676501926451.html,https://image.ijq.tv/201909/05/10-23-18-56-46.jpg,孙德元的新浪微博
张叹,,,汉族,内地,,北京,165CM,45KG,,巨蟹座,湖南大学,演员,,《晨阳》《追球》,杨仕泽 蔡知辰,https://image.ijq.tv/201909/04/17-43-40-89-46.jpg,images/17-43-40-89-46.jpg,张叹,https://www.ijq.tv/mingxing/15675901596449.html,https://image.ijq.tv/201909/04/17-43-40-89-46.jpg,张叹的新浪微博
