中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
苑琼丹,,苑丽琼,汉族,内地,1963-9-11,香港特别行政区,163CM,47KG,A型,水瓶座,,演员,,《逃学外传》《美人私房菜》,黄乃扬,https://image.ijq.tv/201501/23/15-54-45-48-12.jpg,images/15-54-45-48-12.jpg,苑琼丹,https://www.ijq.tv/mingxing/1014.html,https://image.ijq.tv/201501/23/15-54-45-48-12.jpg,
闫学晶,,山杏,汉族,内地,1972-2-7,吉林省辽源市东辽县,168CM,55KG,O型,水瓶座,吉林省戏曲学校,演员,海政文工团,《刘老根》《笑笑茶楼》《女人当官》《闯关东前传》,恩师高茹 配偶林越 搭档郭德纲,https://image.ijq.tv/201501/23/16-01-51-74-10.jpg,images/16-01-51-74-10.jpg,闫学晶,https://www.ijq.tv/mingxing/1016.html,https://image.ijq.tv/201501/23/16-01-51-74-10.jpg,
杜奕衡,Mark.DU,,汉族,内地,1978-9-4,四川成都,178CM,68KG,B型,处女座,,"演员,歌手",博纳影业集团,《让子弹飞》《龙门飞甲》《大上海》,,https://image.ijq.tv/201501/23/14-41-35-29-10.jpg,images/14-41-35-29-10.jpg,杜奕衡,https://www.ijq.tv/mingxing/1013.html,https://image.ijq.tv/201501/23/14-41-35-29-10.jpg,
李子峰,,,汉族,内地,1986-12-6,湖南省,187CM,75KG,A型,射手座,湖南省艺术学院,"演员,模特",喜天影视文化有限公司,《媚者无疆》《煮妇神探》《旋风十一人》《偏偏喜欢你》,张天爱,https://image.ijq.tv/201501/23/14-17-07-95-11.jpg,images/14-17-07-95-11.jpg,李子峰,https://www.ijq.tv/mingxing/1012.html,https://image.ijq.tv/201501/23/14-17-07-95-11.jpg,李子峰的新浪微博
申军谊,,,汉族,内地,1957-3-9,广西,183CM,85KG,A型,双鱼座,北京西城花园村中学,演员,,《乌龙山剿匪记》《杀手》《情阴阳界》《通缉令》,旧爱贾妮,https://image.ijq.tv/201501/22/16-31-51-11-10.jpg,images/16-31-51-11-10.jpg,申军谊,https://www.ijq.tv/mingxing/1010.html,https://image.ijq.tv/201501/22/16-31-51-11-10.jpg,
张倩,,张子倩,汉族,内地,7-24,湖南长沙,164CM,45KG,A型,狮子座,中央戏剧学院,"演员,模特",,《魔幻手机》,,https://image.ijq.tv/201501/22/15-24-20-99-12.jpg,images/15-24-20-99-12.jpg,张倩,https://www.ijq.tv/mingxing/1008.html,https://image.ijq.tv/201501/22/15-24-20-99-12.jpg,
姚刚,Yaogang,,汉族,内地,1970-8-3,辽宁省大连市,183CM,,AB型,狮子座,,演员,北京中盛天歌演艺经纪有限公司,《非亲姐妹》《小姨多鹤》《天字一号》《世间道》,,https://image.ijq.tv/201501/22/15-55-22-13-10.jpg,images/15-55-22-13-10.jpg,姚刚,https://www.ijq.tv/mingxing/1009.html,https://image.ijq.tv/201501/22/15-55-22-13-10.jpg,
蔡子伦,,,汉族,内地,1984-5-9,安徽,180CM,65KG,A型,金牛座,中央戏剧学院,演员,,《千金女贼》,,https://image.ijq.tv/201501/22/14-23-44-52-12.jpg,images/14-23-44-52-12.jpg,蔡子伦,https://www.ijq.tv/mingxing/1007.html,https://image.ijq.tv/201501/22/14-23-44-52-12.jpg,
曹苑,,曹双双,汉族,内地,1987-1-13,北京东城区,166CM,47KG,AB型,魔羯座,北京电影学院,演员,,《战争中的女人》《爱情有点蓝》《美丽的头发》,陈佩斯,https://image.ijq.tv/201501/22/13-51-22-50-14.jpg,images/13-51-22-50-14.jpg,曹苑,https://www.ijq.tv/mingxing/1006.html,https://image.ijq.tv/201501/22/13-51-22-50-14.jpg,曹苑的新浪微博
鲁敏宇,,,朝鲜族,内地,1986.05.29,日本,,63KG,A型,双子座,韩国仁荷大学戏剧电影系,"演员,歌手",MJ_Dreamsys Company,《有效期限爱上你》,玄彬,https://image.ijq.tv/201501/22/11-48-18-68-13.jpg,images/11-48-18-68-13.jpg,鲁敏宇,https://www.ijq.tv/mingxing/1005.html,https://image.ijq.tv/201501/22/11-48-18-68-13.jpg,
李雯雯,,,汉族,内地,1984-1-26,贵州,165CM,47KG,AB型,水瓶座,中央戏剧学院表演系,演员,希世纪影视,《碧血书香梦》《赵匡胤》《陆贞传奇》,,https://image.ijq.tv/201501/21/17-04-33-64-14.jpg,images/17-04-33-64-14.jpg,李雯雯,https://www.ijq.tv/mingxing/1004.html,https://image.ijq.tv/201501/21/17-04-33-64-14.jpg,李雯雯的新浪微博
李承铉,,,朝鲜族,内地,1984-10-30,美国加利福尼亚州洛杉矶市,180CM,64KG,O型,天蝎座,韩国檀国大学影视演艺专业,"演员,歌手,主持人",,《新京华烟云》,戚薇,https://image.ijq.tv/201501/21/16-46-23-50-13.jpg,images/16-46-23-50-13.jpg,李承铉,https://www.ijq.tv/mingxing/1002.html,https://image.ijq.tv/201501/21/16-46-23-50-13.jpg,
宋小宝,,宋宝利,汉族,内地,1981-01-05,吉林省通化市辉南县,161CM,57KG,O型,金牛座,,"演员,歌手",本山传媒,《第22条婚规2》,恩师赵本山 搭档小沈阳 搭档沈春阳,https://image.ijq.tv/201501/21/16-32-52-59-13.jpg,images/16-32-52-59-13.jpg,宋小宝,https://www.ijq.tv/mingxing/1001.html,https://image.ijq.tv/201501/21/16-32-52-59-13.jpg,
王艳,Wang Yan,,汉族,内地,1974-02-11,山东青岛,167CM,50KG,O型,水瓶座,北京舞蹈学院,演员,,《还珠格格2》,丈夫王志才 搭档张卫健 搭档林心如,https://image.ijq.tv/201501/21/16-05-21-57-7.jpg,images/16-05-21-57-7.jpg,王艳,https://www.ijq.tv/mingxing/1000.html,https://image.ijq.tv/201501/21/16-05-21-57-7.jpg,王艳的新浪微博
孙大川,,,汉族,内地,1979,辽宁鞍山,180CM,68KG,B型,巨蟹座,中央戏剧学院99音乐剧本科班,演员,北京人民艺术剧院,《你是我的眼》,刘德华,https://image.ijq.tv/201501/21/15-30-52-18-12.jpg,images/15-30-52-18-12.jpg,孙大川,https://www.ijq.tv/mingxing/999.html,https://image.ijq.tv/201501/21/15-30-52-18-12.jpg,
许龄月,AmelieXu,悦悦,汉族,内地,1992-1-24,云南曲靖,166CM,50KG,B型,水瓶座,河北经贸大学、2012级上戏表演研修班,演员,,《你是我的眼》《左耳》《择天记》,贾玲,https://image.ijq.tv/201704/05/15-26-09-59-19.png,images/15-26-09-59-19.png,许龄月,https://www.ijq.tv/mingxing/998.html,https://image.ijq.tv/201704/05/15-26-09-59-19.png,许龄月的新浪微博
贾玲,,贾裕玲,汉族,内地,1982-4-29,湖北省襄阳市宜城市,166CM,60KG,A型,金牛座,中央戏剧学院,演员,,《你是我的眼》,冯巩 白凯南,https://image.ijq.tv/201610/09/12-04-16-81-26.jpg,images/12-04-16-81-26.jpg,贾玲,https://www.ijq.tv/mingxing/997.html,https://image.ijq.tv/201610/09/12-04-16-81-26.jpg,贾玲的新浪微博
赵本山,Zhao Benshan,本山大叔,汉族,内地,1957-10-2,辽宁省铁岭市开原市,175CM,70KG,B型,天秤座,,演员,本山传媒,《刘老根》《乡村爱情》《大笑江湖》《乡村爱情浪漫曲》,妻子马丽娟 搭档宋丹丹 爱徒宋小宝 爱徒董成鹏 爱徒小沈阳,https://image.ijq.tv/201501/21/14-14-10-84-7.jpg,images/14-14-10-84-7.jpg,赵本山,https://www.ijq.tv/mingxing/996.html,https://image.ijq.tv/201501/21/14-14-10-84-7.jpg,赵本山的新浪微博
王小利,Wang Xiaoli,王文利,汉族,内地,1969-4-28,哈尔滨市,170CM,75KG,AB型,金牛座,本山艺术学院,演员,本山传媒,《乡村爱情故事》《乡村爱情浪漫曲》,配偶李琳 师徒赵本山 同门小沈阳,https://image.ijq.tv/201501/21/13-49-01-65-7.jpg,images/13-49-01-65-7.jpg,王小利,https://www.ijq.tv/mingxing/995.html,https://image.ijq.tv/201501/21/13-49-01-65-7.jpg,
柳小海,,,汉族,内地,1982-08-05,中国黑龙江鸡西市,176CM,65KG,A型,狮子座,中央戏剧学院2001级本科,演员,喜天影视文化（北京）有限公司,《魔幻手机》《兄弟车行》《牧马人》《新闺蜜时代》,好友张歆艺 搭档童瑶 搭档刘希媛 同学吕夏,https://image.ijq.tv/201610/19/14-32-45-29-19.png,images/14-32-45-29-19.png,柳小海,https://www.ijq.tv/mingxing/994.html,https://image.ijq.tv/201610/19/14-32-45-29-19.png,柳小海的新浪微博
毕畅,BiChang,,汉族,内地,1989-7-4,辽宁省抚顺市,171CM,54KG,B型,巨蟹座,沈阳民族艺术学校（2002届）,演员,本山传媒,《乡村爱情浪漫曲》《怪侠欧阳德》,搭档贺树峰,https://image.ijq.tv/201501/21/13-20-45-29-7.jpg,images/13-20-45-29-7.jpg,毕畅,https://www.ijq.tv/mingxing/993.html,https://image.ijq.tv/201501/21/13-20-45-29-7.jpg,毕畅的新浪微博
罗云熙,Leo,罗弋,汉族,内地,1988-7-28,成都,177CM,57KG,A型,狮子座,上海戏剧学院,"演员,歌手",中视同成,《终极游侠》《因为爱情有幸福》《何以笙箫默》《奶爸当家》《上古情歌》,吴倩 刘馨祺 黄俊捷,https://image.ijq.tv/201905/16/15-06-26-28-49.jpg,images/15-06-26-28-49.jpg,罗云熙,https://www.ijq.tv/mingxing/992.html,https://image.ijq.tv/201905/16/15-06-26-28-49.jpg,罗云熙的新浪微博
林江国,jungle,,汉族,内地,1977-12-23,浙江仙居,180CM,70KG,O型,魔羯座,上海戏剧学院2000级,演员,四川星空影视文化传媒有限公司,《刁蛮公主》《活佛济公》《鹿鼎记》,,https://image.ijq.tv/201501/20/21-33-36-61-7.jpg,images/21-33-36-61-7.jpg,林江国,https://www.ijq.tv/mingxing/991.html,https://image.ijq.tv/201501/20/21-33-36-61-7.jpg,林江国的新浪微博
温兆伦,,,汉族,内地,1964-11-18,香港九龙法国医院,173CM,65KG,AB型,水瓶座,,"演员,歌手",,《义不容情》《我本善良》《流金岁月》《火玫瑰》《今生无悔》,妻子赵庭 搭档周星驰 搭档林心如 搭档周海媚,https://image.ijq.tv/201501/20/16-30-11-42-14.jpg,images/16-30-11-42-14.jpg,温兆伦,https://www.ijq.tv/mingxing/990.html,https://image.ijq.tv/201501/20/16-30-11-42-14.jpg,
句号,,句兆杰,汉族,内地,1962-10-25,辽宁省丹东市,172CM,69KG,B型,天蝎座,南京政治学院,演员,北京福熹嘉禾文化传播有限公司,《演员的烦恼》《离婚律师》《一飞冲天》,姜昆,https://image.ijq.tv/201501/20/15-44-38-84-7.jpg,images/15-44-38-84-7.jpg,句号,https://www.ijq.tv/mingxing/988.html,https://image.ijq.tv/201501/20/15-44-38-84-7.jpg,句号的新浪微博
张艺骞,Zhang Yiqian,,满族,内地,1985-1-9,东北,178CM,110KG,O型,魔羯座,,演员,,《医馆笑传》《谢文东》,,https://image.ijq.tv/201501/20/14-33-59-36-7.jpg,images/14-33-59-36-7.jpg,张艺骞,https://www.ijq.tv/mingxing/986.html,https://image.ijq.tv/201501/20/14-33-59-36-7.jpg,张艺骞的新浪微博
沈腾,,郝建,汉族,内地,1979-10-23,黑龙江省齐齐哈尔市,180CM,65KG,A型,白羊座,解放军艺术学院（戏剧表演系）,演员,小马奔腾、北京开心麻花话剧团,《你是我的眼》,何炅 马丽,https://image.ijq.tv/201501/20/14-03-48-42-12.jpg,images/14-03-48-42-12.jpg,沈腾,https://www.ijq.tv/mingxing/985.html,https://image.ijq.tv/201501/20/14-03-48-42-12.jpg,沈腾的新浪微博
林静,,,汉族,内地,4-3,青岛,167CM,52KG,A型,白羊座,北京电影学院表演系,演员,华策星之,《倚天屠龙记》《汉武大帝》《香草》,,https://image.ijq.tv/201704/27/15-43-57-23-26.jpg,images/15-43-57-23-26.jpg,林静,https://www.ijq.tv/mingxing/983.html,https://image.ijq.tv/201704/27/15-43-57-23-26.jpg,林静的新浪微博
亓航,,Qihang,汉族,内地,6-17,山东,183CM,78KG,AB型,双子座,北京电影学院,演员,盛夏星空影视传媒,《骄阳似我》《多情江山》,搭档田亮,https://image.ijq.tv/201501/19/16-37-55-85-10.jpg,images/16-37-55-85-10.jpg,亓航,https://www.ijq.tv/mingxing/984.html,https://image.ijq.tv/201501/19/16-37-55-85-10.jpg,
朱锐,Jolie,兜兜,汉族,内地,1987-8-23,江西樟树,165CM,48KG,B型,处女座,北京电影学院表演系,演员,,《酷爸俏妈》《辣妈正传》《一仆二主》《爷们儿》,好友胡可 好友海清 好友曹馨月 搭档张嘉译 搭档佟丽娅,https://image.ijq.tv/201501/19/16-06-13-88-14.jpg,images/16-06-13-88-14.jpg,朱锐,https://www.ijq.tv/mingxing/982.html,https://image.ijq.tv/201501/19/16-06-13-88-14.jpg,朱锐的新浪微博
