中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
陈赫,Michael Chen,曾小贤,汉族,内地,1985-11-9,福建省福州市长乐市,182CM,73KG,O型,天蝎座,上海戏剧学院,演员,华谊兄弟传媒集团,陈赫的新浪微博,《爱情公寓系列》《三个奶爸》《功夫男友》,娄艺潇 王传君 孙艺洲 张子萱,https://image.ijq.tv/201501/28/21-25-13-96-1.jpg,images/21-25-13-96-1.jpg,陈赫,https://www.ijq.tv/mingxing/113.html,https://image.ijq.tv/201501/28/21-25-13-96-1.jpg
娄艺潇,Loura,娄霄霄,汉族,内地,1988-12-27,辽宁省大连市,160CM,48KG,B型,魔羯座,上海戏剧学院,,,娄艺潇的新浪微博,《爱情公寓》《爱情自有天意》《爱情悠悠药草香》《鹿鼎记》《你是我的姐妹》,孙艺洲 陈赫,https://image.ijq.tv/201906/20/11-00-17-14-52.jpg,images/11-00-17-14-52.jpg,娄艺潇,https://www.ijq.tv/mingxing/112.html,https://image.ijq.tv/201906/20/11-00-17-14-52.jpg
孙艺洲,Sean,"洲哥,洲大,洲洲,帅洲,艺洲",汉族,内地,1983-10-23,四川成都,181CM,67KG,O型,天秤座,上海戏剧学院,演员,上海唐人电影制作有限公司,孙艺洲的新浪微博,《绯闻女友》,娄艺潇 陈赫 王传君,https://image.ijq.tv/201407/17/15-51-12-49-14.jpg,images/15-51-12-49-14.jpg,孙艺洲,https://www.ijq.tv/mingxing/111.html,https://image.ijq.tv/201407/17/15-51-12-49-14.jpg
郑爽,Zheng Shuang,"郑小爽,爽妞,小爽,爽姐,爽妹纸,爽爽",汉族,内地,1991-8-22,辽宁,168CM,44KG,A型,狮子座,北京电影学院,演员,天娱传媒有限公司,郑爽的新浪微博,《偏偏喜欢你》《古剑奇谭》,张翰 马天宇 杨洋 男友胡彦斌,https://image.ijq.tv/201912/11/15-08-17-60-46.jpg,images/15-08-17-60-46.jpg,郑爽,https://www.ijq.tv/mingxing/110.html,https://image.ijq.tv/201912/11/15-08-17-60-46.jpg
李易峰,,李贺,汉族,内地,1987-5-4,四川,181CM,60KG,AB型,金牛座,四川师范大学电影电视学院,"演员,歌手",欢瑞世纪,李易峰的新浪微博,《活色生香》《古剑奇谭》《盗墓笔记》《海上牧云记》《爱的蜜方》,颖儿 杨幂 陈良娣 李沁 郑爽,https://image.ijq.tv/201503/21/10-42-06-29-12.jpg,images/10-42-06-29-12.jpg,李易峰,https://www.ijq.tv/mingxing/108.html,https://image.ijq.tv/201503/21/10-42-06-29-12.jpg
Angelababy,Angelababy,"杨颖,Baby,AB",汉族,内地,1989-02-28,上海,160CM,45KG,AB型,双鱼座,嘉诺撒圣心商学书院,"演员,其他",华谊兄弟传媒集团,Angelababy的新浪微博,《创业时代》《全城热恋》《第一次》《太极》《狄仁杰之神都龙王》,黄晓明 黄轩,https://image.ijq.tv/201608/09/17-45-52-27-26.jpg,images/17-45-52-27-26.jpg,Angelababy,https://www.ijq.tv/mingxing/107.html,https://image.ijq.tv/201608/09/17-45-52-27-26.jpg
黄晓明,Huang Xiaoming,"教主,猫,钢钉侠,熊猫明,囧明",汉族,内地,1977-11-13,青岛,176CM,65KG,B型,天蝎座,北京电影学院,"演员,歌手,其他",黄晓明工作室,黄晓明的新浪微博,《锦绣缘华丽冒险》《中国合伙人》《神雕侠侣》《新上海滩》,angelbaby杨颖 赵薇 范冰冰,https://image.ijq.tv/201407/16/14-55-27-40-14.jpg,images/14-55-27-40-14.jpg,黄晓明,https://www.ijq.tv/mingxing/106.html,https://image.ijq.tv/201407/16/14-55-27-40-14.jpg
白百何,,白雪,汉族,内地,1984-3-1,山东省青岛市市北区,171CM,50KG,O型,双鱼座,中央戏剧学院表演系,演员,北京拾捌文化经纪有限公司,白百何的新浪微博,《失恋33天》《被偷走的那五年》《私人订制》《我的青春谁做主》,陈羽凡 文章 葛优,https://image.ijq.tv/201912/11/11-40-25-95-46.jpg,images/11-40-25-95-46.jpg,白百何,https://www.ijq.tv/mingxing/105.html,https://image.ijq.tv/201912/11/11-40-25-95-46.jpg
张杰,Jason,张小杰,汉族,内地,1982-12-20,四川,174CM,65KG,O型,射手座,四川师范大学,歌手,天娱传媒,张杰的新浪微博,《这就是爱》《勿忘心安》《我们都一样》《明天过后》,邓紫棋 谢娜 何炅 林俊杰,https://image.ijq.tv/201407/15/11-46-49-63-14.jpg,images/11-46-49-63-14.jpg,张杰,https://www.ijq.tv/mingxing/104.html,https://image.ijq.tv/201407/15/11-46-49-63-14.jpg
杨紫,Andy,"奥奥,杨旎奥",汉族,内地,1992-11-06,北京市房山区,160CM,48KG,AB型,天蝎座,北京电影学院表演系,演员,欢瑞世纪,杨紫的新浪微博,《家有儿女》《大嫁风尚》《战长沙》《大秧歌》,宋丹丹 张一山 霍建华,https://www.ijq.tv/file/upload/202102/05/15-45-55-52-1.png,images/15-45-55-52-1.png,杨紫,https://www.ijq.tv/mingxing/103.html,https://www.ijq.tv/file/upload/202102/05/15-45-55-52-1.png
邓紫棋,G.E.M.(Get Everybody Moving),"邓诗颖,金鱼,G.E.M.,Gloria Tang,小LuLu",汉族,内地,1991-8-16,上海,160CM,47KG,O型,狮子座,香港演艺学院,"演员,歌手",蜂鸟音乐有限公司,邓紫棋的新浪微博,《睡公主》《A.I.N.Y.》《我的秘密》《泡沫》《奇迹》《偶尔》,张杰 林宥嘉 华晨宇,https://image.ijq.tv/201610/27/14-51-12-35-34.jpg,images/14-51-12-35-34.jpg,邓紫棋,https://www.ijq.tv/mingxing/102.html,https://image.ijq.tv/201610/27/14-51-12-35-34.jpg
柳岩,ada,"百搭岩,油菜花",汉族,内地,1980-11-8,湖南省衡阳市,160CM,47KG,A型,天蝎座,湖南师范大学汉语语言学院本科班,"演员,歌手,主持人",光线文化传媒,柳岩的新浪微博,《爱上查美》《音乐风云榜》《周日我最大》,孟非 郭德纲,https://image.ijq.tv/201705/24/16-56-56-96-19.png,images/16-56-56-96-19.png,柳岩,https://www.ijq.tv/mingxing/101.html,https://image.ijq.tv/201705/24/16-56-56-96-19.png
金星,jin xing,,朝鲜族,内地,1967-8-13,沈阳,174CM,56KG,A型,狮子座,解放军艺术学院舞蹈系,"演员,主持人",金星工作室,金星的新浪微博,《林海雪原》,范冰冰 黄晓明 韩雪,https://image.ijq.tv/201509/01/11-52-05-60-14.png,images/11-52-05-60-14.png,金星,https://www.ijq.tv/mingxing/100.html,https://image.ijq.tv/201509/01/11-52-05-60-14.png
付辛博,Fu Xinbo,"付小包,包子,磊磊",汉族,内地,1987-3-5,西安,183CM,68KG,AB型,双鱼座,西安航空职业技术学院,"演员,歌手",奇幻创想|亚神音乐,付辛博的新浪微博,《忠烈杨家将》《乱世丽人行》《青丘狐传说》,搭档井柏然 搭档张亮,https://www.ijq.tv/file/upload/202010/23/15-28-49-52-1.png,images/15-28-49-52-1.png,付辛博,https://www.ijq.tv/mingxing/99.html,https://www.ijq.tv/file/upload/202010/23/15-28-49-52-1.png
赵丽颖,Zanilia Zhao,"颖宝,小赵总,赵小刀",汉族,内地,1987-10-16,河北省廊坊市,160CM,42KG,A型,天秤座,廊坊市电子信息工程学校,演员,北京海润演艺经纪有限公司,赵丽颖的新浪微博,《有翡》《知否知否应是绿肥红瘦》《楚乔传》《杉杉来了》《花千骨》《加油吧实习生》,冯绍峰 谢娜 关智斌 李易峰 王一博,https://www.ijq.tv/file/upload/202012/25/17-01-32-94-1.png,images/17-01-32-94-1.png,赵丽颖,https://www.ijq.tv/mingxing/97.html,https://www.ijq.tv/file/upload/202012/25/17-01-32-94-1.png
