中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
董璇,董欢欢|璇美人,Dong Xuan,汉族,内地,1982-11-5,黑龙江省牡丹江市,168CM,52KG,A型,水瓶座,北京电影学院表演系本科2000级,"演员,歌手",华谊兄弟时代文化经纪有限公司,《八大豪侠》《雪花女神龙》《神探狄仁杰3》《美女如云》,丈夫高云翔 密友贾乃亮 搭档应采儿 搭档佟大为 搭档马澜菲,https://image.ijq.tv/201501/28/17-00-42-30-14.jpg,images/17-00-42-30-14.jpg,董璇,https://www.ijq.tv/mingxing/1050.html,https://image.ijq.tv/201501/28/17-00-42-30-14.jpg,
唐曾,Tang Zeng,唐小松,汉族,内地,1985-10-13,四川省成都市,180CM,75KG,O型,天秤座,上海戏剧学院,演员,北京拾捌文化经纪有限公司,《知青》《我们的生活比蜜甜》《我们光荣的日子》,,https://image.ijq.tv/201501/28/16-24-02-57-11.jpg,images/16-24-02-57-11.jpg,唐曾,https://www.ijq.tv/mingxing/1048.html,https://image.ijq.tv/201501/28/16-24-02-57-11.jpg,
张晞临,,,汉族,内地,1966-7-8,北京市,180CM,72KG,A型,巨蟹座,上海戏剧学院,演员,,《后海不是海》《特警狙击手》《绝地刀锋》,搭档曹炳琨 妻子朱敏,https://image.ijq.tv/201501/28/16-27-44-44-10.jpg,images/16-27-44-44-10.jpg,张晞临,https://www.ijq.tv/mingxing/1049.html,https://image.ijq.tv/201501/28/16-27-44-44-10.jpg,
马敬涵,,马文龙,回族,内地,1982-2-8,辽宁省丹东市,182CM,75KG,B型,水瓶座,北京电影学院,演员,欢瑞世纪影视传媒股份有限公司,《神话》《宫锁心玉》《王者清风》《飞哥大英雄》,陈赫,https://image.ijq.tv/201501/28/15-50-38-91-14.jpg,images/15-50-38-91-14.jpg,马敬涵,https://www.ijq.tv/mingxing/1047.html,https://image.ijq.tv/201501/28/15-50-38-91-14.jpg,马敬涵的新浪微博
刘小小,,刘筱筱,汉族,内地,1990-3-28,江苏徐州,168CM,48KG,AB型,白羊座,中央戏剧学院07级表演系本,演员,北京祥意麒麟影业投资有限公司,《新版水浒传》《十月围城》,,https://image.ijq.tv/201501/28/15-32-28-20-14.jpg,images/15-32-28-20-14.jpg,刘小小,https://www.ijq.tv/mingxing/1046.html,https://image.ijq.tv/201501/28/15-32-28-20-14.jpg,刘小小的新浪微博
梁丹妮,,,,内地,1959-10-26,广东省广州市,162CM,45KG,A型,天蝎座,广州军区文工团,演员,,《我爱男闺蜜》《婚姻料理》,梁信 冯远征,https://image.ijq.tv/201501/28/15-25-58-20-12.jpg,images/15-25-58-20-12.jpg,梁丹妮,https://www.ijq.tv/mingxing/1044.html,https://image.ijq.tv/201501/28/15-25-58-20-12.jpg,
柯蓝,Michelle,,汉族,内地,1972-7-25,北京,165CM,50KG,A型,狮子座,,"演员,主持人,模特",拾捌文化,《国歌》《人间正道是沧桑》《天下女人》《我们光荣的日子》,黄志忠 李泉 何音,https://image.ijq.tv/201501/28/15-27-16-97-11.jpg,images/15-27-16-97-11.jpg,柯蓝,https://www.ijq.tv/mingxing/1045.html,https://image.ijq.tv/201501/28/15-27-16-97-11.jpg,柯蓝的新浪微博
汪俊,,,汉族,内地,1987-02-22,北京,178CM,65KG,A型,双鱼座,解放军艺术学院|中央戏剧学院,演员,北京鑫宝源影视投资有限公司,《像雾像雨又像风》《别了，温哥华》《苍穹之昴》《男人帮》《我爱男闺蜜》,黄磊 张子枫 胡先煦,https://image.ijq.tv/201501/28/15-06-47-94-12.jpg,images/15-06-47-94-12.jpg,汪俊,https://www.ijq.tv/mingxing/1043.html,https://image.ijq.tv/201501/28/15-06-47-94-12.jpg,汪俊的新浪微博
李心艾,Hsin Ai Lee,,汉族,内地,1990-4-10,陕西西安,166CM,50KG,B型,白羊座,,演员,创映电影公司|北京巨室音乐,《天台爱情》《班淑传奇》,,https://image.ijq.tv/201501/28/14-52-43-21-14.jpg,images/14-52-43-21-14.jpg,李心艾,https://www.ijq.tv/mingxing/1042.html,https://image.ijq.tv/201501/28/14-52-43-21-14.jpg,李心艾的新浪微博
曹炳琨,Cao Bingkun,,满族,内地,1983-3-25,北京市东城区,178CM,72KG,A型,射手座,北京电影学院2001级,演员,,《潜伏》《青春期撞上更年期》《西藏秘密》《渗透》,搭档杜淳 搭档马伊琍,https://image.ijq.tv/201501/28/13-47-43-69-10.jpg,images/13-47-43-69-10.jpg,曹炳琨,https://www.ijq.tv/mingxing/1041.html,https://image.ijq.tv/201501/28/13-47-43-69-10.jpg,
徐熙颜,,徐景,汉族,内地,1987-5-29,江苏省南京市,167CM,45KG,O型,双子座,北京电影学院,演员,英皇星艺,《马永贞》《别无选择》《谁懂女儿心》《活佛济公2》,搭档郑嘉颖,https://image.ijq.tv/201501/28/13-20-20-71-10.jpg,images/13-20-20-71-10.jpg,徐熙颜,https://www.ijq.tv/mingxing/1040.html,https://image.ijq.tv/201501/28/13-20-20-71-10.jpg,徐熙颜的新浪微博
瑛子,Ruth,敬虔,汉族,内地,1-19,重庆,166CM,46KG,B型,白羊座,重庆大学美视电影学院,演员,,《我的1997》《知青》《大国医》《冷风暴》《长城红》,搭档王志文 搭档王学兵,https://image.ijq.tv/201501/28/11-58-19-28-8.jpg,images/11-58-19-28-8.jpg,瑛子,https://www.ijq.tv/mingxing/1039.html,https://image.ijq.tv/201501/28/11-58-19-28-8.jpg,瑛子的新浪微博
程怡,,,汉族,内地,1985-7-29,成都,165CM,47KG,AB型,狮子座,北京舞蹈学院音乐剧班,"演员,歌手,模特",搜狐娱乐公司,《天国泪》《女人女人》《好大一个家》,,https://image.ijq.tv/201501/27/16-41-31-35-14.jpg,images/16-41-31-35-14.jpg,程怡,https://www.ijq.tv/mingxing/1038.html,https://image.ijq.tv/201501/27/16-41-31-35-14.jpg,程怡的新浪微博
关慧卿,Lesley,卿姐,满族,内地,1989-11-5（农历：十-初八）,黑龙江省牡丹江市,168CM,52KG,A型,天蝎座,中北英皇演艺专修学校,演员,北京馨艺丫丫演艺经纪有限公司,《楚汉争雄天师钟馗》《我在北京挺好的》,何杜娟 宋洋,https://image.ijq.tv/201501/27/14-56-05-29-12.jpg,images/14-56-05-29-12.jpg,关慧卿,https://www.ijq.tv/mingxing/1037.html,https://image.ijq.tv/201501/27/14-56-05-29-12.jpg,
