中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
林家川,Lin Jiachuan,林大川,汉族,内地,1981-3-1,辽宁省丹东市凤城市,176CM,67KG,O型,双子座,北京电影学院,演员,北京千易时代文化传媒有限公司,林家川的新浪微博,《家产》《天使的微笑》《幸福在哪里》,张佳宁,https://image.ijq.tv/201510/26/10-39-52-49-10.jpg,images/10-39-52-49-10.jpg,林家川,https://www.ijq.tv/mingxing/14458271673425.html,https://image.ijq.tv/201510/26/10-39-52-49-10.jpg
吴乙彤,Leewei,,汉族,内地,1977-8-21,安徽芜湖,169CM,55KG,O型,金牛座,,演员,,吴乙彤的新浪微博,《PTU机动部队》《一世情缘》《断刺》,张佳宁,https://image.ijq.tv/201510/26/10-09-22-21-10.jpg,images/10-09-22-21-10.jpg,吴乙彤,https://www.ijq.tv/mingxing/14458253303424.html,https://image.ijq.tv/201510/26/10-09-22-21-10.jpg
刘硕,Liu Shuo,硕宝,汉族,内地,1984-11-5,北京,183CM,75KG,O型,天蝎座,中央戏剧学院表演系,演员,海军政治部电视艺术中心,刘硕的新浪微博,《守望天湖》《北京出租车》《火蓝刀锋》,张佳宁,https://image.ijq.tv/201510/26/09-39-00-36-10.jpg,images/09-39-00-36-10.jpg,刘硕,https://www.ijq.tv/mingxing/14458235193423.html,https://image.ijq.tv/201510/26/09-39-00-36-10.jpg
赵嘉敏,Savoki,郡主、傻窝、熊孩子,汉族,内地,1998-7-22,广东省深圳市,166CM,47KG,A型,巨蟹座,深圳市外国语学校,"演员,歌手",上海丝芭文化传媒有限公司,,《青春的约定》《虫之诗》,莫寒,https://image.ijq.tv/201510/21/15-40-59-31-14.png,images/15-40-59-31-14.png,赵嘉敏,https://www.ijq.tv/mingxing/14454128403422.html,https://image.ijq.tv/201510/21/15-40-59-31-14.png
黄婷婷,Huang TingTing,婷婷桑、阔太太,汉族,内地,1992-9-8,中国江苏南京,165CM,47KG,A型,处女座,,"演员,歌手",上海久尚演艺经纪有限公司,黄婷婷的新浪微博,《雨季之后》《青春的约定》《足球派对》,莫寒,https://image.ijq.tv/201510/21/15-25-03-35-14.png,images/15-25-03-35-14.png,黄婷婷,https://www.ijq.tv/mingxing/14454122833421.html,https://image.ijq.tv/201510/21/15-25-03-35-14.png
莫寒,momo,,汉族,内地,1992-1-7,中国贵州遵义,166CM,48KG,A型,天蝎座,瑞金市私立英才学校,"演员,歌手",上海丝芭文化传媒有限公司,,《无处可逃》《盛夏好声音》,,https://image.ijq.tv/201510/21/15-02-03-85-14.png,images/15-02-03-85-14.png,莫寒,https://www.ijq.tv/mingxing/14454104363420.html,https://image.ijq.tv/201510/21/15-02-03-85-14.png
何佩瑜,Jeana Ho,,汉族,内地,1989-4-2,中国北京,171CM,48KG,B型,白羊座,,演员,GME,,《小姐诱心》《鸭王》《喜爱夜蒲》,莫绮雯,https://image.ijq.tv/201510/21/13-44-21-97-14.png,images/13-44-21-97-14.png,何佩瑜,https://www.ijq.tv/mingxing/14454057783416.html,https://image.ijq.tv/201510/21/13-44-21-97-14.png
莫绮雯,Aliza Mo,,汉族,内地,1987-9-14,广西桂林,166CM,48KG,B型,处女座,,"演员,模特",香港乐亚公关传讯有限公司,,《一路向西》,郭颖儿,https://image.ijq.tv/201510/21/10-09-54-80-14.png,images/10-09-54-80-14.png,莫绮雯,https://www.ijq.tv/mingxing/14453926783415.html,https://image.ijq.tv/201510/21/10-09-54-80-14.png
曹然然,,然然、大然,汉族,内地,1983-8-14,辽宁鞍山,173CM,69KG,AB型,狮子座,中央戏剧学院,演员,雷子乐笑工厂,,《爱笑会议室》《我们都爱笑》,古筝,https://image.ijq.tv/201510/20/16-50-08-69-14.png,images/16-50-08-69-14.png,曹然然,https://www.ijq.tv/mingxing/14453308003413.html,https://image.ijq.tv/201510/20/16-50-08-69-14.png
王奕心,Readis,,汉族,内地,1981-2-16,陕西西安,167CM,49KG,B型,水瓶座,,"演员,歌手",广东孔雀唱片公司,,《不要在寂寞的时候说爱我》,欢子,https://image.ijq.tv/201510/20/16-37-08-99-14.png,images/16-37-08-99-14.png,王奕心,https://www.ijq.tv/mingxing/14453300123412.html,https://image.ijq.tv/201510/20/16-37-08-99-14.png
