中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
符泷飞,Jason,付龙飞,汉族,内地,1988-5-21,广东 湛江,181CM,59KG,A型,双子座,广州艺术学院,"演员,歌手",,《JL》《男神执事团》,,https://image.ijq.tv/201507/14/10-48-30-88-16.png,images/10-48-30-88-16.png,符泷飞,https://www.ijq.tv/mingxing/2763.html,https://image.ijq.tv/201507/14/10-48-30-88-16.png,
孙玮伦,David,,汉族,内地,1985-5-2,山东,185CM,62KG,B型,金牛座,,演员,星星工作室,《女子分手专家》《中国好新郎》《等爱归来》,张定涵,https://image.ijq.tv/201507/14/10-30-22-93-8.jpg,images/10-30-22-93-8.jpg,孙玮伦,https://www.ijq.tv/mingxing/2762.html,https://image.ijq.tv/201507/14/10-30-22-93-8.jpg,孙玮伦的新浪微博
朱茵,Zhu Yin,,汉族,内地,1958-5-27,上海,167CM,50KG,A型,双子座,,演员,上海话剧艺术中心,《离婚律师》《小爸妈》,姚晨,https://image.ijq.tv/201507/13/17-03-18-39-7.jpg,images/17-03-18-39-7.jpg,朱茵,https://www.ijq.tv/mingxing/2761.html,https://image.ijq.tv/201507/13/17-03-18-39-7.jpg,朱茵的新浪微博
安又琪,Angela,琪琪、安安、大小姐、安美妞,汉族,内地,1982-10-14,黑龙江鸡西,164CM,48KG,B型,天蝎座,北京电影学院,"演员,歌手",,《你好周杰伦》《有你陪着我》《谈情说爱》,江映蓉 黄英,https://image.ijq.tv/201507/13/15-57-23-30-14.png,images/15-57-23-30-14.png,安又琪,https://www.ijq.tv/mingxing/2760.html,https://image.ijq.tv/201507/13/15-57-23-30-14.png,
董妮娜,NINI,妮妮,汉族,内地,1988-3-1,浙江,170CM,46KG,B型,双鱼座,上海师范大学,"演员,模特",,《守梦者》《青年霍元甲之冲出江湖》《北京爱情故事》,吴谨西,https://image.ijq.tv/201507/13/15-12-37-50-8.png,images/15-12-37-50-8.png,董妮娜,https://www.ijq.tv/mingxing/2759.html,https://image.ijq.tv/201507/13/15-12-37-50-8.png,董妮娜的新浪微博
黄英,Huang Ying,小黄英、小英子,汉族,内地,1989-1-28,四川省达州市渠县天星镇,157CM,46KG,AB型,魔羯座,,歌手,,《映山红》《痴梦》,江映蓉,https://image.ijq.tv/201507/13/10-49-40-38-14.png,images/10-49-40-38-14.png,黄英,https://www.ijq.tv/mingxing/2758.html,https://image.ijq.tv/201507/13/10-49-40-38-14.png,
江映蓉,VIVI,江小花，小灰兔，唯唯，江豆豆,汉族,内地,1988-2-1,四川省成都市青羊区,165CM,56KG,A型,水瓶座,北京现代音乐研修学院,歌手,天娱传媒有限公司,,李斯丹妮 黄贯中,https://image.ijq.tv/201507/13/10-39-48-51-14.png,images/10-39-48-51-14.png,江映蓉,https://www.ijq.tv/mingxing/2757.html,https://image.ijq.tv/201507/13/10-39-48-51-14.png,江映蓉的新浪微博
尤宪超,You XianChao,超超,汉族,内地,1986,北京,175CM,100KG,B型,白羊座,中国北方曲艺学院,"演员,其他",嘻哈包袱铺,《小爸妈》,高晓攀,https://image.ijq.tv/201507/11/17-58-03-76-7.jpg,images/17-58-03-76-7.jpg,尤宪超,https://www.ijq.tv/mingxing/2756.html,https://image.ijq.tv/201507/11/17-58-03-76-7.jpg,
王驾麟,JASON,王翔弘,汉族,内地,1983-3-4,江苏溧阳,178CM,56KG,B型,双子座,上海戏剧学院,演员,亚娟影视文化,《华胥引之绝爱之城》,,https://image.ijq.tv/201507/11/16-28-29-41-12.jpg,images/16-28-29-41-12.jpg,王驾麟,https://www.ijq.tv/mingxing/2754.html,https://image.ijq.tv/201507/11/16-28-29-41-12.jpg,王驾麟的新浪微博
于果,Yu Guo,果果,满族,内地,1987-2-5,哈尔滨,172CM,50KG,A型,金牛座,中央戏剧学院,演员,浮古影视,《拐个皇帝回现代》《小爸妈》,,https://image.ijq.tv/201507/11/16-29-55-11-7.jpg,images/16-29-55-11-7.jpg,于果,https://www.ijq.tv/mingxing/2755.html,https://image.ijq.tv/201507/11/16-29-55-11-7.jpg,于果的新浪微博
