中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
李眸,,,汉族,内地,1990-2-6,四川成都,166CM,49KG,A型,巨蟹座,上海戏剧学院07级表演系,演员,,李眸的新浪微博,《大染坊续》,海天,https://image.ijq.tv/201508/03/10-35-15-22-14.jpg,images/10-35-15-22-14.jpg,李眸,https://www.ijq.tv/mingxing/3017.html,https://image.ijq.tv/201508/03/10-35-15-22-14.jpg
海天,,李丹妮,汉族,内地,10-23,北京市朝阳区,166CM,48KG,A型,双子座,北京电影学院,"演员,模特",龙腾精英,海天的新浪微博,《小洋楼大平原》《大染坊续》,,https://image.ijq.tv/201508/03/10-13-21-89-14.jpg,images/10-13-21-89-14.jpg,海天,https://www.ijq.tv/mingxing/3015.html,https://image.ijq.tv/201508/03/10-13-21-89-14.jpg
徐阁,Xu ge,,汉族,内地,1987-9-11,北京,179CM,62KG,B型,狮子座,中央戏剧学院,演员,,徐阁的新浪微博,《杀手锏》《风云岁月》《我们的微幸福生活》《猎场》《特勤精英》,曹云金,https://image.ijq.tv/201508/03/10-21-03-47-8.jpg,images/10-21-03-47-8.jpg,徐阁,https://www.ijq.tv/mingxing/3014.html,https://image.ijq.tv/201508/03/10-21-03-47-8.jpg
梁镜珂,Liang jingke,镜珂,汉族,内地,8-18,北京,166CM,45KG,O型,狮子座,北京电影学院,演员,,梁镜珂的新浪微博,《古城往事》《如果爱》《定军山》,邢佳栋,https://image.ijq.tv/201507/31/14-59-27-45-8.jpg,images/14-59-27-45-8.jpg,梁镜珂,https://www.ijq.tv/mingxing/3009.html,https://image.ijq.tv/201507/31/14-59-27-45-8.jpg
杨怡,Tavia Yeung Yi,"Tavia,阿怡,羊咩",汉族,内地,1979-8-30,香港,165CM,47KG,B型,处女座,马鞍山潮州会馆中学,演员,香港电视广播有限公司,杨怡的新浪微博,《天眼》《名媛望族》《宫心计》,郑嘉颖,https://image.ijq.tv/201507/31/11-13-57-19-8.jpg,images/11-13-57-19-8.jpg,杨怡,https://www.ijq.tv/mingxing/3007.html,https://image.ijq.tv/201507/31/11-13-57-19-8.jpg
苏茂洋,Leo So,洋洋,汉族,内地,1985-10-10,辽宁,180CM,68KG,B型,天秤座,中央戏剧学院,演员,北京橙天拾捌文化经纪有限公司,苏茂洋的新浪微博,《国家使命》《幸福的眼泪》《单翼雄鹰》,赵婷婷,https://image.ijq.tv/201507/31/10-10-19-25-8.jpg,images/10-10-19-25-8.jpg,苏茂洋,https://www.ijq.tv/mingxing/3006.html,https://image.ijq.tv/201507/31/10-10-19-25-8.jpg
谢仙,,,汉族,内地,1984-10-27,重庆,163CM,48KG,A型,天蝎座,,演员,,,《云水怒》,,https://image.ijq.tv/201507/30/16-03-35-17-11.jpg,images/16-03-35-17-11.jpg,谢仙,https://www.ijq.tv/mingxing/3004.html,https://image.ijq.tv/201507/30/16-03-35-17-11.jpg
赵婷婷,Zhao tingting,婷婷,汉族,内地,1982-11-28,北京,164CM,52KG,B型,天秤座,新疆艺术学院,演员,,赵婷婷的新浪微博,《单翼雄鹰》《豆腐迷郎》《西圣地》,张娜拉,https://image.ijq.tv/201507/30/15-16-44-15-8.jpg,images/15-16-44-15-8.jpg,赵婷婷,https://www.ijq.tv/mingxing/3002.html,https://image.ijq.tv/201507/30/15-16-44-15-8.jpg
王增奇,Wang zengqi,增奇,汉族,内地,1987-11-7,沧州,173CM,62KG,B型,天秤座,天津师范大学,演员,,王增奇的新浪微博,《瀛寰之志》《新水浒传》《雪狼突击》,吴镇宇,https://image.ijq.tv/201507/30/14-37-09-12-8.jpg,images/14-37-09-12-8.jpg,王增奇,https://www.ijq.tv/mingxing/3001.html,https://image.ijq.tv/201507/30/14-37-09-12-8.jpg
冯荔军,Feng Li army,李军,汉族,内地,1989-5-16,北京朝阳区,182CM,58KG,B型,天秤座,中央戏剧学院,"演员,歌手",星光无限文化传媒有限公司,冯荔军的新浪微博,《怒海红尘》,孙坚,https://image.ijq.tv/201507/30/11-14-49-65-16.png,images/11-14-49-65-16.png,冯荔军,https://www.ijq.tv/mingxing/2999.html,https://image.ijq.tv/201507/30/11-14-49-65-16.png
