中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
方清平,Fang Qingping,清平,汉族,内地,1970-8-5,北京市,177CM,70KG,AB型,狮子座,北京六十六中学,演员,HS.STUDIO文化经纪,方清平的新浪微博,《城市猎人》《乞丐大掌柜》《青春不够用》,,https://image.ijq.tv/201505/15/15-26-48-67-12.jpg,images/15-26-48-67-12.jpg,方清平,https://www.ijq.tv/mingxing/2207.html,https://image.ijq.tv/201505/15/15-26-48-67-12.jpg
张绍荣,Shaorong Zhang,,汉族,内地,,北京,171CM,68KG,A型,双子座,北京市艺术学校曲剧表演班,演员,,,《当婆婆遇上妈》《有你才幸福》《好大一个家》《空巢姥爷》,,https://image.ijq.tv/201505/15/14-13-41-76-11.jpg,images/14-13-41-76-11.jpg,张绍荣,https://www.ijq.tv/mingxing/2206.html,https://image.ijq.tv/201505/15/14-13-41-76-11.jpg
朴孝珍,,,朝鲜族,内地,1981-12-28,韩国光州广域市,158CM,46KG,A型,射手座,,"演员,歌手",,,《守护家族》《急诊男女》《魔女的恋爱》,在熙,https://image.ijq.tv/201505/15/11-49-14-85-8.jpg,images/11-49-14-85-8.jpg,朴孝珍,https://www.ijq.tv/mingxing/2205.html,https://image.ijq.tv/201505/15/11-49-14-85-8.jpg
朱智勋,Ji-hun Ju/朱永鑂,주지훈，チュ?ジフン,朝鲜族,内地,1982-5-16,韩国,187CM,72KG,A型,巨蟹座,韩国京畿大学,演员,Keyeast,,《假面》,,https://image.ijq.tv/201505/15/10-44-22-44-14.png,images/10-44-22-44-14.png,朱智勋,https://www.ijq.tv/mingxing/2203.html,https://image.ijq.tv/201505/15/10-44-22-44-14.png
王萌,Wang Meng,萌宝宝,汉族,内地,1980-5-6,内蒙古包头市,183CM,75KG,B型,金牛座,中央戏剧学院,演员,北京读家经世文化传媒有限公司,王萌的新浪微博,《冬暖花会开》,邓家佳,https://image.ijq.tv/201505/14/15-54-58-28-7.png,images/15-54-58-28-7.png,王萌,https://www.ijq.tv/mingxing/2200.html,https://image.ijq.tv/201505/14/15-54-58-28-7.png
洪天照,Sammy Hung,天照,汉族,内地,1979-11-15,香港,178CM,65KG,B型,狮子座,,演员,,洪天照的新浪微博,《城市猎人》《逆战》《佛光寺传奇》,,https://image.ijq.tv/201505/14/14-31-40-89-12.jpg,images/14-31-40-89-12.jpg,洪天照,https://www.ijq.tv/mingxing/2194.html,https://image.ijq.tv/201505/14/14-31-40-89-12.jpg
胡东,,,汉族,内地,1969-6-19,浙江,186CM,75KG,AB型,双子座,解放军广州沙河军事体育学院,"演员,模特",,胡东的新浪微博,《城市猎人》《新水浒传》,搭档甘婷婷,https://image.ijq.tv/201505/14/13-53-31-17-12.jpg,images/13-53-31-17-12.jpg,胡东,https://www.ijq.tv/mingxing/2193.html,https://image.ijq.tv/201505/14/13-53-31-17-12.jpg
谢帅,,,汉族,内地,1986-02-18,黑龙江齐齐哈尔,171CM,55KG,B型,白羊座,中央戏剧学院,演员,上海话剧艺术中心,谢帅的新浪微博,《淑女涩男》,朱亚文,https://image.ijq.tv/201505/13/16-56-05-65-11.png,images/16-56-05-65-11.png,谢帅,https://www.ijq.tv/mingxing/2190.html,https://image.ijq.tv/201505/13/16-56-05-65-11.png
李初熙,이초희|Lee Chohee,初熙,朝鲜族,内地,1989-10-4,韩国大邱广域市,166CM,49KG,B型,天秤座,首尔艺术大学,演员,prainTPC,,《学校2015》《对我而言可爱的她》《花样爷爷侦察队》,金所炫,https://image.ijq.tv/201505/13/11-15-57-27-8.jpg,images/11-15-57-27-8.jpg,李初熙,https://www.ijq.tv/mingxing/2180.html,https://image.ijq.tv/201505/13/11-15-57-27-8.jpg
赵雨菁,Deja-vu,念念,汉族,内地,1986-9-15,西安市,168CM,52KG,A型,处女座,北京电影学院,"演员,模特",,赵雨菁的新浪微博,《神探杨金邦》《英雄时代》《拆散专家》,秦雪 王妍之,https://image.ijq.tv/201505/12/15-15-50-12-8.jpg,images/15-15-50-12-8.jpg,赵雨菁,https://www.ijq.tv/mingxing/2178.html,https://image.ijq.tv/201505/12/15-15-50-12-8.jpg
孙佳雨,,,汉族,内地,1995-10-21,北京,164CM,50KG,A型,巨蟹座,北京电影学院,演员,,孙佳雨的新浪微博,《余罪》《最好的我们》《隐形的翅膀》,张一山,https://image.ijq.tv/201505/12/14-34-20-36-12.jpg,images/14-34-20-36-12.jpg,孙佳雨,https://www.ijq.tv/mingxing/2176.html,https://image.ijq.tv/201505/12/14-34-20-36-12.jpg
梁大维,David.L,大V,蒙古族,内地,1987-10-25,呼和浩特,180CM,68KG,O型,天蝎座,中央戏剧学院,演员,北京拾捌文化经纪有限公司,梁大维的新浪微博,《英雄时代》《如果月亮有眼睛》《暗黑者》,甘露 王妍之,https://image.ijq.tv/201505/12/14-53-18-19-8.jpg,images/14-53-18-19-8.jpg,梁大维,https://www.ijq.tv/mingxing/2177.html,https://image.ijq.tv/201505/12/14-53-18-19-8.jpg
李丞峰,Chengfeng Li,成峰,汉族,内地,1978-10-8,山东济南,183CM,78KG,B型,天秤座,,演员,,,《斥候之剑》《薛丁山》《护国大将军》《大追捕苏三》,,https://image.ijq.tv/201505/12/14-27-52-75-16.jpg,images/14-27-52-75-16.jpg,李丞峰,https://www.ijq.tv/mingxing/2175.html,https://image.ijq.tv/201505/12/14-27-52-75-16.jpg
张彬彬,Vin,彬彬,汉族,内地,1993-1-19,江苏无锡,183CM,70KG,O型,双子座,上海戏剧学院,"演员,歌手",嘉行天下,张彬彬的新浪微博,《隐形的翅膀》《微微一笑很倾城》《秦时丽人明月心》《三生三世十里桃花》,迪丽热巴 杨幂 高伟光,https://www.ijq.tv/file/upload/202101/05/14-07-47-82-1.png,images/14-07-47-82-1.png,张彬彬,https://www.ijq.tv/mingxing/2173.html,https://www.ijq.tv/file/upload/202101/05/14-07-47-82-1.png
王纯,,,汉族,内地,1992-10-14,江苏,167CM,48KG,A型,天秤座,中央戏剧学院 2011级表演系,演员,,王纯的新浪微博,《二婶》,郑爽 马天宇,https://image.ijq.tv/201505/12/14-26-17-85-11.png,images/14-26-17-85-11.png,王纯,https://www.ijq.tv/mingxing/2174.html,https://image.ijq.tv/201505/12/14-26-17-85-11.png
韦玮,weiwei,玮玮,汉族,内地,1981-6-8,中国北京,166CM,47KG,A型,射手座,北京电影导演系,演员,八一制片厂,,《暖流》,,https://image.ijq.tv/201505/12/13-54-30-29-16.jpg,images/13-54-30-29-16.jpg,韦玮,https://www.ijq.tv/mingxing/2172.html,https://image.ijq.tv/201505/12/13-54-30-29-16.jpg
李凌云,Li Lingyun,凌云,汉族,内地,1-29,河南,188CM,65KG,B型,双子座,中央影视学院,"演员,模特",,,《下一站婚姻》,,https://image.ijq.tv/201505/12/11-59-29-95-12.jpg,images/11-59-29-95-12.jpg,李凌云,https://www.ijq.tv/mingxing/2171.html,https://image.ijq.tv/201505/12/11-59-29-95-12.jpg
万思维,万思维,军军,汉族,内地,1981-10-23,湖南,182CM,70KG,AB型,天秤座,北京电影学院01表演系本科,演员,,,《裸婚之后》《雷锋的微笑第五空间》《错嫁》,同学王珞丹,https://image.ijq.tv/201505/12/11-33-29-46-16.jpg,images/11-33-29-46-16.jpg,万思维,https://www.ijq.tv/mingxing/2167.html,https://image.ijq.tv/201505/12/11-33-29-46-16.jpg
刘宸希,Liu chenxi,纽扣,汉族,内地,2005-2-24,北京市,150CM,32KG,AB型,双鱼座,,"演员,模特",海润影视经纪公司,刘宸希的新浪微博,《侯天明的梦》《花非花雾非雾》《爱情时光》,柴碧云,https://image.ijq.tv/201505/12/11-54-13-66-8.jpg,images/11-54-13-66-8.jpg,刘宸希,https://www.ijq.tv/mingxing/2170.html,https://image.ijq.tv/201505/12/11-54-13-66-8.jpg
汪洋,,,汉族,内地,1987-3-29,浙江嘉兴,164CM,45KG,B型,,中央戏剧学院05级表演系,演员,北京麦特文化发展有限公司,,《不怕贼惦记》《偏偏喜欢你》,,https://image.ijq.tv/201505/12/11-39-02-74-14.png,images/11-39-02-74-14.png,汪洋,https://www.ijq.tv/mingxing/2169.html,https://image.ijq.tv/201505/12/11-39-02-74-14.png
向鼎,,,汉族,内地,1988-7-3,四川省成都市,177CM,60KG,O型,巨蟹座,新加坡拉萨尔艺术学院,演员,,,《两生花》,,https://image.ijq.tv/201505/12/11-22-03-40-13.jpg,images/11-22-03-40-13.jpg,向鼎,https://www.ijq.tv/mingxing/2166.html,https://image.ijq.tv/201505/12/11-22-03-40-13.jpg
杨金承,,,汉族,内地,1987-11-4,新疆乌鲁木齐,183CM,75KG,AB型,天蝎座,中央戏剧学院表演系本科,演员,,杨金承的新浪微博,《两生花》,关晓彤 张若昀,https://image.ijq.tv/201505/12/11-14-10-97-13.jpg,images/11-14-10-97-13.jpg,杨金承,https://www.ijq.tv/mingxing/2165.html,https://image.ijq.tv/201505/12/11-14-10-97-13.jpg
刘芳毓,Liufangyu,毓毓,汉族,内地,11-12,中国北京,163CM,45KG,B型,天蝎座,北京电影学院表演系,演员,东仑传媒,刘芳毓的新浪微博,《还珠格格1》《小鼓大戏》《致命筹码闪婚》,,https://image.ijq.tv/201505/12/11-08-40-67-16.jpg,images/11-08-40-67-16.jpg,刘芳毓,https://www.ijq.tv/mingxing/2164.html,https://image.ijq.tv/201505/12/11-08-40-67-16.jpg
刘恬汝,,,汉族,内地,1992-11-14,浙江省温州市,173CM,49KG,A型,天蝎座,上海戏剧学院舞蹈学校,"演员,模特",浙江梦幻星生园影视文化有限公司,刘恬汝的新浪微博,《偏偏喜欢你》《抓住彩虹的男人》《寂寞空庭春欲晚》,郑爽,https://image.ijq.tv/201505/12/11-04-38-25-14.png,images/11-04-38-25-14.png,刘恬汝,https://www.ijq.tv/mingxing/2163.html,https://image.ijq.tv/201505/12/11-04-38-25-14.png
龙馨悦,long xin yue,,汉族,内地,8-18,湖南,162CM,42KG,A型,狮子座,广东亚视演艺学院—表演系,"演员,模特",,龙馨悦的新浪微博,《幸福人生》《特殊身份》,,https://image.ijq.tv/201805/04/10-10-22-50-10.jpg,images/10-10-22-50-10.jpg,龙馨悦,https://www.ijq.tv/mingxing/2162.html,https://image.ijq.tv/201805/04/10-10-22-50-10.jpg
张粟,ZHANG  SU,张政,汉族,内地,9-24,安徽合肥庐江,180CM,69KG,B型,天秤座,南京艺术学院电影电视艺术系表演本科,演员,,张粟的新浪微博,《花红花火》,,https://image.ijq.tv/201505/11/16-59-43-16-12.jpg,images/16-59-43-16-12.jpg,张粟,https://www.ijq.tv/mingxing/2160.html,https://image.ijq.tv/201505/11/16-59-43-16-12.jpg
杨安琪,Amber yang,十七、蒙蒙,蒙古族,内地,9-15,内蒙古,167CM,51KG,O型,处女座,中央戏剧学院,演员,,,《花千骨》,,https://image.ijq.tv/201505/11/17-03-58-95-14.png,images/17-03-58-95-14.png,杨安琪,https://www.ijq.tv/mingxing/2161.html,https://image.ijq.tv/201505/11/17-03-58-95-14.png
雷雷,,,,内地,1982-6-30,黑龙江省哈尔滨市,181CM,70KG,A型,巨蟹座,,演员,金英马影视,雷雷的新浪微博,《下一站婚姻》,,https://image.ijq.tv/201505/11/15-18-51-15-12.jpg,images/15-18-51-15-12.jpg,雷雷,https://www.ijq.tv/mingxing/2159.html,https://image.ijq.tv/201505/11/15-18-51-15-12.jpg
陈冲,Joan Chen,冲姐,汉族,内地,1961-4-26,上海,165CM,51KG,A型,金牛座,上海外国语学院,演员,美国电影协会,陈冲的新浪微博,《小花》《红玫瑰与白玫瑰》《遇见王沥川》,肖央 邓伦,https://image.ijq.tv/201912/10/16-53-56-53-46.jpg,images/16-53-56-53-46.jpg,陈冲,https://www.ijq.tv/mingxing/2157.html,https://image.ijq.tv/201912/10/16-53-56-53-46.jpg
曲少石,Qu shaoshi,,汉族,内地,1988-9-29,青岛,177CM,64KG,B型,天秤座,南京艺术学院电影电视艺术系,演员,北京拾捌文化经纪有限公司,曲少石的新浪微博,《暗黑者2》《豆娘》《上阵父子兵》,郭京飞,https://image.ijq.tv/201505/11/14-52-02-98-8.jpg,images/14-52-02-98-8.jpg,曲少石,https://www.ijq.tv/mingxing/2158.html,https://image.ijq.tv/201505/11/14-52-02-98-8.jpg
