中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
洪冰瑶,Lynn,十四,汉族,内地,1991-5-3,新疆,167CM,48KG,A型,金牛座,上海戏剧学院,演员,凤凰传奇影业,洪冰瑶的新浪微博,《花样跳水少年》《探魔导师》《天使的幸福》,,https://image.ijq.tv/201801/08/11-36-09-61-26.jpg,images/11-36-09-61-26.jpg,洪冰瑶,https://www.ijq.tv/mingxing/15153809205060.html,https://image.ijq.tv/201801/08/11-36-09-61-26.jpg
王瑞淇,,,汉族,内地,1996-3-14,浙江绍兴,161CM,45KG,A型,白羊座,北京现代音乐研修学院,"演员,歌手",,王瑞淇的新浪微博,《大小姐》《柠檬》《找到你》,刘尹昊,https://image.ijq.tv/201801/06/15-51-10-21-39.jpg,images/15-51-10-21-39.jpg,王瑞淇,https://www.ijq.tv/mingxing/15152250415059.html,https://image.ijq.tv/201801/06/15-51-10-21-39.jpg
叶可儿,kiko,,汉族,内地,8-22,浙江杭州,168CM,45KG,B型,金牛座,上海戏剧学院,演员,,叶可儿的新浪微博,《大王不容易》,韩庚,https://image.ijq.tv/201801/06/14-46-49-80-26.jpg,images/14-46-49-80-26.jpg,叶可儿,https://www.ijq.tv/mingxing/15152198385058.html,https://image.ijq.tv/201801/06/14-46-49-80-26.jpg
宋唯,Vicky,,汉族,内地,1999-9-16,安徽,168CM,45KG,B型,处女座,上海视觉艺术学院,演员,,宋唯的新浪微博,《谁的青春不迷茫》,白敬亭,https://image.ijq.tv/201801/06/14-42-58-27-26.jpg,images/14-42-58-27-26.jpg,宋唯,https://www.ijq.tv/mingxing/15152195735057.html,https://image.ijq.tv/201801/06/14-42-58-27-26.jpg
刘尹昊,,,汉族,内地,1997-11-18,黑龙江佳木斯,185CM,65KG,A型,白羊座,中央戏剧学院,演员,,刘尹昊的新浪微博,《流星花园》,沈月,https://image.ijq.tv/201801/05/14-13-41-72-39.jpg,images/14-13-41-72-39.jpg,刘尹昊,https://www.ijq.tv/mingxing/15151327725056.html,https://image.ijq.tv/201801/05/14-13-41-72-39.jpg
付乐莹,,,汉族,内地,1995-5-22,北京,168CM,45KG,B型,金牛座,北京电影学院,演员,,付乐莹的新浪微博,《校花的贴身高手2》,黄一琳,https://image.ijq.tv/201801/05/11-32-42-98-26.jpg,images/11-32-42-98-26.jpg,付乐莹,https://www.ijq.tv/mingxing/15151220845054.html,https://image.ijq.tv/201801/05/11-32-42-98-26.jpg
王熙然,Crystal,,汉族,内地,8-20,辽宁大连,174CM,55KG,O型,狮子座,中央戏剧学院2010级本科,"演员,歌手,模特",,王熙然的新浪微博,《选择性失忆》《夜店北京》《爱上超模》,,https://image.ijq.tv/201801/05/11-58-24-37-26.jpg,images/11-58-24-37-26.jpg,王熙然,https://www.ijq.tv/mingxing/15151217695055.html,https://image.ijq.tv/201801/05/11-58-24-37-26.jpg
郭欣禹,,,汉族,内地,1995-12-22,北京,183CM,65KG,A型,白羊座,北京音乐学院,演员,天津点星文化传媒有限公司,郭欣禹的新浪微博,《嗨！前任》,尚雯婕,https://image.ijq.tv/201801/04/14-46-31-20-39.jpg,images/14-46-31-20-39.jpg,郭欣禹,https://www.ijq.tv/mingxing/15150468055053.html,https://image.ijq.tv/201801/04/14-46-31-20-39.jpg
尚斯琪,,,汉族,内地,1995年1月24日,北京,165CM,44KG,B型,双子座,北京城市学院,演员,浙江唐德影视股份有限公司,尚斯琪的新浪微博,《超级王爷》《诸天至尊》《温暖的弦》《谁寄锦书来》,荣溪,https://image.ijq.tv/201801/04/12-45-53-22-26.jpg,images/12-45-53-22-26.jpg,尚斯琪,https://www.ijq.tv/mingxing/15150360365052.html,https://image.ijq.tv/201801/04/12-45-53-22-26.jpg
徐歉,,"小歉,徐谦",汉族,内地,1986-9-30,辽宁省,168CM,49KG,O型,天秤座,辽宁大学本山艺术学院,演员,,徐歉的新浪微博,《抉择》《七月半之恐怖宿舍》《定军山情歌》《美人渔》《赢天下》,,https://image.ijq.tv/201801/04/10-10-11-58-10.jpg,images/10-10-11-58-10.jpg,徐歉,https://www.ijq.tv/mingxing/15150317865051.html,https://image.ijq.tv/201801/04/10-10-11-58-10.jpg
刘宇航,,,汉族,内地,1996-8-12,黑龙江省哈尔滨市,189CM,74KG,O型,处女座,哈尔滨新丝路模特学校,"演员,模特",华策星之,刘宇航的新浪微博,《楚乔传》《班长殿下》,范世錡,https://image.ijq.tv/201801/03/11-35-57-61-10.jpg,images/11-35-57-61-10.jpg,刘宇航,https://www.ijq.tv/mingxing/15149505525050.html,https://image.ijq.tv/201801/03/11-35-57-61-10.jpg
张译兮,,,汉族,内地,2003-5-23,北京,165CM,40KG,B型,金牛座,北京舞蹈学院,演员,欢娱影视,张译兮的新浪微博,《皓镧传》《延禧攻略》,于正 聂远,https://image.ijq.tv/201801/03/11-19-14-96-26.jpg,images/11-19-14-96-26.jpg,张译兮,https://www.ijq.tv/mingxing/15149493975049.html,https://image.ijq.tv/201801/03/11-19-14-96-26.jpg
