中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
葛玟希,,葛欣,汉族,内地,1984-3-26,江苏,165CM,49KG,B型,白羊座,南京艺术学院表演系,演员,北京典范文化传媒有限公司,《狐影》,,https://image.ijq.tv/201509/14/11-09-46-71-14.png,images/11-09-46-71-14.png,葛玟希,https://www.ijq.tv/mingxing/14422000163239.html,https://image.ijq.tv/201509/14/11-09-46-71-14.png,
徐锦江,,,满族,内地,1961-10-13,徐锦江,181CM,72KG,AB型,天秤座,广州美术学院,演员,,《色情男女》,,https://image.ijq.tv/201509/11/15-04-40-17-14.png,images/15-04-40-17-14.png,徐锦江,https://www.ijq.tv/mingxing/14419550523237.html,https://image.ijq.tv/201509/11/15-04-40-17-14.png,
冯瓅,Daniel Feng,,汉族,内地,1978- 1-14,山东,180CM,59KG,B型,白羊座,中央戏剧学院导演系,演员,康琦影业,《爸爸快长大》,,https://image.ijq.tv/201509/11/14-51-51-43-12.jpg,images/14-51-51-43-12.jpg,冯瓅,https://www.ijq.tv/mingxing/14419542943236.html,https://image.ijq.tv/201509/11/14-51-51-43-12.jpg,
王泷正,,,汉族,内地,1987-3-23,北京,175CM,68KG,A型,白羊座,中央戏剧学院,演员,北京叁贵国际传媒有限公司,《心理罪》,搭档陈若轩,https://image.ijq.tv/201509/11/14-45-55-33-12.jpg,images/14-45-55-33-12.jpg,王泷正,https://www.ijq.tv/mingxing/14419539353235.html,https://image.ijq.tv/201509/11/14-45-55-33-12.jpg,王泷正的新浪微博
李思思,,思思,汉族,内地,1986-11-4,吉林省长春市朝阳区,166CM,48KG,B型,天蝎座,北京大学新闻与传播学院,主持人,,《挑战主持人》《未名湖畔的玫瑰》,撒贝宁,https://image.ijq.tv/201509/11/14-42-24-69-14.png,images/14-42-24-69-14.png,李思思,https://www.ijq.tv/mingxing/14419537283234.html,https://image.ijq.tv/201509/11/14-42-24-69-14.png,李思思的新浪微博
金大川,,,汉族,内地,1993-4-16,山东,189CM,73KG,B型,金牛座,北京服装学院,"演员,模特",Instar天星君创,《极速前进》,,https://image.ijq.tv/201509/11/14-24-17-84-12.jpg,images/14-24-17-84-12.jpg,金大川,https://www.ijq.tv/mingxing/14419526323233.html,https://image.ijq.tv/201509/11/14-24-17-84-12.jpg,金大川的新浪微博
黄礼格,Hooleeger,格格、大王、小少爷、二格,汉族,内地,1993-10-19,浙江温州,177CM,67KG,B型,天秤座,首都师范大学科德学院,"演员,歌手",北京鹏程映画影视传播有限公司,《类似爱情》,白敬亭,https://image.ijq.tv/201509/10/16-48-05-97-14.png,images/16-48-05-97-14.png,黄礼格,https://www.ijq.tv/mingxing/14418748693232.html,https://image.ijq.tv/201509/10/16-48-05-97-14.png,
陈逸恒,Chenyiheng,,汉族,内地,1954年,背景,180CM,75KG,O型,狮子座,,演员,TVB配音,《我主沉浮》《北平战与和》,王庆祥,https://image.ijq.tv/201509/10/15-54-02-40-16.png,images/15-54-02-40-16.png,陈逸恒,https://www.ijq.tv/mingxing/14418716063231.html,https://image.ijq.tv/201509/10/15-54-02-40-16.png,
刘言语,,,汉族,内地,1982-8-19,湖南长沙,176CM,72KG,B型,狮子座,中央戏剧学院本科,演员,,《人皮拼图》,,https://image.ijq.tv/201509/10/14-02-01-79-14.png,images/14-02-01-79-14.png,刘言语,https://www.ijq.tv/mingxing/14418649013230.html,https://image.ijq.tv/201509/10/14-02-01-79-14.png,
程隆妮,,隆妮,汉族,内地,1993-6-27,北京东城区,165CM,48KG,B型,巨蟹座,,演员,北京颁德文化经纪有限公司,《乞丐皇帝与大脚皇后传奇》,宁静,https://image.ijq.tv/201509/10/09-59-08-50-14.png,images/09-59-08-50-14.png,程隆妮,https://www.ijq.tv/mingxing/14418503133229.html,https://image.ijq.tv/201509/10/09-59-08-50-14.png,
杨念生,YangNianSheng,老四,汉族,内地,1955-07-01,山西太原,174CM,74KG,O型,处女座,,,山西省话剧院,《天龙八部》《毕业歌》《笑傲江湖》《碧血剑》,杨溢,https://image.ijq.tv/201509/10/09-58-06-36-16.png,images/09-58-06-36-16.png,杨念生,https://www.ijq.tv/mingxing/14418502513228.html,https://image.ijq.tv/201509/10/09-58-06-36-16.png,
刘东健,,,汉族,内地,1976-10-19,山东德州,178CM,73KG,B型,天秤座,北京电影学院,"演员,歌手,主持人",,《乞丐皇帝与大脚皇后》,陈浩民 宁静,https://image.ijq.tv/201509/10/09-41-11-15-14.png,images/09-41-11-15-14.png,刘东健,https://www.ijq.tv/mingxing/14418492483227.html,https://image.ijq.tv/201509/10/09-41-11-15-14.png,
褚祥懿,,,汉族,内地,1978-2-19,江苏徐州,178CM,69KG,B型,双鱼座,亚视演艺学院表演系,演员,,《乞丐皇帝与大脚皇后》,陈浩民 宁静,https://image.ijq.tv/201509/10/09-27-18-81-14.png,images/09-27-18-81-14.png,褚祥懿,https://www.ijq.tv/mingxing/14418484213226.html,https://image.ijq.tv/201509/10/09-27-18-81-14.png,
陈冰,KiKi,陈其其,汉族,内地,1990-5-5,吉林省延吉市,164CM,48KG,A型,金牛座,四川音乐学院,"演员,歌手",,《中国好声音》《盛夏光年》《全面失控》,李嘉格 那英,https://image.ijq.tv/201611/09/16-40-13-99-34.jpg,images/16-40-13-99-34.jpg,陈冰,https://www.ijq.tv/mingxing/14417834043225.html,https://image.ijq.tv/201611/09/16-40-13-99-34.jpg,陈冰的新浪微博
赵亮,,,汉族,内地,1965-1-1,河北保定,190CM,78KG,B型,魔羯座,中央戏剧学院,演员,,《大猫儿追爱记》,海清 陈思诚,https://image.ijq.tv/201509/09/11-52-10-57-14.png,images/11-52-10-57-14.png,赵亮,https://www.ijq.tv/mingxing/14417707143224.html,https://image.ijq.tv/201509/09/11-52-10-57-14.png,
张弛,Rachel Zhang,"雷丘,弛弛",汉族,内地,1991-9-24,济南,165CM,45KG,B型,处女座,安大略省美术学院,演员,,《毕业歌》,王思思,https://image.ijq.tv/201509/09/10-57-35-96-16.png,images/10-57-35-96-16.png,张弛,https://www.ijq.tv/mingxing/14417674313223.html,https://image.ijq.tv/201509/09/10-57-35-96-16.png,
史超,,,汉族,内地,1979-8-10,山西太原,176CM,69KG,B型,狮子座,,演员,原珠江电影制片厂演员剧团,《麻雀》,李易峰,https://image.ijq.tv/201509/09/09-37-06-34-14.png,images/09-37-06-34-14.png,史超,https://www.ijq.tv/mingxing/14417623603221.html,https://image.ijq.tv/201509/09/09-37-06-34-14.png,史超的新浪微博
刘惜君,Sara,二妹、惜小君、君姐,汉族,内地,1988-4-30,中国深圳,164CM,48KG,B型,白羊座,海音乐学院流行音乐系,歌手,立音国际,《我很快乐》《怎么唱情歌》《贝壳风铃》,李荣浩,https://image.ijq.tv/201509/08/16-41-22-61-14.png,images/16-41-22-61-14.png,刘惜君,https://www.ijq.tv/mingxing/14417013523220.html,https://image.ijq.tv/201509/08/16-41-22-61-14.png,
唐旭,,,满族,内地,1978-4-24,中国北京,178CM,72KG,B型,金牛座,中央戏剧学院表演系,演员,,《碧血书香梦》,朱媛媛 吴倩,https://image.ijq.tv/201509/08/16-24-49-20-14.png,images/16-24-49-20-14.png,唐旭,https://www.ijq.tv/mingxing/14417006723218.html,https://image.ijq.tv/201509/08/16-24-49-20-14.png,
王品一,Pingyi Wang,,满族,内地,5-27,内蒙通辽,183CM,73KG,B型,巨蟹座,北京电影学院,演员,北京世纪众和影视文化有限公司,《海上传奇》《西施秘史》《昙花梦》,搭档乔振宇,https://image.ijq.tv/201509/08/16-07-01-76-10.jpg,images/16-07-01-76-10.jpg,王品一,https://www.ijq.tv/mingxing/14416995803219.html,https://image.ijq.tv/201509/08/16-07-01-76-10.jpg,王品一的新浪微博
司源,Siyuan,,汉族,内地,1982-3-22,山东济南,185CM,63KG,O型,双子座,上海戏剧学院,演员,山东省话剧院,《喋血孤岛》《昙花梦》,搭档安以轩 搭档乔振宇,https://image.ijq.tv/201509/08/15-35-41-46-10.jpg,images/15-35-41-46-10.jpg,司源,https://www.ijq.tv/mingxing/14416976953217.html,https://image.ijq.tv/201509/08/15-35-41-46-10.jpg,司源的新浪微博
洛诗,,李晓楠,汉族,内地,1988-8-29,中国北京,165CM,47KG,B型,处女座,中央民族大学舞蹈学院,"演员,模特",,《一生一世》,房祖名 谢霆锋,https://image.ijq.tv/201509/08/11-46-29-11-14.png,images/11-46-29-11-14.png,洛诗,https://www.ijq.tv/mingxing/14416839633216.html,https://image.ijq.tv/201509/08/11-46-29-11-14.png,
贾灏哲,Jia haozhe,小胖 建东,汉族,内地,1989-4-11,内蒙古鄂尔多斯,173CM,68KG,B型,白羊座,北京现代音乐学院,演员,,《多情江山》《女人香》,高以翔 侯梦瑶,https://image.ijq.tv/201509/07/16-55-17-11-14.png,images/16-55-17-11-14.png,贾灏哲,https://www.ijq.tv/mingxing/14416160963213.html,https://image.ijq.tv/201509/07/16-55-17-11-14.png,
李德功常,Li degongchang,,汉族,内地,1985-10-27,南京,178CM,68KG,B型,双子座,南京艺术学院,演员,,《家国恩仇记》,,https://image.ijq.tv/201509/07/15-06-40-16-12.jpg,images/15-06-40-16-12.jpg,李德功常,https://www.ijq.tv/mingxing/14416095733210.html,https://image.ijq.tv/201509/07/15-06-40-16-12.jpg,李德功常的新浪微博
李素欣,,素素,汉族,内地,1994-1-26,大连市,166CM,49KG,B型,魔羯座,中国传媒大学,"演员,模特",可米必富影视文化（北京）有限公司,《多情江山》,高以翔 袁咏仪 侯梦瑶,https://image.ijq.tv/201509/07/15-01-59-59-14.png,images/15-01-59-59-14.png,李素欣,https://www.ijq.tv/mingxing/14416092993211.html,https://image.ijq.tv/201509/07/15-01-59-59-14.png,
秦伯坤,,大坤,汉族,内地,1986-04-16,内蒙古通辽,182CM,73KG,B型,白羊座,北京电影学院,演员,,《我叫刘传说》,,https://image.ijq.tv/201509/07/15-13-41-13-7.jpg,images/15-13-41-13-7.jpg,秦伯坤,https://www.ijq.tv/mingxing/14416091153212.html,https://image.ijq.tv/201509/07/15-13-41-13-7.jpg,秦伯坤的新浪微博
马东,,,汉族,内地,1968-12-25,哈尔滨,174CM,59KG,A型,白羊座,北京电影学院,主持人,,《奇葩说》,马季,https://image.ijq.tv/201509/07/14-47-58-53-12.jpg,images/14-47-58-53-12.jpg,马东,https://www.ijq.tv/mingxing/14416084643209.html,https://image.ijq.tv/201509/07/14-47-58-53-12.jpg,马东的新浪微博
张莉,,,汉族,内地,1975-11-23,新疆,164CM,49KG,A型,金牛座,解放军艺术学院,演员,总装备部,《三个奶爸》,,https://image.ijq.tv/201509/07/14-40-51-22-12.jpg,images/14-40-51-22-12.jpg,张莉,https://www.ijq.tv/mingxing/14416080293208.html,https://image.ijq.tv/201509/07/14-40-51-22-12.jpg,
朴铄,,,汉族,内地,1990-10-21,辽宁,175CM,68KG,O型,天秤座,中央戏剧学院2010级表演系,演员,,《山海经之赤影传说》,张翰,https://image.ijq.tv/201509/07/11-44-23-47-14.png,images/11-44-23-47-14.png,朴铄,https://www.ijq.tv/mingxing/14415974473207.html,https://image.ijq.tv/201509/07/11-44-23-47-14.png,朴铄的新浪微博
田峻丞,Tian Yupeng,田宇鹏,汉族,内地,1987-9-8,辽宁沈阳,180CM,69KG,A型,处女座,中央戏剧学院,演员,神兽文化传媒,《山海经之赤影传说》《鸡毛飞上天》《天下长安》《远大前程》,张翰 古力娜扎,https://image.ijq.tv/201509/07/11-30-49-93-14.png,images/11-30-49-93-14.png,田峻丞,https://www.ijq.tv/mingxing/14415964193206.html,https://image.ijq.tv/201509/07/11-30-49-93-14.png,田峻丞的新浪微博
