中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
陈芊桦,,,汉族,内地,2003-11-19,,155CM,35KG,A型,天蝎座,,演员,,陈芊桦的新浪微博,《我们的四十年》,,https://image.ijq.tv/201712/29/15-14-40-89-26.jpg,images/15-14-40-89-26.jpg,陈芊桦,https://www.ijq.tv/mingxing/15145310655030.html,https://image.ijq.tv/201712/29/15-14-40-89-26.jpg
秦子墨,,,汉族,内地,1994-4-13,南通,184CM,65KG,B型,天秤座,南通大学,,觉醒东方艺人,秦子墨的新浪微博,《明日之子》《偶像练习生》,,https://image.ijq.tv/201712/29/14-22-06-93-39.jpg,images/14-22-06-93-39.jpg,秦子墨,https://www.ijq.tv/mingxing/15145284815029.html,https://image.ijq.tv/201712/29/14-22-06-93-39.jpg
徐海为,,,汉族,内地,1985-2-9,江苏省盐城市,176CM,64KG,AB型,水瓶座,南京艺术学院,演员,,徐海为的新浪微博,《虎皮枫木》《天下长安》《弹孔》,钱泳辰,https://image.ijq.tv/201712/29/11-17-26-66-10.jpg,images/11-17-26-66-10.jpg,徐海为,https://www.ijq.tv/mingxing/15145169315028.html,https://image.ijq.tv/201712/29/11-17-26-66-10.jpg
钟正,,,汉族,内地,9-25,浙江,174CM,67KG,O型,处女座,,演员,AEG新亚洲娱乐集团,钟正的新浪微博,《刀剑缭乱》《青春24秒》《栀子花开2017》,范晓东,https://image.ijq.tv/201712/27/15-17-33-80-10.jpg,images/15-17-33-80-10.jpg,钟正,https://www.ijq.tv/mingxing/15143585975027.html,https://image.ijq.tv/201712/27/15-17-33-80-10.jpg
张达源,,,汉族,内地,1996-9-29,北京,184CM,65KG,A型,白羊座,中国戏剧学院,"演员,歌手",,张达源的新浪微博,《天团见习生》《YouMakeMeFree》,张奕轩,https://image.ijq.tv/201712/26/15-18-03-13-39.jpg,images/15-18-03-13-39.jpg,张达源,https://www.ijq.tv/mingxing/15142723975026.html,https://image.ijq.tv/201712/26/15-18-03-13-39.jpg
马雅舒,,"丫丫,小雅（家人称呼）",回族,内地,1977-3-24,云南省昆明市呈贡区,166CM,47KG,O型,白羊座,中国戏曲学院,演员,,马雅舒的新浪微博,《大丫鬟》《西游记后传》《换子成龙》,吴奇隆,https://image.ijq.tv/201712/26/14-55-00-18-10.jpg,images/14-55-00-18-10.jpg,马雅舒,https://www.ijq.tv/mingxing/15142712745025.html,https://image.ijq.tv/201712/26/14-55-00-18-10.jpg
朱星杰,,,汉族,内地,1994-9-17,重庆,184CM,65KG,A型,白羊座,现代音乐学院,"演员,歌手",果然娱乐,朱星杰的新浪微博,《中国好声音》《流行之王》,张奕轩,https://image.ijq.tv/201712/26/14-22-26-39-39.jpg,images/14-22-26-39-39.jpg,朱星杰,https://www.ijq.tv/mingxing/15142599245024.html,https://image.ijq.tv/201712/26/14-22-26-39-39.jpg
张奕轩,,,汉族,内地,,上海,183CM,65KG,A型,白羊座,,演员,UNIT-T,张奕轩的新浪微博,《WEARERISINGSTAR》,陈斯琪,https://image.ijq.tv/201712/25/15-43-15-22-39.jpg,images/15-43-15-22-39.jpg,张奕轩,https://www.ijq.tv/mingxing/15141877265023.html,https://image.ijq.tv/201712/25/15-43-15-22-39.jpg
王奕然,,,汉族,内地,1994-2-21,北京,177CM,70KG,O型,双子座,上海戏剧学院12级表演戏,演员,嘉本盛开,王奕然的新浪微博,《诛仙番外之铃心剑魄》,,https://image.ijq.tv/201712/25/12-14-31-73-10.jpg,images/12-14-31-73-10.jpg,王奕然,https://www.ijq.tv/mingxing/15141752625022.html,https://image.ijq.tv/201712/25/12-14-31-73-10.jpg
李志杰,,,汉族,内地,1994-6-5,湖北十堰,183CM,65KG,A型,双子座,首都师范大学,"演员,歌手",,李志杰的新浪微博,《偶像练习生》,林浩楷,https://image.ijq.tv/201712/23/11-01-41-90-39.jpg,images/11-01-41-90-39.jpg,李志杰,https://www.ijq.tv/mingxing/15139980425021.html,https://image.ijq.tv/201712/23/11-01-41-90-39.jpg
叶泓希,,,汉族,内地,1-7,,182CM,65KG,A型,白羊座,,"演员,歌手",X-TIME,叶泓希的新浪微博,《WEARERISINGSTAR》,孙浩然,https://image.ijq.tv/201712/23/10-53-20-81-39.jpg,images/10-53-20-81-39.jpg,叶泓希,https://www.ijq.tv/mingxing/15139975105020.html,https://image.ijq.tv/201712/23/10-53-20-81-39.jpg
高智洋,zhiyang Gao,,汉族,内地,1998-6-4,山东济南,178CM,49KG,O型,巨蟹座,中央戏剧学院,"演员,模特",东方宾利,高智洋的新浪微博,《大爱若此之急诊室的故事》,,https://image.ijq.tv/201712/22/16-39-53-32-10.jpg,images/16-39-53-32-10.jpg,高智洋,https://www.ijq.tv/mingxing/15139319845019.html,https://image.ijq.tv/201712/22/16-39-53-32-10.jpg
明鹏,,,汉族,内地,1994-10-11,北京,184CM,65KG,A型,白羊座,中国民用航空飞行学院,"演员,歌手",英皇北京,明鹏的新浪微博,《偶像练习生》,林浩楷,https://image.ijq.tv/201712/22/14-27-21-62-39.jpg,images/14-27-21-62-39.jpg,明鹏,https://www.ijq.tv/mingxing/15139150825018.html,https://image.ijq.tv/201712/22/14-27-21-62-39.jpg
韩雍杰,,,汉族,内地,1998-5-28,,182CM,65KG,A型,白羊座,,"演员,歌手",捷特联合,韩雍杰的新浪微博,《我爱你，这是最好的安排》,林浩楷,https://image.ijq.tv/201712/22/11-34-28-91-39.jpg,images/11-34-28-91-39.jpg,韩雍杰,https://www.ijq.tv/mingxing/15139136315017.html,https://image.ijq.tv/201712/22/11-34-28-91-39.jpg
林浩楷,,,汉族,内地,1998-9-14,广东,182CM,65KG,A型,白羊座,,"演员,歌手",,林浩楷的新浪微博,《Mr.Lee》《偶像练习生》,孙浩然,https://image.ijq.tv/201712/22/11-03-54-34-39.jpg,images/11-03-54-34-39.jpg,林浩楷,https://www.ijq.tv/mingxing/15139117885016.html,https://image.ijq.tv/201712/22/11-03-54-34-39.jpg
孙浩然,,,汉族,内地,1994-11-10,四川成都,183CM,65KG,A型,白羊座,四川音乐学院成都美术学院,"演员,歌手",,孙浩然的新浪微博,《偶像练习生》,郑锐彬,https://image.ijq.tv/201712/21/15-43-00-98-39.jpg,images/15-43-00-98-39.jpg,孙浩然,https://www.ijq.tv/mingxing/15138420565015.html,https://image.ijq.tv/201712/21/15-43-00-98-39.jpg
小鬼,,王琳凯,汉族,内地,,,182CM,65KG,A型,白羊座,,"演员,歌手",果然娱乐签约艺人,小鬼的新浪微博,《中国有嘻哈》《偶像练习生》,郑锐彬,https://image.ijq.tv/201712/21/14-36-38-83-39.jpg,images/14-36-38-83-39.jpg,小鬼,https://www.ijq.tv/mingxing/15138372825014.html,https://image.ijq.tv/201712/21/14-36-38-83-39.jpg
张皓宇,Neison,,汉族,内地,10-7,新疆维吾尔自治区,183CM,70KG,O型,天秤座,东华大学表演系本科,演员,百盟影视文化传媒有限公司,张皓宇的新浪微博,《微微一笑很倾城》《十宗罪》《神精学妹》《搭讪大师》,曾乙同,https://image.ijq.tv/201712/21/14-01-52-80-10.jpg,images/14-01-52-80-10.jpg,张皓宇,https://www.ijq.tv/mingxing/15138360855013.html,https://image.ijq.tv/201712/21/14-01-52-80-10.jpg
郑锐彬,,,汉族,内地,1996-8-17,北京,184CM,65KG,A型,白羊座,中央戏剧学院,"演员,歌手",华谊兄弟,郑锐彬的新浪微博,《偶像练习生》,范丞丞,https://image.ijq.tv/201712/21/13-59-26-48-39.jpg,images/13-59-26-48-39.jpg,郑锐彬,https://www.ijq.tv/mingxing/15138356115012.html,https://image.ijq.tv/201712/21/13-59-26-48-39.jpg
王加一,,,汉族,内地,1996-1-12,北京,180CM,65KG,B型,魔羯座,,演员,,王加一的新浪微博,《狼殿下》,林枫松,https://image.ijq.tv/201712/21/10-43-23-37-26.jpg,images/10-43-23-37-26.jpg,王加一,https://www.ijq.tv/mingxing/15138234565011.html,https://image.ijq.tv/201712/21/10-43-23-37-26.jpg
王芯芯,Rella,,汉族,内地,,,172CM,49KG,B型,狮子座,北京舞蹈学院,"演员,歌手",,王芯芯的新浪微博,《单曲PAPAPA》,,https://image.ijq.tv/201712/21/10-39-02-11-26.jpg,images/10-39-02-11-26.jpg,王芯芯,https://www.ijq.tv/mingxing/15138233095010.html,https://image.ijq.tv/201712/21/10-39-02-11-26.jpg
