中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
王诗槐,,,汉族,内地,1957-11-27,安徽合肥,178CM,65KG,A型,白羊座,上海戏剧学院（表演系）,演员,安徽省话剧团,《淑女之家》,,https://image.ijq.tv/201502/26/10-33-25-38-12.jpg,images/10-33-25-38-12.jpg,王诗槐,https://www.ijq.tv/mingxing/1287.html,https://image.ijq.tv/201502/26/10-33-25-38-12.jpg,
王文绮,Vicky.Q,,汉族,内地,1990-2-2,西安,174CM,50KG,B型,水瓶座,北京电影学院,演员,中盟世纪,《冰封：重生之门温柔的诱惑》《裸漂》,江铠同,https://image.ijq.tv/201502/26/10-42-42-33-8.jpg,images/10-42-42-33-8.jpg,王文绮,https://www.ijq.tv/mingxing/1288.html,https://image.ijq.tv/201502/26/10-42-42-33-8.jpg,王文绮的新浪微博
冯嘉怡,,,汉族,内地,1969-7-10,北京,180CM,78KG,AB型,巨蟹座,,演员,,《我的左手右手》《幸福保卫战》《裸婚时代》《媳妇的美好时代》,搭档吴彦祖 搭档姚晨,https://image.ijq.tv/201502/26/10-14-20-35-10.jpg,images/10-14-20-35-10.jpg,冯嘉怡,https://www.ijq.tv/mingxing/1286.html,https://image.ijq.tv/201502/26/10-14-20-35-10.jpg,冯嘉怡的新浪微博
余男,Yu Nan,,汉族,内地,1976-9-5,辽宁省大连市中山区,169CM,50KG,A型,处女座,北京电影学院表演系,演员,创新艺人经纪公司CAA,《敢死队2》《月蚀》《惊蛰》《图雅的婚事》,旧爱王全安 搭档王学兵 搭档梁家辉 搭档陈思诚,https://image.ijq.tv/201502/23/16-17-18-22-10.png,images/16-17-18-22-10.png,余男,https://www.ijq.tv/mingxing/1284.html,https://image.ijq.tv/201502/23/16-17-18-22-10.png,余男的新浪微博
于月仙,,谢大脚,回族,内地,1971-4-24,内蒙古赤峰,,55KG,,,中央戏剧学院,演员,,《乡村爱情系列》《马大帅系列》《策马啸西风》,,https://image.ijq.tv/201502/20/16-34-49-41-1.jpg,images/16-34-49-41-1.jpg,于月仙,https://www.ijq.tv/mingxing/1281.html,https://image.ijq.tv/201502/20/16-34-49-41-1.jpg,
六小龄童,,章金莱,汉族,内地,1959-1-1,上海市,172CM,68KG,O型,,浙江省昆剧团艺校,演员,,《西游记》,父亲章宗义 配偶于虹 哥哥小六龄童 伯父七龄童 搭档闫怀礼 搭档马德华 搭档迟重瑞 搭档石小群,https://image.ijq.tv/201502/15/17-06-18-97-1.jpg,images/17-06-18-97-1.jpg,六小龄童,https://www.ijq.tv/mingxing/1280.html,https://image.ijq.tv/201502/15/17-06-18-97-1.jpg,
刘品言,,,汉族,内地,1988-8-8,台湾省台北市,170CM,52KG,O型,狮子座,东吴大学,"演员,歌手",,《仙剑奇侠传》《绿光森林》《含苞欲坠的每一天》,搭档彭于晏,https://image.ijq.tv/201502/13/11-55-50-30-13.jpg,images/11-55-50-30-13.jpg,刘品言,https://www.ijq.tv/mingxing/1278.html,https://image.ijq.tv/201502/13/11-55-50-30-13.jpg,
齐欢,,,汉族,内地,1979-4-12,吉林,167CM,52KG,O型,双子座,中国戏曲学院表演系和解放军艺术学院戏剧系,演员,北京军区战友文工团话剧队,《美人草》《圣殿，因为爱你》《与青春有关的日子》《再回首》《雪花那个飘》,,https://image.ijq.tv/201502/13/11-57-56-70-14.jpg,images/11-57-56-70-14.jpg,齐欢,https://www.ijq.tv/mingxing/1279.html,https://image.ijq.tv/201502/13/11-57-56-70-14.jpg,
曾之乔,,,汉族,内地,1988-11-17,台湾新竹县,168CM,46KG,A型,天蝎座,台湾艺术大学,"演员,歌手",华研国际音乐,《爱情魔发师》《格斗天王》《老爸驾到》《爱上巧克力》《又见一帘幽梦》,搭档张睿家 搭档袁成杰 搭档陈彦妃,https://image.ijq.tv/201502/13/11-45-16-77-13.jpg,images/11-45-16-77-13.jpg,曾之乔,https://www.ijq.tv/mingxing/1277.html,https://image.ijq.tv/201502/13/11-45-16-77-13.jpg,
秦丽,,,,内地,7-29,山东省青岛市,169CM,50KG,B型,狮子座,中央戏剧学院02级表演本科班,演员,中央新影集团秦丽影视剧工作室,《电视剧少年包青天3》《爸爸快长大》,密友童瑶 密友杨亚星 搭档杨蓉,https://image.ijq.tv/201502/13/11-42-16-93-14.jpg,images/11-42-16-93-14.jpg,秦丽,https://www.ijq.tv/mingxing/1275.html,https://image.ijq.tv/201502/13/11-42-16-93-14.jpg,
