中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
孙杨,Sun Yang,"大白,孙萌萌,大白杨",汉族,内地,1991-12-01,浙江省杭州市,200CM,92KG,O型,射手座,苏州大学硕士研究生在读,运动员,,孙杨的新浪微博,,刘翔 张继科,https://image.ijq.tv/201610/20/08-26-01-24-36.jpg,images/08-26-01-24-36.jpg,孙杨,https://www.ijq.tv/mingxing/14768605933896.html,https://image.ijq.tv/201610/20/08-26-01-24-36.jpg
华晨宇,,花花,汉族,内地,1990-2-7,湖北十堰,173CM,,B型,水瓶座,武汉音乐学院（2010级）,歌手,天娱传媒,华晨宇的新浪微博,《卡西莫多的礼物》《异类》《烟火里的尘埃》《春》《微光》《HereWeAre》,尚雯婕 杨坤,https://image.ijq.tv/201610/18/14-22-48-81-34.jpg,images/14-22-48-81-34.jpg,华晨宇,https://www.ijq.tv/mingxing/14767717053894.html,https://image.ijq.tv/201610/18/14-22-48-81-34.jpg
苏小玎,,,汉族,内地,1983-1-20,北京,178CM,68KG,A型,白羊座,中央戏剧学院,演员,中国煤矿文工团,苏小玎的新浪微博,《胭脂》,,https://image.ijq.tv/201610/18/13-28-55-57-19.png,images/13-28-55-57-19.png,苏小玎,https://www.ijq.tv/mingxing/14767684523893.html,https://image.ijq.tv/201610/18/13-28-55-57-19.png
柴陆,,,汉族,内地,1987-07-06,齐齐哈尔,,,O型,巨蟹座,,演员,,柴陆的新浪微博,《政委》《男儿本色》,沙溢 胡可,https://image.ijq.tv/201610/18/12-11-38-78-36.png,images/12-11-38-78-36.png,柴陆,https://www.ijq.tv/mingxing/14767638813892.html,https://image.ijq.tv/201610/18/12-11-38-78-36.png
李卓远,Li Zhuo far,,汉族,内地,4-22,山东蓬莱,181CM,70KG,A型,金牛座,中央戏剧学院,演员,,李卓远的新浪微博,《惊雷行动》《湄公河大案》《战士》《战地尖刀》,王美英,https://image.ijq.tv/201610/17/14-31-59-39-26.jpg,images/14-31-59-39-26.jpg,李卓远,https://www.ijq.tv/mingxing/14766858893886.html,https://image.ijq.tv/201610/17/14-31-59-39-26.jpg
冯玉玺,Feng Yu xi,玺子,汉族,内地,01-13,中国河南,175CM,62KG,A型,魔羯座,,演员,,冯玉玺的新浪微博,《政委》《大刀记》《英雄瓦氏》,孙红雷 沙溢 张子君,https://image.ijq.tv/201610/17/14-33-01-23-36.png,images/14-33-01-23-36.png,冯玉玺,https://www.ijq.tv/mingxing/14766858743889.html,https://image.ijq.tv/201610/17/14-33-01-23-36.png
王美英,Melody,,汉族,内地,,山东梁山,163CM,45KG,O型,处女座,山东理工大学,演员,,王美英的新浪微博,《红色护卫》《绝命后卫师》《苏乞儿》,李卓远,https://image.ijq.tv/201610/17/13-56-05-71-26.jpg,images/13-56-05-71-26.jpg,王美英,https://www.ijq.tv/mingxing/14766837143884.html,https://image.ijq.tv/201610/17/13-56-05-71-26.jpg
张子君,Zhang Zi Jun,,汉族,内地,1986-02-14,黑龙江哈尔滨,184CM,70KG,O型,水瓶座,北京电影学院,演员,,张子君的新浪微博,《永不消逝的电波》《星光都市2》《政委》,张一山 赵立新 沙溢 胡可,https://image.ijq.tv/201610/15/13-25-30-16-36.png,images/13-25-30-16-36.png,张子君,https://www.ijq.tv/mingxing/14765090923882.html,https://image.ijq.tv/201610/15/13-25-30-16-36.png
李晨,Nic Li,李晨,汉族,内地,1982-08-28,上海,180CM,,O型,处女座,,"主持人,其他",北京巨匠文化发展有限公司,李晨的新浪微博,《超级战队》《舞林大会》《花儿朵朵》,赵琼 潘玮柏,https://image.ijq.tv/201610/14/14-28-51-69-36.png,images/14-28-51-69-36.png,李晨,https://www.ijq.tv/mingxing/14764250433881.html,https://image.ijq.tv/201610/14/14-28-51-69-36.png
宋冬野,Donye.S,,汉族,内地,1987-11-10,中国北京,,,,天蝎座,,"歌手,其他",摩登天空,宋冬野的新浪微博,《董小姐》《莉莉安》《斑马，斑马》《安和桥》,左立 赵晓璐,https://image.ijq.tv/201610/14/13-30-27-95-36.png,images/13-30-27-95-36.png,宋冬野,https://www.ijq.tv/mingxing/14764230143880.html,https://image.ijq.tv/201610/14/13-30-27-95-36.png
赵哲,,,汉族,内地,8-7,陕西西安,178CM,,A型,处女座,北京现代音乐学院,歌手,,赵哲的新浪微博,《青苹果乐园》《鸟儿飞》《要如何》,谢娜 徐浩 臧一人 瑶瑶,https://image.ijq.tv/201610/14/13-04-21-97-34.jpg,images/13-04-21-97-34.jpg,赵哲,https://www.ijq.tv/mingxing/14764213183879.html,https://image.ijq.tv/201610/14/13-04-21-97-34.jpg
陈粒,,粒粒,汉族,内地,1990-7-26,贵州省贵阳市,,,A型,狮子座,上海对外经贸大学,歌手,,陈粒的新浪微博,《奇妙能力歌》《七楼》《历历万乡》《不灭》《幻期颐》,好妹妹乐队 蔡健雅,https://image.ijq.tv/201610/13/14-17-30-36-34.jpg,images/14-17-30-36-34.jpg,陈粒,https://www.ijq.tv/mingxing/14763394353877.html,https://image.ijq.tv/201610/13/14-17-30-36-34.jpg
赵俊灏,Zhao Jun hao,,汉族,内地,1989-03-16,山东临沂沂南县依汶镇,,,,,重庆文理学院,演员,,赵俊灏的新浪微博,《政委》《十个连长一个班》,沙溢 胡可,https://image.ijq.tv/201610/13/14-30-57-96-36.png,images/14-30-57-96-36.png,赵俊灏,https://www.ijq.tv/mingxing/14763394333878.html,https://image.ijq.tv/201610/13/14-30-57-96-36.png
王博,Wang Bo,,汉族,内地,,北京,176CM,,,,八一电影制片厂,演员,,,《惊天动地》《重案六组第三部》《荣归》《密使》,沙溢 胡可,https://image.ijq.tv/201610/13/13-46-57-84-36.png,images/13-46-57-84-36.png,王博,https://www.ijq.tv/mingxing/14763369913876.html,https://image.ijq.tv/201610/13/13-46-57-84-36.png
郭麒麟,,郭奇林,汉族,内地,1996-2-8,天津,,,,水瓶座,北京21世纪实验学校（肄业）,演员,北京德云社文化传播有限公司,郭麒麟的新浪微博,《学聋哑》《杂学唱》《双簧》《四大须生》《白蛇传》,郭德纲 于谦 欧弟,https://image.ijq.tv/201610/13/13-18-03-37-34.jpg,images/13-18-03-37-34.jpg,郭麒麟,https://www.ijq.tv/mingxing/14763358583875.html,https://image.ijq.tv/201610/13/13-18-03-37-34.jpg
乔涵,Qiao Han,,汉族,内地,07-26,山东淄博,179CM,70KG,,,中央戏剧学院,演员,,乔涵的新浪微博,《民工律师大圣》《芈月传》《美丽的梦想》,孙俪 吴镇宇 林永健,https://image.ijq.tv/201610/13/12-03-48-89-36.png,images/12-03-48-89-36.png,乔涵,https://www.ijq.tv/mingxing/14763302353874.html,https://image.ijq.tv/201610/13/12-03-48-89-36.png
曾一竣,,一竣,汉族,内地,1990-7-14,四川省成都市,178CM,61KG,B型,巨蟹座,,演员,,曾一竣的新浪微博,《欢喜密探》《栀子花开2015》,包贝尔 贾玲,https://image.ijq.tv/201610/13/10-50-41-68-26.jpg,images/10-50-41-68-26.jpg,曾一竣,https://www.ijq.tv/mingxing/14763264673872.html,https://image.ijq.tv/201610/13/10-50-41-68-26.jpg
