中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
朱亚英,,,汉族,内地,9-25,上海,160CM,,B型,天秤座,,演员,,《因为爱情有幸福》,,https://image.ijq.tv/201504/09/14-15-49-28-13.jpg,images/14-15-49-28-13.jpg,朱亚英,https://www.ijq.tv/mingxing/1681.html,https://image.ijq.tv/201504/09/14-15-49-28-13.jpg,
王艺凝,,凝凝,汉族,内地,1993-12-27,黑龙江省哈尔滨市,167CM,49KG,,魔羯座,中央戏剧学院表演系2011级,"演员,电影人",,《终极教师》《妻子的谎言》《匹夫英雄》,贾青 张晓龙,https://image.ijq.tv/201504/09/14-50-01-62-16.jpg,images/14-50-01-62-16.jpg,王艺凝,https://www.ijq.tv/mingxing/1684.html,https://image.ijq.tv/201504/09/14-50-01-62-16.jpg,王艺凝的新浪微博
苑琼丹,,,,内地,1963-9-11,香港特别行政区,163CM,47KG,B型,白羊座,,演员,,《因为爱情有幸福》,丈夫黄乃扬 旧爱林正英,https://image.ijq.tv/201504/09/14-05-56-70-13.jpg,images/14-05-56-70-13.jpg,苑琼丹,https://www.ijq.tv/mingxing/1680.html,https://image.ijq.tv/201504/09/14-05-56-70-13.jpg,
杨可伊,,,,内地,8-1,广东 深圳,,45KG,B型,狮子座,,演员,,《因为爱情有幸福》,,https://image.ijq.tv/201504/09/13-47-25-48-13.jpg,images/13-47-25-48-13.jpg,杨可伊,https://www.ijq.tv/mingxing/1678.html,https://image.ijq.tv/201504/09/13-47-25-48-13.jpg,
冉旭,,,汉族,内地,08-28,北京,184CM,72KG,B型,处女座,中央戏剧学院,"演员,歌手",东阳秋水堂影视有限公司,《因为爱情有幸福》《幸福满堂》,搭档张含韵,https://image.ijq.tv/201504/09/13-43-34-75-13.jpg,images/13-43-34-75-13.jpg,冉旭,https://www.ijq.tv/mingxing/1676.html,https://image.ijq.tv/201504/09/13-43-34-75-13.jpg,冉旭的新浪微博
韩东君,Elvis Han,,汉族,内地,1992-7-21,哈尔滨,182CM,67KG,B型,狮子座,上海戏剧学院（在读）,演员,,《无心法师》《仙剑云之凡》,金晨 陈瑶,https://image.ijq.tv/201504/09/11-35-11-20-14.png,images/11-35-11-20-14.png,韩东君,https://www.ijq.tv/mingxing/1675.html,https://image.ijq.tv/201504/09/11-35-11-20-14.png,韩东君的新浪微博
李易霖,Louis,李熠霖,汉族,内地,10-13,北京,,72KG,A型,天秤座,重庆大学美视电影学院-02级,演员,,《班淑传奇》,,https://image.ijq.tv/201810/26/11-43-27-69-10.jpg,images/11-43-27-69-10.jpg,李易霖,https://www.ijq.tv/mingxing/1674.html,https://image.ijq.tv/201810/26/11-43-27-69-10.jpg,李易霖的新浪微博
张弓,,,汉族,内地,1964-3-19,浙江兰溪,175CM,72KG,,双鱼座,,演员,,《二月 》《啼笑因缘，招贤记，红日，枪声背后，香江入海，乱世情缘》,张晓龙 徐璐,https://image.ijq.tv/201504/09/11-09-42-49-16.jpg,images/11-09-42-49-16.jpg,张弓,https://www.ijq.tv/mingxing/1673.html,https://image.ijq.tv/201504/09/11-09-42-49-16.jpg,
梁田,,,汉族,内地,1989-10-2,辽宁沈阳,172CM,49KG,B型,天秤座,中国传媒大学,"演员,主持人",湖南卫视,《因为爱情有幸福》《幸福满堂》,沈梦辰,https://image.ijq.tv/201504/09/11-01-45-52-13.jpg,images/11-01-45-52-13.jpg,梁田,https://www.ijq.tv/mingxing/1671.html,https://image.ijq.tv/201504/09/11-01-45-52-13.jpg,梁田的新浪微博
高基才,,,汉族,内地,1996-2-15,浙江温州,183CM,65KG,B型,水瓶座,浙江艺术学院,演员,北京海润时代演艺经纪有限公司,《班淑传奇》,,https://image.ijq.tv/201504/09/11-05-27-85-14.png,images/11-05-27-85-14.png,高基才,https://www.ijq.tv/mingxing/1672.html,https://image.ijq.tv/201504/09/11-05-27-85-14.png,高基才的新浪微博
